"Step","SimpleQMIX_everything_varying_blox_gamma0.995_lr0.001_hidden64_target20__20241215_150207 - blue_player1_reward","SimpleQMIX_everything_varying_blox_gamma0.995_lr0.001_hidden64_target20__20241215_150207 - blue_player1_reward__MIN","SimpleQMIX_everything_varying_blox_gamma0.995_lr0.001_hidden64_target20__20241215_150207 - blue_player1_reward__MAX"
"303","48.1800000000003","48.1800000000003","48.1800000000003"
"610","71.10000000000026","71.10000000000026","71.10000000000026"
"917","73.14999999999989","73.14999999999989","73.14999999999989"
"1224","46.41000000000024","46.41000000000024","46.41000000000024"
"1531","50.99000000000037","50.99000000000037","50.99000000000037"
"1838","77.66999999999982","77.66999999999982","77.66999999999982"
"2145","24.399999999999995","24.399999999999995","24.399999999999995"
"2452","46.85000000000035","46.85000000000035","46.85000000000035"
"2759","91.45000000000002","91.45000000000002","91.45000000000002"
"3066","113.31000000000023","113.31000000000023","113.31000000000023"
"3373","51.20000000000023","51.20000000000023","51.20000000000023"
"3680","103.58","103.58","103.58"
"3987","-0.0400000000000543","-0.0400000000000543","-0.0400000000000543"
"4294","140.60000000000025","140.60000000000025","140.60000000000025"
"4601","10.139999999999949","10.139999999999949","10.139999999999949"
"4908","64.39999999999974","64.39999999999974","64.39999999999974"
"5008","-6.23","-6.23","-6.23"
"5315","16.45000000000003","16.45000000000003","16.45000000000003"
"5622","-16.590000000000067","-16.590000000000067","-16.590000000000067"
"5929","-8.130000000000015","-8.130000000000015","-8.130000000000015"
"6236","54.8600000000002","54.8600000000002","54.8600000000002"
"6543","2.3499999999999637","2.3499999999999637","2.3499999999999637"
"6850","32.89000000000019","32.89000000000019","32.89000000000019"
"7157","17.180000000000092","17.180000000000092","17.180000000000092"
"7267","11.519999999999998","11.519999999999998","11.519999999999998"
"7574","62.51000000000043","62.51000000000043","62.51000000000043"
"7881","13.00999999999997","13.00999999999997","13.00999999999997"
"8188","125.11","125.11","125.11"
"8495","36.44000000000012","36.44000000000012","36.44000000000012"
"8589","29.740000000000038","29.740000000000038","29.740000000000038"
"8896","72.21000000000026","72.21000000000026","72.21000000000026"
"9070","49.61000000000003","49.61000000000003","49.61000000000003"
