"Step","SimpleQMIX_everything_varying_blox_gamma0.995_lr0.001_hidden64_target10__20241215_125937 - blue_player2_reward","SimpleQMIX_everything_varying_blox_gamma0.995_lr0.001_hidden64_target10__20241215_125937 - blue_player2_reward__MIN","SimpleQMIX_everything_varying_blox_gamma0.995_lr0.001_hidden64_target10__20241215_125937 - blue_player2_reward__MAX"
"304","-7.450000000000006","-7.450000000000006","-7.450000000000006"
"611","5.450000000000004","5.450000000000004","5.450000000000004"
"918","9.030000000000003","9.030000000000003","9.030000000000003"
"1225","-17.489999999999988","-17.489999999999988","-17.489999999999988"
"1532","5.449999999999986","5.449999999999986","5.449999999999986"
"1839","3.5800000000000023","3.5800000000000023","3.5800000000000023"
"2146","3.459999999999991","3.459999999999991","3.459999999999991"
"2250","3.999999999999985","3.999999999999985","3.999999999999985"
"2557","-4.329999999999997","-4.329999999999997","-4.329999999999997"
"2864","-3.010000000000035","-3.010000000000035","-3.010000000000035"
"3171","-1.9600000000000013","-1.9600000000000013","-1.9600000000000013"
"3478","-1.4300000000000002","-1.4300000000000002","-1.4300000000000002"
"3785","7.370000000000002","7.370000000000002","7.370000000000002"
"4092","7.449999999999981","7.449999999999981","7.449999999999981"
"4399","-1.270000000000013","-1.270000000000013","-1.270000000000013"
"4706","8.669999999999991","8.669999999999991","8.669999999999991"
"5013","4.169999999999997","4.169999999999997","4.169999999999997"
"5320","4.389999999999997","4.389999999999997","4.389999999999997"
"5627","-8.680000000000025","-8.680000000000025","-8.680000000000025"
"5934","-10.050000000000017","-10.050000000000017","-10.050000000000017"
"6241","-6.1800000000000095","-6.1800000000000095","-6.1800000000000095"
"6548","-19.120000000000005","-19.120000000000005","-19.120000000000005"
"6855","-16.710000000000054","-16.710000000000054","-16.710000000000054"
"7162","-20.150000000000016","-20.150000000000016","-20.150000000000016"
"7469","-7.900000000000013","-7.900000000000013","-7.900000000000013"
"7575","-7.12","-7.12","-7.12"
"7882","-10.530000000000033","-10.530000000000033","-10.530000000000033"
"8189","-0.48000000000000825","-0.48000000000000825","-0.48000000000000825"
"8295","-9.03","-9.03","-9.03"
"8602","-4.91999999999999","-4.91999999999999","-4.91999999999999"
"8909","20.58","20.58","20.58"
"9009","2.37","2.37","2.37"
"9103","-9.34","-9.34","-9.34"
"9410","-13.400000000000023","-13.400000000000023","-13.400000000000023"
"9513","-9.64","-9.64","-9.64"
"9820","-12.420000000000009","-12.420000000000009","-12.420000000000009"
"10127","1.0799999999999996","1.0799999999999996","1.0799999999999996"
"10219","-8.540000000000003","-8.540000000000003","-8.540000000000003"
"10526","-3.8500000000000063","-3.8500000000000063","-3.8500000000000063"
"10833","-7.459999999999986","-7.459999999999986","-7.459999999999986"
"11140","11.81999999999999","11.81999999999999","11.81999999999999"
"11232","-7.6400000000000015","-7.6400000000000015","-7.6400000000000015"
"11539","-5.979999999999993","-5.979999999999993","-5.979999999999993"
"11846","-15.210000000000019","-15.210000000000019","-15.210000000000019"
"12153","-12.410000000000005","-12.410000000000005","-12.410000000000005"
"12267","-7.920000000000007","-7.920000000000007","-7.920000000000007"
"12574","-6.0800000000000045","-6.0800000000000045","-6.0800000000000045"
"12881","-5.4","-5.4","-5.4"
"13188","-10.359999999999978","-10.359999999999978","-10.359999999999978"
"13495","-8.12000000000002","-8.12000000000002","-8.12000000000002"
"13584","-7.850000000000001","-7.850000000000001","-7.850000000000001"
"13891","5.82999999999999","5.82999999999999","5.82999999999999"
"13989","-13.430000000000017","-13.430000000000017","-13.430000000000017"
"14296","-12.450000000000026","-12.450000000000026","-12.450000000000026"
"14603","-24.019999999999985","-24.019999999999985","-24.019999999999985"
"14910","-12.230000000000087","-12.230000000000087","-12.230000000000087"
"15002","-4.890000000000001","-4.890000000000001","-4.890000000000001"
"15309","-4.310000000000009","-4.310000000000009","-4.310000000000009"
"15616","-4.35000000000001","-4.35000000000001","-4.35000000000001"
"15923","-10.77000000000005","-10.77000000000005","-10.77000000000005"
"16230","-3.1500000000000044","-3.1500000000000044","-3.1500000000000044"
"16537","-13.600000000000044","-13.600000000000044","-13.600000000000044"
"16844","-5.079999999999994","-5.079999999999994","-5.079999999999994"
"17151","-23.539999999999985","-23.539999999999985","-23.539999999999985"
"17458","-19.770000000000017","-19.770000000000017","-19.770000000000017"
"17765","-7.430000000000014","-7.430000000000014","-7.430000000000014"
"18072","-9.130000000000024","-9.130000000000024","-9.130000000000024"
"18379","-13.090000000000023","-13.090000000000023","-13.090000000000023"
"18686","-5.1299999999999955","-5.1299999999999955","-5.1299999999999955"
"18777","-8.56","-8.56","-8.56"
"19084","-10.390000000000056","-10.390000000000056","-10.390000000000056"
"19391","-13.539999999999996","-13.539999999999996","-13.539999999999996"
"19698","-22.339999999999964","-22.339999999999964","-22.339999999999964"
"20005","-26.67999999999997","-26.67999999999997","-26.67999999999997"
"20312","-4.860000000000002","-4.860000000000002","-4.860000000000002"
"20619","-6.680000000000024","-6.680000000000024","-6.680000000000024"
"20926","-2.4299999999999873","-2.4299999999999873","-2.4299999999999873"
"21233","-5.670000000000016","-5.670000000000016","-5.670000000000016"
"21335","-8.139999999999997","-8.139999999999997","-8.139999999999997"
"21642","1.1099999999999957","1.1099999999999957","1.1099999999999957"
"21949","-29.069999999999965","-29.069999999999965","-29.069999999999965"
"22256","-5.490000000000001","-5.490000000000001","-5.490000000000001"
"22563","-11.70999999999998","-11.70999999999998","-11.70999999999998"
"22870","-6.630000000000007","-6.630000000000007","-6.630000000000007"
"23177","-12.080000000000013","-12.080000000000013","-12.080000000000013"
"23484","-12.970000000000026","-12.970000000000026","-12.970000000000026"
"23791","-11.900000000000057","-11.900000000000057","-11.900000000000057"
"24098","-11.680000000000021","-11.680000000000021","-11.680000000000021"
"24405","-10.470000000000049","-10.470000000000049","-10.470000000000049"
"24712","-5.870000000000008","-5.870000000000008","-5.870000000000008"
"25019","-11.810000000000016","-11.810000000000016","-11.810000000000016"
"25326","-12.02000000000003","-12.02000000000003","-12.02000000000003"
"25633","-18.790000000000052","-18.790000000000052","-18.790000000000052"
"25940","-2.689999999999997","-2.689999999999997","-2.689999999999997"
"26247","-5.909999999999989","-5.909999999999989","-5.909999999999989"
"26554","-12.759999999999996","-12.759999999999996","-12.759999999999996"
"26861","-8.840000000000002","-8.840000000000002","-8.840000000000002"
"27168","-4.619999999999991","-4.619999999999991","-4.619999999999991"
"27475","-15.320000000000068","-15.320000000000068","-15.320000000000068"
"27782","-5.549999999999978","-5.549999999999978","-5.549999999999978"
