"Step","SimpleQMIX_everything_later_blox_gamma0.995_lr0.001_hidden64_target10__20241215_123210 - blue_player1_reward","SimpleQMIX_everything_later_blox_gamma0.995_lr0.001_hidden64_target10__20241215_123210 - blue_player1_reward__MIN","SimpleQMIX_everything_later_blox_gamma0.995_lr0.001_hidden64_target10__20241215_123210 - blue_player1_reward__MAX"
"302","-6.429999999999995","-6.429999999999995","-6.429999999999995"
"608","-13.210000000000008","-13.210000000000008","-13.210000000000008"
"914","-6.070000000000004","-6.070000000000004","-6.070000000000004"
"1220","2.0100000000000002","2.0100000000000002","2.0100000000000002"
"1526","1.5499999999999994","1.5499999999999994","1.5499999999999994"
"1832","4.639999999999989","4.639999999999989","4.639999999999989"
"2138","17.619999999999997","17.619999999999997","17.619999999999997"
"2444","-0.5100000000000131","-0.5100000000000131","-0.5100000000000131"
"2750","-0.22000000000000233","-0.22000000000000233","-0.22000000000000233"
"3056","-18.74000000000003","-18.74000000000003","-18.74000000000003"
"3362","14.129999999999994","14.129999999999994","14.129999999999994"
"3668","16.0200000000001","16.0200000000001","16.0200000000001"
"3974","49.05000000000003","49.05000000000003","49.05000000000003"
"4280","-2.2200000000000015","-2.2200000000000015","-2.2200000000000015"
"4586","1.240000000000001","1.240000000000001","1.240000000000001"
"4892","-8.220000000000043","-8.220000000000043","-8.220000000000043"
"5198","-8.690000000000003","-8.690000000000003","-8.690000000000003"
"5504","18.270000000000046","18.270000000000046","18.270000000000046"
"5810","-1.330000000000006","-1.330000000000006","-1.330000000000006"
"6116","-2.8800000000000003","-2.8800000000000003","-2.8800000000000003"
"6422","-3.0100000000000096","-3.0100000000000096","-3.0100000000000096"
"6728","-3.1000000000000134","-3.1000000000000134","-3.1000000000000134"
"7034","8.899999999999972","8.899999999999972","8.899999999999972"
"7340","-16.690000000000065","-16.690000000000065","-16.690000000000065"
"7646","-10.180000000000017","-10.180000000000017","-10.180000000000017"
"7952","-4.219999999999983","-4.219999999999983","-4.219999999999983"
"8258","-19.730000000000008","-19.730000000000008","-19.730000000000008"
"8564","-2.8100000000000054","-2.8100000000000054","-2.8100000000000054"
"8870","0.3799999999999927","0.3799999999999927","0.3799999999999927"
"9176","-3.6100000000000074","-3.6100000000000074","-3.6100000000000074"
"9482","-3.3400000000000123","-3.3400000000000123","-3.3400000000000123"
"9788","1.0899999999999936","1.0899999999999936","1.0899999999999936"
"10094","-17.430000000000003","-17.430000000000003","-17.430000000000003"
"10400","4.329999999999999","4.329999999999999","4.329999999999999"
"10706","0.1599999999999631","0.1599999999999631","0.1599999999999631"
"11012","-2.620000000000002","-2.620000000000002","-2.620000000000002"
"11318","-10.500000000000007","-10.500000000000007","-10.500000000000007"
"11624","-4.160000000000009","-4.160000000000009","-4.160000000000009"
"11930","-8.879999999999978","-8.879999999999978","-8.879999999999978"
"12236","-22.65","-22.65","-22.65"
"12542","-13.280000000000044","-13.280000000000044","-13.280000000000044"
"12848","-7.850000000000057","-7.850000000000057","-7.850000000000057"
"13154","-7.090000000000002","-7.090000000000002","-7.090000000000002"
"13460","-3.3299999999999907","-3.3299999999999907","-3.3299999999999907"
"13766","-0.34999999999999476","-0.34999999999999476","-0.34999999999999476"
"14072","0.589999999999997","0.589999999999997","0.589999999999997"
"14378","6.54","6.54","6.54"
