"Step","SimpleQMIX_everything_later_blox_gamma0.995_lr0.0001_hidden64_target20__20241215_145716 - blue_player2_reward","SimpleQMIX_everything_later_blox_gamma0.995_lr0.0001_hidden64_target20__20241215_145716 - blue_player2_reward__MIN","SimpleQMIX_everything_later_blox_gamma0.995_lr0.0001_hidden64_target20__20241215_145716 - blue_player2_reward__MAX"
"27231","-17.01999999999989","-17.01999999999989","-17.01999999999989"
"27537","5.239999999999995","5.239999999999995","5.239999999999995"
"27843","-29.679999999999936","-29.679999999999936","-29.679999999999936"
"28149","-9.860000000000053","-9.860000000000053","-9.860000000000053"
"28455","-16.19000000000007","-16.19000000000007","-16.19000000000007"
"28761","-20.070000000000014","-20.070000000000014","-20.070000000000014"
"29067","-20.02","-20.02","-20.02"
"29373","-24.48","-24.48","-24.48"
"29679","-15.870000000000056","-15.870000000000056","-15.870000000000056"
"29985","-14.110000000000047","-14.110000000000047","-14.110000000000047"
"30291","-7.809999999999999","-7.809999999999999","-7.809999999999999"
"30597","19.24000000000003","19.24000000000003","19.24000000000003"
