"Step","SimpleQMIX_everything_later_blox_gamma0.995_lr0.0001_hidden64_target20__20241215_145716 - blue_player1_reward","SimpleQMIX_everything_later_blox_gamma0.995_lr0.0001_hidden64_target20__20241215_145716 - blue_player1_reward__MIN","SimpleQMIX_everything_later_blox_gamma0.995_lr0.0001_hidden64_target20__20241215_145716 - blue_player1_reward__MAX"
"302","22.66000000000009","22.66000000000009","22.66000000000009"
"608","9.539999999999978","9.539999999999978","9.539999999999978"
"914","26.95000000000021","26.95000000000021","26.95000000000021"
"1220","16.45999999999999","16.45999999999999","16.45999999999999"
"1526","25.600000000000108","25.600000000000108","25.600000000000108"
"1832","18.37000000000002","18.37000000000002","18.37000000000002"
"2138","21.870000000000047","21.870000000000047","21.870000000000047"
"2444","27.120000000000157","27.120000000000157","27.120000000000157"
"2750","16.839999999999968","16.839999999999968","16.839999999999968"
"3056","54.13000000000023","54.13000000000023","54.13000000000023"
"3362","23.700000000000177","23.700000000000177","23.700000000000177"
"3668","24.400000000000155","24.400000000000155","24.400000000000155"
"3974","25.200000000000173","25.200000000000173","25.200000000000173"
"4280","29.780000000000058","29.780000000000058","29.780000000000058"
"4586","27.5100000000001","27.5100000000001","27.5100000000001"
"4892","13.449999999999953","13.449999999999953","13.449999999999953"
"5198","10.509999999999955","10.509999999999955","10.509999999999955"
"5504","6.170000000000011","6.170000000000011","6.170000000000011"
"5810","17.3700000000001","17.3700000000001","17.3700000000001"
"6116","7.64000000000001","7.64000000000001","7.64000000000001"
"6422","36.570000000000036","36.570000000000036","36.570000000000036"
"6728","9.199999999999978","9.199999999999978","9.199999999999978"
"7034","13.779999999999978","13.779999999999978","13.779999999999978"
"7340","22.400000000000098","22.400000000000098","22.400000000000098"
"7646","23.380000000000027","23.380000000000027","23.380000000000027"
"7952","10.209999999999955","10.209999999999955","10.209999999999955"
"8258","17.280000000000005","17.280000000000005","17.280000000000005"
"8564","9.669999999999977","9.669999999999977","9.669999999999977"
"8870","6.530000000000009","6.530000000000009","6.530000000000009"
"9176","8.110000000000017","8.110000000000017","8.110000000000017"
"9482","4.299999999999973","4.299999999999973","4.299999999999973"
"9788","7.270000000000006","7.270000000000006","7.270000000000006"
"10094","12.229999999999954","12.229999999999954","12.229999999999954"
"10400","77.00999999999999","77.00999999999999","77.00999999999999"
"10706","1.6699999999999926","1.6699999999999926","1.6699999999999926"
"11012","15.269999999999966","15.269999999999966","15.269999999999966"
"11318","10.469999999999947","10.469999999999947","10.469999999999947"
"11624","10.1","10.1","10.1"
"11930","-1.5700000000000234","-1.5700000000000234","-1.5700000000000234"
"12236","-4.529999999999983","-4.529999999999983","-4.529999999999983"
"12542","12.28999999999996","12.28999999999996","12.28999999999996"
"12848","13.349999999999962","13.349999999999962","13.349999999999962"
"13154","-5.610000000000026","-5.610000000000026","-5.610000000000026"
"13460","-17.890000000000036","-17.890000000000036","-17.890000000000036"
"13766","-4.150000000000033","-4.150000000000033","-4.150000000000033"
"14072","7.029999999999983","7.029999999999983","7.029999999999983"
"14378","-15.970000000000036","-15.970000000000036","-15.970000000000036"
"14684","14.479999999999947","14.479999999999947","14.479999999999947"
"14990","62.970000000000155","62.970000000000155","62.970000000000155"
"15296","2.2999999999999985","2.2999999999999985","2.2999999999999985"
"15602","-18.030000000000058","-18.030000000000058","-18.030000000000058"
"15908","-4.5800000000000205","-4.5800000000000205","-4.5800000000000205"
"16214","-21.020000000000014","-21.020000000000014","-21.020000000000014"
"16520","-0.5399999999999969","-0.5399999999999969","-0.5399999999999969"
"16826","-17.06000000000003","-17.06000000000003","-17.06000000000003"
"17132","-20.68000000000005","-20.68000000000005","-20.68000000000005"
"17438","61.71000000000021","61.71000000000021","61.71000000000021"
"17744","-17.350000000000037","-17.350000000000037","-17.350000000000037"
