"Step","SimpleQMIX_everything_random_blox_gamma0.995_lr0.0001_hidden64_target20__20241215_135808 - blue_player2_reward","SimpleQMIX_everything_random_blox_gamma0.995_lr0.0001_hidden64_target20__20241215_135808 - blue_player2_reward__MIN","SimpleQMIX_everything_random_blox_gamma0.995_lr0.0001_hidden64_target20__20241215_135808 - blue_player2_reward__MAX"
"272","17.48","17.48","17.48"
"578","6.479999999999996","6.479999999999996","6.479999999999996"
"884","15.779999999999948","15.779999999999948","15.779999999999948"
"1190","-8.869999999999997","-8.869999999999997","-8.869999999999997"
"1496","-15.420000000000028","-15.420000000000028","-15.420000000000028"
"1802","-2.4200000000000106","-2.4200000000000106","-2.4200000000000106"
"2108","-4.440000000000001","-4.440000000000001","-4.440000000000001"
"2414","6.520000000000006","6.520000000000006","6.520000000000006"
"2720","2.5599999999999947","2.5599999999999947","2.5599999999999947"
"3026","22.050000000000065","22.050000000000065","22.050000000000065"
"3332","4.459999999999997","4.459999999999997","4.459999999999997"
"3638","-0.6399999999999979","-0.6399999999999979","-0.6399999999999979"
"3944","6.559999999999999","6.559999999999999","6.559999999999999"
"4250","-9.490000000000022","-9.490000000000022","-9.490000000000022"
"4556","10.419999999999959","10.419999999999959","10.419999999999959"
"4862","-11.090000000000016","-11.090000000000016","-11.090000000000016"
"5168","-2.649999999999992","-2.649999999999992","-2.649999999999992"
"5474","0.2199999999999981","0.2199999999999981","0.2199999999999981"
"5780","4.1299999999999875","4.1299999999999875","4.1299999999999875"
"6086","-13.460000000000035","-13.460000000000035","-13.460000000000035"
"6392","-13.490000000000032","-13.490000000000032","-13.490000000000032"
"6698","-8.780000000000042","-8.780000000000042","-8.780000000000042"
"7004","-1.3400000000000098","-1.3400000000000098","-1.3400000000000098"
"7310","28.590000000000035","28.590000000000035","28.590000000000035"
"7616","-1.9600000000000033","-1.9600000000000033","-1.9600000000000033"
"7922","3.639999999999991","3.639999999999991","3.639999999999991"
"8228","8.649999999999977","8.649999999999977","8.649999999999977"
"8534","-9.54","-9.54","-9.54"
"8840","34.12000000000007","34.12000000000007","34.12000000000007"
"9146","-16.850000000000005","-16.850000000000005","-16.850000000000005"
"9452","19.180000000000103","19.180000000000103","19.180000000000103"
"9758","8.360000000000003","8.360000000000003","8.360000000000003"
"10064","-10.650000000000027","-10.650000000000027","-10.650000000000027"
"10370","1.819999999999991","1.819999999999991","1.819999999999991"
"10676","3.6199999999999863","3.6199999999999863","3.6199999999999863"
"10982","4.439999999999997","4.439999999999997","4.439999999999997"
"11288","5.009999999999988","5.009999999999988","5.009999999999988"
"11594","-9.880000000000033","-9.880000000000033","-9.880000000000033"
"11900","-11.580000000000044","-11.580000000000044","-11.580000000000044"
"12206","-8.790000000000015","-8.790000000000015","-8.790000000000015"
"12512","2.87999999999999","2.87999999999999","2.87999999999999"
"12818","-14.460000000000054","-14.460000000000054","-14.460000000000054"
"13124","-17.51000000000006","-17.51000000000006","-17.51000000000006"
"13430","-16.74000000000007","-16.74000000000007","-16.74000000000007"
"13736","-16.27000000000006","-16.27000000000006","-16.27000000000006"
"14042","3.420000000000011","3.420000000000011","3.420000000000011"
"14348","-9.450000000000044","-9.450000000000044","-9.450000000000044"
"14654","-6.979999999999995","-6.979999999999995","-6.979999999999995"
"14960","-14.550000000000004","-14.550000000000004","-14.550000000000004"
"15266","8.619999999999976","8.619999999999976","8.619999999999976"
"15572","1.7900000000000018","1.7900000000000018","1.7900000000000018"
"15878","6.8199999999999985","6.8199999999999985","6.8199999999999985"
"16184","-7.2999999999999945","-7.2999999999999945","-7.2999999999999945"
"16490","8.909999999999988","8.909999999999988","8.909999999999988"
"16796","-6.88","-6.88","-6.88"
