"Step","SimpleQMIX_everything_varying_blox_gamma0.995_lr0.0001_hidden64_target20__20241215_152817 - blue_player2_reward","SimpleQMIX_everything_varying_blox_gamma0.995_lr0.0001_hidden64_target20__20241215_152817 - blue_player2_reward__MIN","SimpleQMIX_everything_varying_blox_gamma0.995_lr0.0001_hidden64_target20__20241215_152817 - blue_player2_reward__MAX"
"304","-14.910000000000053","-14.910000000000053","-14.910000000000053"
"611","-19.430000000000046","-19.430000000000046","-19.430000000000046"
"918","-11.830000000000025","-11.830000000000025","-11.830000000000025"
"1225","-19.419999999999984","-19.419999999999984","-19.419999999999984"
"1532","-15.000000000000082","-15.000000000000082","-15.000000000000082"
"1839","-9.370000000000024","-9.370000000000024","-9.370000000000024"
"2146","-7.809999999999999","-7.809999999999999","-7.809999999999999"
"2453","-7.899999999999976","-7.899999999999976","-7.899999999999976"
"2760","-10.230000000000027","-10.230000000000027","-10.230000000000027"
"3067","-23.910000000000014","-23.910000000000014","-23.910000000000014"
"3374","-16.79000000000005","-16.79000000000005","-16.79000000000005"
"3681","-14.15000000000005","-14.15000000000005","-14.15000000000005"
"3988","-14.02000000000004","-14.02000000000004","-14.02000000000004"
"4295","-14.890000000000054","-14.890000000000054","-14.890000000000054"
"4602","-15.760000000000073","-15.760000000000073","-15.760000000000073"
"4909","-14.840000000000037","-14.840000000000037","-14.840000000000037"
"5216","-12.750000000000059","-12.750000000000059","-12.750000000000059"
"5523","-12.140000000000038","-12.140000000000038","-12.140000000000038"
"5830","-26.849999999999973","-26.849999999999973","-26.849999999999973"
"6137","-18.160000000000004","-18.160000000000004","-18.160000000000004"
"6444","-8.180000000000003","-8.180000000000003","-8.180000000000003"
"6751","-8.809999999999986","-8.809999999999986","-8.809999999999986"
"7058","-6.459999999999982","-6.459999999999982","-6.459999999999982"
"7365","-12.240000000000014","-12.240000000000014","-12.240000000000014"
"7672","-17.100000000000033","-17.100000000000033","-17.100000000000033"
"7979","-19.86000000000003","-19.86000000000003","-19.86000000000003"
"8286","-23.88000000000007","-23.88000000000007","-23.88000000000007"
"8593","-17.350000000000044","-17.350000000000044","-17.350000000000044"
"8900","-10.769999999999992","-10.769999999999992","-10.769999999999992"
"9207","-12.250000000000034","-12.250000000000034","-12.250000000000034"
"9334","-11.91","-11.91","-11.91"
"9641","-14.610000000000067","-14.610000000000067","-14.610000000000067"
"9775","-14.320000000000004","-14.320000000000004","-14.320000000000004"
"9930","-11.299999999999995","-11.299999999999995","-11.299999999999995"
"10237","-9.380000000000054","-9.380000000000054","-9.380000000000054"
"10544","-14.060000000000038","-14.060000000000038","-14.060000000000038"
"10851","-14.32000000000005","-14.32000000000005","-14.32000000000005"
