"Step","SimpleQMIX_everything_varying_blox_gamma0.95_lr0.0001_hidden128_target20__20241215_124321 - blue_player2_reward","SimpleQMIX_everything_varying_blox_gamma0.95_lr0.0001_hidden128_target20__20241215_124321 - blue_player2_reward__MIN","SimpleQMIX_everything_varying_blox_gamma0.95_lr0.0001_hidden128_target20__20241215_124321 - blue_player2_reward__MAX"
"304","31.629999999999953","31.629999999999953","31.629999999999953"
"611","53.6400000000001","53.6400000000001","53.6400000000001"
"918","34.73000000000009","34.73000000000009","34.73000000000009"
"1225","57.34000000000008","57.34000000000008","57.34000000000008"
"1532","25.050000000000065","25.050000000000065","25.050000000000065"
"1839","-3.6499999999999937","-3.6499999999999937","-3.6499999999999937"
"2146","13.86000000000004","13.86000000000004","13.86000000000004"
"2453","39.42000000000025","39.42000000000025","39.42000000000025"
"2760","-3.1400000000000086","-3.1400000000000086","-3.1400000000000086"
"3067","9.700000000000026","9.700000000000026","9.700000000000026"
"3374","9.109999999999994","9.109999999999994","9.109999999999994"
"3681","1.259999999999998","1.259999999999998","1.259999999999998"
"3988","21.790000000000024","21.790000000000024","21.790000000000024"
"4295","51.030000000000356","51.030000000000356","51.030000000000356"
"4384","-5.25","-5.25","-5.25"
"4691","9.229999999999961","9.229999999999961","9.229999999999961"
"4998","12.969999999999917","12.969999999999917","12.969999999999917"
"5305","2.0100000000000016","2.0100000000000016","2.0100000000000016"
"5612","11.679999999999971","11.679999999999971","11.679999999999971"
"5919","-7.839999999999982","-7.839999999999982","-7.839999999999982"
"6138","4.939999999999971","4.939999999999971","4.939999999999971"
"6445","8.729999999999983","8.729999999999983","8.729999999999983"
"6752","33.75000000000005","33.75000000000005","33.75000000000005"
"6923","11.830000000000002","11.830000000000002","11.830000000000002"
"7230","21.820000000000103","21.820000000000103","21.820000000000103"
"7334","-3.6799999999999997","-3.6799999999999997","-3.6799999999999997"
"7641","1.9400000000000006","1.9400000000000006","1.9400000000000006"
"7948","47.500000000000206","47.500000000000206","47.500000000000206"
"8255","49.54000000000032","49.54000000000032","49.54000000000032"
"8562","1.9100000000000008","1.9100000000000008","1.9100000000000008"
"8869","23.76000000000003","23.76000000000003","23.76000000000003"
"9176","11.919999999999954","11.919999999999954","11.919999999999954"
"9276","2.7899999999999974","2.7899999999999974","2.7899999999999974"
"9583","27.210000000000104","27.210000000000104","27.210000000000104"
"9890","5.779999999999952","5.779999999999952","5.779999999999952"
"10017","-5.2500000000000036","-5.2500000000000036","-5.2500000000000036"
"10324","65.12000000000003","65.12000000000003","65.12000000000003"
"10631","-0.2999999999999996","-0.2999999999999996","-0.2999999999999996"
"10748","9.069999999999993","9.069999999999993","9.069999999999993"
"11055","14.250000000000123","14.250000000000123","14.250000000000123"
"11347","-11.25","-11.25","-11.25"
"11654","28.75000000000008","28.75000000000008","28.75000000000008"
"11961","16.370000000000086","16.370000000000086","16.370000000000086"
"12268","11.96999999999999","11.96999999999999","11.96999999999999"
"12439","5.58999999999998","5.58999999999998","5.58999999999998"
"12746","11.870000000000006","11.870000000000006","11.870000000000006"
"12851","0.17000000000000703","0.17000000000000703","0.17000000000000703"
"13158","1.4200000000000004","1.4200000000000004","1.4200000000000004"
"13260","15.550000000000033","15.550000000000033","15.550000000000033"
"13346","-6.4","-6.4","-6.4"
"13653","27.73000000000011","27.73000000000011","27.73000000000011"
"13960","5.420000000000016","5.420000000000016","5.420000000000016"
"14267","-14.849999999999996","-14.849999999999996","-14.849999999999996"
"14574","14.019999999999975","14.019999999999975","14.019999999999975"
"14881","-17.37000000000004","-17.37000000000004","-17.37000000000004"
"15188","28.280000000000108","28.280000000000108","28.280000000000108"
"15495","6.359999999999972","6.359999999999972","6.359999999999972"
"15802","2.139999999999995","2.139999999999995","2.139999999999995"
"16109","9.35999999999996","9.35999999999996","9.35999999999996"
"16416","9.219999999999997","9.219999999999997","9.219999999999997"
"16723","11.549999999999935","11.549999999999935","11.549999999999935"
"17030","13.859999999999992","13.859999999999992","13.859999999999992"
"17337","12.809999999999967","12.809999999999967","12.809999999999967"
"17644","7.789999999999998","7.789999999999998","7.789999999999998"
"17951","4.189999999999979","4.189999999999979","4.189999999999979"
"18258","9.340000000000018","9.340000000000018","9.340000000000018"
"18418","4.850000000000019","4.850000000000019","4.850000000000019"
"18725","15.599999999999897","15.599999999999897","15.599999999999897"
"19032","13.670000000000014","13.670000000000014","13.670000000000014"
"19339","9.120000000000033","9.120000000000033","9.120000000000033"
"19445","-5.159999999999999","-5.159999999999999","-5.159999999999999"
"19537","6.17","6.17","6.17"
"19844","16.029999999999905","16.029999999999905","16.029999999999905"
"19930","6.33","6.33","6.33"
"20036","-5.32","-5.32","-5.32"
"20343","10.160000000000005","10.160000000000005","10.160000000000005"
"20449","4.550000000000009","4.550000000000009","4.550000000000009"
"20540","2.869999999999985","2.869999999999985","2.869999999999985"
"20847","32.19000000000015","32.19000000000015","32.19000000000015"
"21154","4.349999999999996","4.349999999999996","4.349999999999996"
"21300","2.449999999999962","2.449999999999962","2.449999999999962"
"21607","2.059999999999985","2.059999999999985","2.059999999999985"
"21914","7.030000000000025","7.030000000000025","7.030000000000025"
"22221","3.659999999999981","3.659999999999981","3.659999999999981"
"22528","4.899999999999959","4.899999999999959","4.899999999999959"
"22650","0.7199999999999953","0.7199999999999953","0.7199999999999953"
"22957","8.909999999999986","8.909999999999986","8.909999999999986"
"23055","-8.54","-8.54","-8.54"
"23149","0.7999999999999927","0.7999999999999927","0.7999999999999927"
"23456","10.45000000000002","10.45000000000002","10.45000000000002"
"23763","-6.680000000000007","-6.680000000000007","-6.680000000000007"
"24070","12.499999999999927","12.499999999999927","12.499999999999927"
"24377","13.53999999999994","13.53999999999994","13.53999999999994"
"24684","8.379999999999974","8.379999999999974","8.379999999999974"
"24991","4.47999999999999","4.47999999999999","4.47999999999999"
"25298","13.339999999999973","13.339999999999973","13.339999999999973"
"25605","15.70999999999991","15.70999999999991","15.70999999999991"
"25697","-4.47","-4.47","-4.47"
"26004","12.679999999999948","12.679999999999948","12.679999999999948"
"26311","11.280000000000001","11.280000000000001","11.280000000000001"
