"Step","SimpleQMIX_everything_varying_blox_gamma0.95_lr0.0001_hidden128_target20__20241215_124321 - blue_player1_reward","SimpleQMIX_everything_varying_blox_gamma0.95_lr0.0001_hidden128_target20__20241215_124321 - blue_player1_reward__MIN","SimpleQMIX_everything_varying_blox_gamma0.95_lr0.0001_hidden128_target20__20241215_124321 - blue_player1_reward__MAX"
"303","54.52000000000029","54.52000000000029","54.52000000000029"
"610","58.980000000000395","58.980000000000395","58.980000000000395"
"917","19.15999999999998","19.15999999999998","19.15999999999998"
"1224","63.110000000000326","63.110000000000326","63.110000000000326"
"1531","25.450000000000035","25.450000000000035","25.450000000000035"
"1838","53.260000000000275","53.260000000000275","53.260000000000275"
"2145","45.330000000000574","45.330000000000574","45.330000000000574"
"2452","47.870000000000424","47.870000000000424","47.870000000000424"
"2759","37.19000000000033","37.19000000000033","37.19000000000033"
"3066","49.61000000000039","49.61000000000039","49.61000000000039"
"3373","49.20000000000022","49.20000000000022","49.20000000000022"
"3680","48.17000000000055","48.17000000000055","48.17000000000055"
"3987","51.56000000000017","51.56000000000017","51.56000000000017"
"4294","59.160000000000544","59.160000000000544","59.160000000000544"
"4383","5.169999999999998","5.169999999999998","5.169999999999998"
"4690","39.65000000000032","39.65000000000032","39.65000000000032"
"4997","34.90000000000019","34.90000000000019","34.90000000000019"
"5304","10.229999999999965","10.229999999999965","10.229999999999965"
"5611","24.90000000000005","24.90000000000005","24.90000000000005"
"5918","71.37999999999991","71.37999999999991","71.37999999999991"
"6137","30.350000000000286","30.350000000000286","30.350000000000286"
"6444","44.1700000000003","44.1700000000003","44.1700000000003"
"6751","48.90000000000056","48.90000000000056","48.90000000000056"
"6922","13.149999999999974","13.149999999999974","13.149999999999974"
"7229","43.98000000000054","43.98000000000054","43.98000000000054"
"7333","6.90000000000001","6.90000000000001","6.90000000000001"
"7640","19.81000000000009","19.81000000000009","19.81000000000009"
"7947","53.84000000000034","53.84000000000034","53.84000000000034"
"8254","36.09000000000019","36.09000000000019","36.09000000000019"
"8561","12.969999999999906","12.969999999999906","12.969999999999906"
"8868","49.41000000000019","49.41000000000019","49.41000000000019"
"9175","54.40000000000034","54.40000000000034","54.40000000000034"
"9275","-5.27","-5.27","-5.27"
"9582","50.530000000000285","50.530000000000285","50.530000000000285"
"9889","52.8900000000003","52.8900000000003","52.8900000000003"
"10016","34.82000000000001","34.82000000000001","34.82000000000001"
"10323","26.149999999999945","26.149999999999945","26.149999999999945"
"10630","46.12000000000046","46.12000000000046","46.12000000000046"
"10747","30.4900000000001","30.4900000000001","30.4900000000001"
"11054","45.97000000000041","45.97000000000041","45.97000000000041"
"11346","41.53","41.53","41.53"
"11653","39.65000000000054","39.65000000000054","39.65000000000054"
"11960","52.74000000000041","52.74000000000041","52.74000000000041"
"12267","52.550000000000466","52.550000000000466","52.550000000000466"
"12438","22.330000000000027","22.330000000000027","22.330000000000027"
"12745","53.40000000000033","53.40000000000033","53.40000000000033"
"12850","9.679999999999975","9.679999999999975","9.679999999999975"
"13157","47.93000000000032","47.93000000000032","47.93000000000032"
"13259","14.929999999999978","14.929999999999978","14.929999999999978"
"13345","-3.76","-3.76","-3.76"
"13652","48.25000000000049","48.25000000000049","48.25000000000049"
"13959","51.92000000000016","51.92000000000016","51.92000000000016"
"14266","43.42000000000034","43.42000000000034","43.42000000000034"
"14573","47.49000000000011","47.49000000000011","47.49000000000011"
"14880","28.43000000000002","28.43000000000002","28.43000000000002"
"15187","52.79000000000038","52.79000000000038","52.79000000000038"
