"Step","SimpleQMIX_CNN_random_blox_later_exploration__20241212_162015 - blue_player1_reward","SimpleQMIX_CNN_random_blox_later_exploration__20241212_162015 - blue_player1_reward__MIN","SimpleQMIX_CNN_random_blox_later_exploration__20241212_162015 - blue_player1_reward__MAX"
"302","4.339999999999984","4.339999999999984","4.339999999999984"
"608","3.7699999999999854","3.7699999999999854","3.7699999999999854"
"914","3.779999999999989","3.779999999999989","3.779999999999989"
"1220","5.3999999999999835","5.3999999999999835","5.3999999999999835"
"1526","3.4099999999999913","3.4099999999999913","3.4099999999999913"
"1832","4.209999999999987","4.209999999999987","4.209999999999987"
"2138","5.1099999999999834","5.1099999999999834","5.1099999999999834"
"2444","3.769999999999988","3.769999999999988","3.769999999999988"
"2750","4.329999999999987","4.329999999999987","4.329999999999987"
"3056","3.5999999999999863","3.5999999999999863","3.5999999999999863"
"3362","9.629999999999978","9.629999999999978","9.629999999999978"
"3668","4.559999999999985","4.559999999999985","4.559999999999985"
"3974","4.07999999999999","4.07999999999999","4.07999999999999"
"4280","3.5299999999999896","3.5299999999999896","3.5299999999999896"
"4586","11.189999999999953","11.189999999999953","11.189999999999953"
"4892","6.229999999999975","6.229999999999975","6.229999999999975"
"5198","4.8399999999999705","4.8399999999999705","4.8399999999999705"
"5504","3.6099999999999897","3.6099999999999897","3.6099999999999897"
"5810","8.76999999999998","8.76999999999998","8.76999999999998"
"6116","3.7099999999999893","3.7099999999999893","3.7099999999999893"
"6422","4.039999999999995","4.039999999999995","4.039999999999995"
"6728","3.889999999999986","3.889999999999986","3.889999999999986"
"7034","3.92999999999999","3.92999999999999","3.92999999999999"
"7340","4.379999999999982","4.379999999999982","4.379999999999982"
"7646","3.9299999999999886","3.9299999999999886","3.9299999999999886"
"7952","6.449999999999978","6.449999999999978","6.449999999999978"
"8258","4.00999999999999","4.00999999999999","4.00999999999999"
"8564","3.759999999999991","3.759999999999991","3.759999999999991"
"8870","3.939999999999988","3.939999999999988","3.939999999999988"
"9176","3.8399999999999896","3.8399999999999896","3.8399999999999896"
"9482","3.869999999999986","3.869999999999986","3.869999999999986"
"9788","3.9499999999999895","3.9499999999999895","3.9499999999999895"
"10094","5.499999999999965","5.499999999999965","5.499999999999965"
"10400","7.749999999999988","7.749999999999988","7.749999999999988"
"10706","3.9499999999999877","3.9499999999999877","3.9499999999999877"
"11012","3.959999999999985","3.959999999999985","3.959999999999985"
"11318","4.089999999999988","4.089999999999988","4.089999999999988"
"11624","4.359999999999985","4.359999999999985","4.359999999999985"
"11930","3.839999999999987","3.839999999999987","3.839999999999987"
"12236","9.799999999999955","9.799999999999955","9.799999999999955"
"12542","3.739999999999989","3.739999999999989","3.739999999999989"
"12848","4.529999999999981","4.529999999999981","4.529999999999981"
"13154","5.019999999999979","5.019999999999979","5.019999999999979"
"13460","4.519999999999984","4.519999999999984","4.519999999999984"
"13766","7.1999999999999496","7.1999999999999496","7.1999999999999496"
"14072","4.459999999999984","4.459999999999984","4.459999999999984"
"14378","4.45999999999998","4.45999999999998","4.45999999999998"
"14684","4.429999999999983","4.429999999999983","4.429999999999983"
"14990","4.4499999999999815","4.4499999999999815","4.4499999999999815"
"15296","4.229999999999986","4.229999999999986","4.229999999999986"
"15602","4.109999999999989","4.109999999999989","4.109999999999989"
"15908","4.949999999999985","4.949999999999985","4.949999999999985"
"16214","4.209999999999986","4.209999999999986","4.209999999999986"
"16520","4.07999999999999","4.07999999999999","4.07999999999999"
"16826","4.139999999999986","4.139999999999986","4.139999999999986"
"17132","4.029999999999988","4.029999999999988","4.029999999999988"
"17438","4.279999999999983","4.279999999999983","4.279999999999983"
"17744","4.109999999999986","4.109999999999986","4.109999999999986"
"18050","4.029999999999985","4.029999999999985","4.029999999999985"
"18356","5.149999999999987","5.149999999999987","5.149999999999987"
"18662","4.509999999999982","4.509999999999982","4.509999999999982"
"18968","7.869999999999948","7.869999999999948","7.869999999999948"
"19274","4.50999999999998","4.50999999999998","4.50999999999998"
"19580","4.629999999999977","4.629999999999977","4.629999999999977"
"19886","7.65999999999996","7.65999999999996","7.65999999999996"
"20192","4.619999999999977","4.619999999999977","4.619999999999977"
"20498","4.689999999999981","4.689999999999981","4.689999999999981"
"20804","5.579999999999961","5.579999999999961","5.579999999999961"
"21110","4.199999999999985","4.199999999999985","4.199999999999985"
"21416","4.019999999999985","4.019999999999985","4.019999999999985"
"21722","7.53999999999998","7.53999999999998","7.53999999999998"
"22028","8.699999999999983","8.699999999999983","8.699999999999983"
"22334","5.139999999999975","5.139999999999975","5.139999999999975"
"22640","8.509999999999948","8.509999999999948","8.509999999999948"
"22946","8.549999999999965","8.549999999999965","8.549999999999965"
"23252","8.879999999999967","8.879999999999967","8.879999999999967"
"23558","4.699999999999976","4.699999999999976","4.699999999999976"
"23864","4.459999999999984","4.459999999999984","4.459999999999984"
"24170","4.219999999999981","4.219999999999981","4.219999999999981"
"24476","4.029999999999984","4.029999999999984","4.029999999999984"
"24782","3.469999999999994","3.469999999999994","3.469999999999994"
"25088","4.979999999999976","4.979999999999976","4.979999999999976"
"25394","4.39999999999998","4.39999999999998","4.39999999999998"
"25700","4.369999999999985","4.369999999999985","4.369999999999985"
"26006","9.349999999999966","9.349999999999966","9.349999999999966"
"26312","4.639999999999978","4.639999999999978","4.639999999999978"
"26618","4.209999999999985","4.209999999999985","4.209999999999985"
"26924","8.599999999999964","8.599999999999964","8.599999999999964"
"27230","5.5799999999999725","5.5799999999999725","5.5799999999999725"
"27536","4.669999999999981","4.669999999999981","4.669999999999981"
"27842","5.539999999999959","5.539999999999959","5.539999999999959"
"28148","16.550000000000008","16.550000000000008","16.550000000000008"
"28454","4.03999999999999","4.03999999999999","4.03999999999999"
"28760","4.419999999999982","4.419999999999982","4.419999999999982"
"29066","4.309999999999985","4.309999999999985","4.309999999999985"
"29372","3.909999999999993","3.909999999999993","3.909999999999993"
"29678","5.439999999999984","5.439999999999984","5.439999999999984"
"29984","4.469999999999978","4.469999999999978","4.469999999999978"
"30290","4.489999999999981","4.489999999999981","4.489999999999981"
"30596","4.3899999999999855","4.3899999999999855","4.3899999999999855"
"30902","3.659999999999992","3.659999999999992","3.659999999999992"
"31208","4.829999999999981","4.829999999999981","4.829999999999981"
"31514","8.659999999999968","8.659999999999968","8.659999999999968"
"31820","9.839999999999947","9.839999999999947","9.839999999999947"
"32126","4.099999999999988","4.099999999999988","4.099999999999988"
"32432","6.8599999999999595","6.8599999999999595","6.8599999999999595"
"32738","4.45999999999998","4.45999999999998","4.45999999999998"
"33044","15.479999999999976","15.479999999999976","15.479999999999976"
"33350","19.249999999999996","19.249999999999996","19.249999999999996"
"33656","4.739999999999984","4.739999999999984","4.739999999999984"
"33962","12.169999999999972","12.169999999999972","12.169999999999972"
"34268","5.689999999999974","5.689999999999974","5.689999999999974"
"34574","14.219999999999965","14.219999999999965","14.219999999999965"
"34880","4.569999999999975","4.569999999999975","4.569999999999975"
"35186","6.839999999999955","6.839999999999955","6.839999999999955"
"35492","4.389999999999984","4.389999999999984","4.389999999999984"
"35798","4.3199999999999825","4.3199999999999825","4.3199999999999825"
"36104","4.1699999999999875","4.1699999999999875","4.1699999999999875"
"36410","6.4199999999999715","6.4199999999999715","6.4199999999999715"
"36716","5.089999999999973","5.089999999999973","5.089999999999973"
"37022","17.969999999999985","17.969999999999985","17.969999999999985"
"37328","4.569999999999979","4.569999999999979","4.569999999999979"
"37634","5.269999999999967","5.269999999999967","5.269999999999967"
"37940","5.129999999999988","5.129999999999988","5.129999999999988"
"38246","5.049999999999979","5.049999999999979","5.049999999999979"
"38552","8.849999999999968","8.849999999999968","8.849999999999968"
"38858","4.939999999999984","4.939999999999984","4.939999999999984"
"39164","7.929999999999981","7.929999999999981","7.929999999999981"
"39470","12.319999999999952","12.319999999999952","12.319999999999952"
"39776","7.359999999999953","7.359999999999953","7.359999999999953"
"40082","9.559999999999947","9.559999999999947","9.559999999999947"
"40388","15.35999999999994","15.35999999999994","15.35999999999994"
"40694","4.679999999999977","4.679999999999977","4.679999999999977"
"41000","22.800000000000026","22.800000000000026","22.800000000000026"
"41306","5.709999999999968","5.709999999999968","5.709999999999968"
"41612","6.369999999999967","6.369999999999967","6.369999999999967"
"41918","18.01000000000001","18.01000000000001","18.01000000000001"
"42224","16.219999999999967","16.219999999999967","16.219999999999967"
"42530","12.439999999999962","12.439999999999962","12.439999999999962"
"42836","4.899999999999985","4.899999999999985","4.899999999999985"
"43142","8.899999999999977","8.899999999999977","8.899999999999977"
"43448","10.20999999999997","10.20999999999997","10.20999999999997"
"43754","15.939999999999955","15.939999999999955","15.939999999999955"
"44060","14.669999999999968","14.669999999999968","14.669999999999968"
"44366","10.709999999999964","10.709999999999964","10.709999999999964"
"44672","6.179999999999981","6.179999999999981","6.179999999999981"
"44978","13.969999999999967","13.969999999999967","13.969999999999967"
"45284","8.76999999999995","8.76999999999995","8.76999999999995"
"45590","18.519999999999982","18.519999999999982","18.519999999999982"
"45896","17.80999999999995","17.80999999999995","17.80999999999995"
"46202","9.29999999999996","9.29999999999996","9.29999999999996"
"46508","4.339999999999986","4.339999999999986","4.339999999999986"
"46814","13.49999999999996","13.49999999999996","13.49999999999996"
"47120","27.510000000000005","27.510000000000005","27.510000000000005"
"47426","13.47999999999996","13.47999999999996","13.47999999999996"
"47732","15.329999999999934","15.329999999999934","15.329999999999934"
"48038","12.659999999999966","12.659999999999966","12.659999999999966"
"48344","11.169999999999975","11.169999999999975","11.169999999999975"
"48650","7.319999999999961","7.319999999999961","7.319999999999961"
"48956","12.429999999999952","12.429999999999952","12.429999999999952"
"49262","17.14000000000002","17.14000000000002","17.14000000000002"
"49568","13.209999999999953","13.209999999999953","13.209999999999953"
"49874","6.05999999999999","6.05999999999999","6.05999999999999"
"50180","15.93999999999995","15.93999999999995","15.93999999999995"
"50486","9.39999999999997","9.39999999999997","9.39999999999997"
"50792","16.92999999999996","16.92999999999996","16.92999999999996"
"51098","9.019999999999964","9.019999999999964","9.019999999999964"
"51404","13.579999999999938","13.579999999999938","13.579999999999938"
"51710","10.779999999999967","10.779999999999967","10.779999999999967"
"52016","8.01999999999999","8.01999999999999","8.01999999999999"
"52322","15.329999999999933","15.329999999999933","15.329999999999933"
"52628","18.569999999999986","18.569999999999986","18.569999999999986"
"52934","18.830000000000027","18.830000000000027","18.830000000000027"
"53240","15.089999999999952","15.089999999999952","15.089999999999952"
"53546","5.029999999999978","5.029999999999978","5.029999999999978"
"53852","13.649999999999967","13.649999999999967","13.649999999999967"
"54158","10.779999999999948","10.779999999999948","10.779999999999948"
"54464","20.10000000000006","20.10000000000006","20.10000000000006"
"54770","16.57000000000002","16.57000000000002","16.57000000000002"
"55076","16.780000000000022","16.780000000000022","16.780000000000022"
"55382","20.439999999999976","20.439999999999976","20.439999999999976"
"55688","22.67999999999998","22.67999999999998","22.67999999999998"
"55994","28.53000000000003","28.53000000000003","28.53000000000003"
"56300","13.83999999999995","13.83999999999995","13.83999999999995"
"56606","12.109999999999973","12.109999999999973","12.109999999999973"
"56912","16.17999999999996","16.17999999999996","16.17999999999996"
"57218","16.68999999999998","16.68999999999998","16.68999999999998"
"57524","29.91000000000009","29.91000000000009","29.91000000000009"
"57830","11.209999999999933","11.209999999999933","11.209999999999933"
"58136","8.139999999999977","8.139999999999977","8.139999999999977"
"58442","24.380000000000038","24.380000000000038","24.380000000000038"
"58748","17.90999999999995","17.90999999999995","17.90999999999995"
"59054","9.019999999999957","9.019999999999957","9.019999999999957"
"59360","23.699999999999957","23.699999999999957","23.699999999999957"
"59666","6.749999999999982","6.749999999999982","6.749999999999982"
"59972","8.709999999999958","8.709999999999958","8.709999999999958"
"60278","10.489999999999972","10.489999999999972","10.489999999999972"
"60584","24.780000000000022","24.780000000000022","24.780000000000022"
"60890","20.60999999999998","20.60999999999998","20.60999999999998"
"61196","16.049999999999965","16.049999999999965","16.049999999999965"
"61502","19.459999999999997","19.459999999999997","19.459999999999997"
"61808","22.609999999999967","22.609999999999967","22.609999999999967"
"62114","13.609999999999959","13.609999999999959","13.609999999999959"
"62420","15.979999999999961","15.979999999999961","15.979999999999961"
"62726","20.74","20.74","20.74"
"63032","22.420000000000016","22.420000000000016","22.420000000000016"
"63338","14.45999999999996","14.45999999999996","14.45999999999996"
"63644","18.79000000000002","18.79000000000002","18.79000000000002"
"63950","23.900000000000038","23.900000000000038","23.900000000000038"
"64256","13.90999999999996","13.90999999999996","13.90999999999996"
"64562","13.089999999999968","13.089999999999968","13.089999999999968"
"64868","21.360000000000014","21.360000000000014","21.360000000000014"
"65174","18.59000000000005","18.59000000000005","18.59000000000005"
"65480","21.32000000000006","21.32000000000006","21.32000000000006"
"65786","9.579999999999957","9.579999999999957","9.579999999999957"
"66092","20.50999999999999","20.50999999999999","20.50999999999999"
"66398","19.900000000000063","19.900000000000063","19.900000000000063"
"66704","18.450000000000056","18.450000000000056","18.450000000000056"
"67010","18.220000000000017","18.220000000000017","18.220000000000017"
"67316","32.24000000000005","32.24000000000005","32.24000000000005"
"67622","27.860000000000024","27.860000000000024","27.860000000000024"
"67928","35.72","35.72","35.72"
"68234","7.9399999999999835","7.9399999999999835","7.9399999999999835"
"68540","13.549999999999983","13.549999999999983","13.549999999999983"
"68846","23.880000000000003","23.880000000000003","23.880000000000003"
"69152","7.82999999999996","7.82999999999996","7.82999999999996"
"69458","28.250000000000092","28.250000000000092","28.250000000000092"
"69764","30.460000000000058","30.460000000000058","30.460000000000058"
"70070","34.93000000000004","34.93000000000004","34.93000000000004"
"70376","27.970000000000002","27.970000000000002","27.970000000000002"
"70682","3.5799999999999934","3.5799999999999934","3.5799999999999934"
"70988","11.649999999999983","11.649999999999983","11.649999999999983"
"71294","19.07000000000011","19.07000000000011","19.07000000000011"
"71600","19.66999999999998","19.66999999999998","19.66999999999998"
"71906","13.439999999999957","13.439999999999957","13.439999999999957"
"72212","19.829999999999966","19.829999999999966","19.829999999999966"
"72518","17.82999999999995","17.82999999999995","17.82999999999995"
"72824","16.419999999999995","16.419999999999995","16.419999999999995"
"73130","13.66999999999994","13.66999999999994","13.66999999999994"
"73436","14.939999999999976","14.939999999999976","14.939999999999976"
"73742","17.079999999999984","17.079999999999984","17.079999999999984"
"74048","21.240000000000073","21.240000000000073","21.240000000000073"
"74354","18.679999999999968","18.679999999999968","18.679999999999968"
"74660","28.03999999999998","28.03999999999998","28.03999999999998"
"74966","16.44999999999998","16.44999999999998","16.44999999999998"
"75272","19.559999999999995","19.559999999999995","19.559999999999995"
"75578","25.050000000000068","25.050000000000068","25.050000000000068"
"75884","18.239999999999988","18.239999999999988","18.239999999999988"
"76190","12.229999999999984","12.229999999999984","12.229999999999984"
"76496","13.10999999999997","13.10999999999997","13.10999999999997"
"76802","20.10000000000005","20.10000000000005","20.10000000000005"
"77108","30.010000000000044","30.010000000000044","30.010000000000044"
"77414","10.30999999999996","10.30999999999996","10.30999999999996"
"77963","21.35","21.35","21.35"
"78269","21.05","21.05","21.05"
"78575","15.289999999999969","15.289999999999969","15.289999999999969"
"78881","8.009999999999966","8.009999999999966","8.009999999999966"
"79187","14.519999999999966","14.519999999999966","14.519999999999966"
"79493","21.360000000000007","21.360000000000007","21.360000000000007"
"79799","11.799999999999985","11.799999999999985","11.799999999999985"
"80105","3.5999999999999828","3.5999999999999828","3.5999999999999828"
"80411","21.009999999999966","21.009999999999966","21.009999999999966"
"80717","3.3899999999999872","3.3899999999999872","3.3899999999999872"
"81023","13.559999999999963","13.559999999999963","13.559999999999963"
"81329","17.03000000000001","17.03000000000001","17.03000000000001"
"81635","5.609999999999977","5.609999999999977","5.609999999999977"
"81941","3.8299999999999854","3.8299999999999854","3.8299999999999854"
"82247","11.179999999999973","11.179999999999973","11.179999999999973"
"82553","19.500000000000018","19.500000000000018","19.500000000000018"
"82859","24.53000000000003","24.53000000000003","24.53000000000003"
"83165","16.679999999999946","16.679999999999946","16.679999999999946"
"83471","14.309999999999972","14.309999999999972","14.309999999999972"
"83777","4.669999999999982","4.669999999999982","4.669999999999982"
"84083","10.079999999999965","10.079999999999965","10.079999999999965"
"84389","18.419999999999977","18.419999999999977","18.419999999999977"
"84695","11.109999999999976","11.109999999999976","11.109999999999976"
"85001","11.66999999999995","11.66999999999995","11.66999999999995"
"85307","5.849999999999986","5.849999999999986","5.849999999999986"
"85613","21.590000000000124","21.590000000000124","21.590000000000124"
