"Step","IQL_CNN_tiny__20241210_154249 - blue_player1_reward","IQL_CNN_tiny__20241210_154249 - blue_player1_reward__MIN","IQL_CNN_tiny__20241210_154249 - blue_player1_reward__MAX"
"124249","5.609999999999977","5.609999999999977","5.609999999999977"
"124856","7.539999999999987","7.539999999999987","7.539999999999987"
"125463","6.839999999999993","6.839999999999993","6.839999999999993"
"126070","8.529999999999967","8.529999999999967","8.529999999999967"
"126677","8.629999999999992","8.629999999999992","8.629999999999992"
"127284","12.16999999999997","12.16999999999997","12.16999999999997"
"127891","3.5699999999999847","3.5699999999999847","3.5699999999999847"
"128498","7.50999999999999","7.50999999999999","7.50999999999999"
"129105","3.8899999999999855","3.8899999999999855","3.8899999999999855"
"129712","4.559999999999985","4.559999999999985","4.559999999999985"
"130319","6.339999999999968","6.339999999999968","6.339999999999968"
"130926","2.8599999999999985","2.8599999999999985","2.8599999999999985"
"131533","3.5199999999999947","3.5199999999999947","3.5199999999999947"
"132140","5.659999999999974","5.659999999999974","5.659999999999974"
"132747","2.9899999999999958","2.9899999999999958","2.9899999999999958"
"133354","9.91999999999996","9.91999999999996","9.91999999999996"
"133961","11.859999999999957","11.859999999999957","11.859999999999957"
"134568","2.569999999999993","2.569999999999993","2.569999999999993"
"135175","11.319999999999963","11.319999999999963","11.319999999999963"
"135782","4.289999999999978","4.289999999999978","4.289999999999978"
"136389","5.439999999999992","5.439999999999992","5.439999999999992"
"136996","12.829999999999954","12.829999999999954","12.829999999999954"
"137603","3.8599999999999905","3.8599999999999905","3.8599999999999905"
"138210","10.779999999999967","10.779999999999967","10.779999999999967"
"138817","4.839999999999972","4.839999999999972","4.839999999999972"
"139424","7.829999999999924","7.829999999999924","7.829999999999924"
"140031","4.269999999999981","4.269999999999981","4.269999999999981"
"140638","3.7199999999999873","3.7199999999999873","3.7199999999999873"
"141245","8.009999999999977","8.009999999999977","8.009999999999977"
"141852","3.6799999999999895","3.6799999999999895","3.6799999999999895"
"142459","10.12999999999995","10.12999999999995","10.12999999999995"
"143066","3.3299999999999916","3.3299999999999916","3.3299999999999916"
"143673","12.519999999999966","12.519999999999966","12.519999999999966"
"144280","12.779999999999964","12.779999999999964","12.779999999999964"
"144887","10.699999999999976","10.699999999999976","10.699999999999976"
"145214","14.279999999999989","14.279999999999989","14.279999999999989"
"145821","9.269999999999976","9.269999999999976","9.269999999999976"
"146428","5.049999999999966","5.049999999999966","5.049999999999966"
"147035","5.679999999999967","5.679999999999967","5.679999999999967"
"147298","13.939999999999978","13.939999999999978","13.939999999999978"
"147905","6.759999999999965","6.759999999999965","6.759999999999965"
"148512","5.869999999999959","5.869999999999959","5.869999999999959"
"149119","13.429999999999927","13.429999999999927","13.429999999999927"
"149726","5.199999999999971","5.199999999999971","5.199999999999971"
"150333","14.579999999999947","14.579999999999947","14.579999999999947"
"150940","13.179999999999982","13.179999999999982","13.179999999999982"
"151547","4.919999999999964","4.919999999999964","4.919999999999964"
"152154","5.849999999999962","5.849999999999962","5.849999999999962"
"152761","15.449999999999925","15.449999999999925","15.449999999999925"
"153368","4.339999999999984","4.339999999999984","4.339999999999984"
"153975","15.01999999999994","15.01999999999994","15.01999999999994"
"154582","7.699999999999953","7.699999999999953","7.699999999999953"
"155189","3.9599999999999884","3.9599999999999884","3.9599999999999884"
"155796","3.8799999999999906","3.8799999999999906","3.8799999999999906"
"156403","7.679999999999931","7.679999999999931","7.679999999999931"
"156744","14.04999999999999","14.04999999999999","14.04999999999999"
"157351","5.009999999999992","5.009999999999992","5.009999999999992"
"157958","4.589999999999968","4.589999999999968","4.589999999999968"
"158565","3.5299999999999905","3.5299999999999905","3.5299999999999905"
"159172","12.17999999999993","12.17999999999993","12.17999999999993"
"159779","3.5299999999999785","3.5299999999999785","3.5299999999999785"
"160386","11.459999999999948","11.459999999999948","11.459999999999948"
"160993","2.729999999999991","2.729999999999991","2.729999999999991"
"161600","4.699999999999974","4.699999999999974","4.699999999999974"
"162207","3.739999999999988","3.739999999999988","3.739999999999988"
"162814","1.9000000000000015","1.9000000000000015","1.9000000000000015"
"163421","6.469999999999972","6.469999999999972","6.469999999999972"
"164028","7.559999999999965","7.559999999999965","7.559999999999965"
"164635","13.319999999999986","13.319999999999986","13.319999999999986"
"165242","11.25999999999996","11.25999999999996","11.25999999999996"
"165849","14.899999999999954","14.899999999999954","14.899999999999954"
"166456","5.279999999999962","5.279999999999962","5.279999999999962"
"166879","15.759999999999941","15.759999999999941","15.759999999999941"
"167486","12.349999999999977","12.349999999999977","12.349999999999977"
"168093","4.11999999999999","4.11999999999999","4.11999999999999"
"168700","5.339999999999965","5.339999999999965","5.339999999999965"
"169307","4.959999999999983","4.959999999999983","4.959999999999983"
"169914","5.429999999999984","5.429999999999984","5.429999999999984"
"170521","5.979999999999977","5.979999999999977","5.979999999999977"
"171128","8.029999999999916","8.029999999999916","8.029999999999916"
"171735","2.4499999999999953","2.4499999999999953","2.4499999999999953"
"172342","4.609999999999984","4.609999999999984","4.609999999999984"
"172949","3.9199999999999884","3.9199999999999884","3.9199999999999884"
"173556","6.089999999999954","6.089999999999954","6.089999999999954"
"174163","5.569999999999971","5.569999999999971","5.569999999999971"
"174770","14.629999999999974","14.629999999999974","14.629999999999974"
"175377","5.489999999999958","5.489999999999958","5.489999999999958"
"175984","5.079999999999971","5.079999999999971","5.079999999999971"
"176591","5.139999999999987","5.139999999999987","5.139999999999987"
"177198","5.349999999999979","5.349999999999979","5.349999999999979"
"177805","14.499999999999982","14.499999999999982","14.499999999999982"
"178412","4.38999999999999","4.38999999999999","4.38999999999999"
"179019","3.9799999999999924","3.9799999999999924","3.9799999999999924"
"179588","16.259999999999962","16.259999999999962","16.259999999999962"
"180195","14.799999999999985","14.799999999999985","14.799999999999985"
"180802","3.1399999999999926","3.1399999999999926","3.1399999999999926"
"181409","4.989999999999974","4.989999999999974","4.989999999999974"
