"Step","SimpleQMIX_everything_random_blox_gamma0.95_lr0.001_hidden64_target10__20241215_113943 - blue_player1_reward","SimpleQMIX_everything_random_blox_gamma0.95_lr0.001_hidden64_target10__20241215_113943 - blue_player1_reward__MIN","SimpleQMIX_everything_random_blox_gamma0.95_lr0.001_hidden64_target10__20241215_113943 - blue_player1_reward__MAX"
"271","7.18000000000001","7.18000000000001","7.18000000000001"
"577","4.319999999999989","4.319999999999989","4.319999999999989"
"883","-5.879999999999984","-5.879999999999984","-5.879999999999984"
"1189","14.329999999999949","14.329999999999949","14.329999999999949"
"1495","0.9400000000000016","0.9400000000000016","0.9400000000000016"
"1801","14.80999999999996","14.80999999999996","14.80999999999996"
"2107","-1.3400000000000174","-1.3400000000000174","-1.3400000000000174"
"2413","-10.860000000000007","-10.860000000000007","-10.860000000000007"
"2719","1.7900000000000011","1.7900000000000011","1.7900000000000011"
"3025","2.5499999999999976","2.5499999999999976","2.5499999999999976"
"3331","5.779999999999998","5.779999999999998","5.779999999999998"
"3637","-6.689999999999991","-6.689999999999991","-6.689999999999991"
"3943","-4.769999999999987","-4.769999999999987","-4.769999999999987"
"4249","-12.85000000000002","-12.85000000000002","-12.85000000000002"
"4555","-7.470000000000015","-7.470000000000015","-7.470000000000015"
"4861","-7.079999999999977","-7.079999999999977","-7.079999999999977"
"5167","24.800000000000015","24.800000000000015","24.800000000000015"
"5473","8.04000000000001","8.04000000000001","8.04000000000001"
"5779","-7.980000000000055","-7.980000000000055","-7.980000000000055"
"6085","2.5799999999999925","2.5799999999999925","2.5799999999999925"
"6391","29.109999999999992","29.109999999999992","29.109999999999992"
"6697","33.110000000000056","33.110000000000056","33.110000000000056"
"7003","46.39000000000016","46.39000000000016","46.39000000000016"
"7309","2.179999999999999","2.179999999999999","2.179999999999999"
"7615","-2.5600000000000054","-2.5600000000000054","-2.5600000000000054"
"7921","16.51000000000001","16.51000000000001","16.51000000000001"
"8227","12.849999999999952","12.849999999999952","12.849999999999952"
"8533","14.679999999999954","14.679999999999954","14.679999999999954"
"8839","7.070000000000011","7.070000000000011","7.070000000000011"
"9145","2.4799999999999973","2.4799999999999973","2.4799999999999973"
"9451","-0.25999999999999734","-0.25999999999999734","-0.25999999999999734"
"9757","45.330000000000176","45.330000000000176","45.330000000000176"
"10063","37.08000000000009","37.08000000000009","37.08000000000009"
"10369","-17.60000000000002","-17.60000000000002","-17.60000000000002"
"10675","43.09000000000007","43.09000000000007","43.09000000000007"
"10981","35.35000000000024","35.35000000000024","35.35000000000024"
"11287","31.400000000000084","31.400000000000084","31.400000000000084"
"11593","-11.730000000000052","-11.730000000000052","-11.730000000000052"
"11899","20.23000000000003","20.23000000000003","20.23000000000003"
"12205","38.57000000000006","38.57000000000006","38.57000000000006"
"12511","44.82000000000017","44.82000000000017","44.82000000000017"
"12817","0.7599999999999919","0.7599999999999919","0.7599999999999919"
"13123","14.369999999999973","14.369999999999973","14.369999999999973"
"13429","32.240000000000116","32.240000000000116","32.240000000000116"
"13735","2.060000000000002","2.060000000000002","2.060000000000002"
"14041","6.239999999999999","6.239999999999999","6.239999999999999"
"14347","4.819999999999995","4.819999999999995","4.819999999999995"
"14653","15.609999999999998","15.609999999999998","15.609999999999998"
"14959","5.509999999999995","5.509999999999995","5.509999999999995"
"15265","8.410000000000004","8.410000000000004","8.410000000000004"
"15571","1.949999999999997","1.949999999999997","1.949999999999997"
"15877","6.850000000000007","6.850000000000007","6.850000000000007"
"16183","3.7599999999999887","3.7599999999999887","3.7599999999999887"
"16489","1.180000000000002","1.180000000000002","1.180000000000002"
"16795","53.07000000000015","53.07000000000015","53.07000000000015"
"17101","14.55999999999998","14.55999999999998","14.55999999999998"
"17407","-10.860000000000005","-10.860000000000005","-10.860000000000005"
"17713","-1.5199999999999974","-1.5199999999999974","-1.5199999999999974"
"18019","18.699999999999942","18.699999999999942","18.699999999999942"
"18325","48.06000000000007","48.06000000000007","48.06000000000007"
"18631","11.659999999999993","11.659999999999993","11.659999999999993"
"18937","27.059999999999977","27.059999999999977","27.059999999999977"
"19243","22.160000000000053","22.160000000000053","22.160000000000053"
"19549","15.870000000000006","15.870000000000006","15.870000000000006"
"19855","37.470000000000084","37.470000000000084","37.470000000000084"
"20161","-1.1599999999999977","-1.1599999999999977","-1.1599999999999977"
"20467","8.26999999999999","8.26999999999999","8.26999999999999"
"20773","39.86000000000013","39.86000000000013","39.86000000000013"
"21079","64.85000000000005","64.85000000000005","64.85000000000005"
"21385","37.35000000000014","37.35000000000014","37.35000000000014"
"21691","65.20000000000023","65.20000000000023","65.20000000000023"
"21997","49.23000000000038","49.23000000000038","49.23000000000038"
"22303","45.41000000000013","45.41000000000013","45.41000000000013"
"22609","-3.1200000000000006","-3.1200000000000006","-3.1200000000000006"
"22915","27.210000000000008","27.210000000000008","27.210000000000008"
"23221","46.690000000000055","46.690000000000055","46.690000000000055"
"23527","13.760000000000007","13.760000000000007","13.760000000000007"
"23833","13.639999999999931","13.639999999999931","13.639999999999931"
"24139","15.61999999999995","15.61999999999995","15.61999999999995"
"24445","59.89000000000027","59.89000000000027","59.89000000000027"
"24751","51.25000000000025","51.25000000000025","51.25000000000025"
"25057","42.410000000000196","42.410000000000196","42.410000000000196"
"25363","48.820000000000185","48.820000000000185","48.820000000000185"
"25669","41.090000000000146","41.090000000000146","41.090000000000146"
"25975","104.77999999999989","104.77999999999989","104.77999999999989"
"26281","52.86000000000034","52.86000000000034","52.86000000000034"
"26587","91.79000000000008","91.79000000000008","91.79000000000008"
"26893","45.32000000000022","45.32000000000022","45.32000000000022"
"27199","25.860000000000078","25.860000000000078","25.860000000000078"
"27505","61.57000000000009","61.57000000000009","61.57000000000009"
"27811","58.07000000000007","58.07000000000007","58.07000000000007"
"28117","37.840000000000174","37.840000000000174","37.840000000000174"
"28423","2.4999999999999916","2.4999999999999916","2.4999999999999916"
"28729","4.029999999999993","4.029999999999993","4.029999999999993"
"29035","0.34000000000000097","0.34000000000000097","0.34000000000000097"
"29341","82.14000000000001","82.14000000000001","82.14000000000001"
"29647","112.92","112.92","112.92"
"29953","35.05000000000013","35.05000000000013","35.05000000000013"
"30259","77.37999999999994","77.37999999999994","77.37999999999994"
"30565","91.61999999999995","91.61999999999995","91.61999999999995"
"30871","29.160000000000093","29.160000000000093","29.160000000000093"
"31177","-6.76000000000006","-6.76000000000006","-6.76000000000006"
"31483","77.97000000000016","77.97000000000016","77.97000000000016"
"31789","9.449999999999973","9.449999999999973","9.449999999999973"
"32095","45.78000000000024","45.78000000000024","45.78000000000024"
"32401","47.09000000000013","47.09000000000013","47.09000000000013"
"32707","51.93000000000008","51.93000000000008","51.93000000000008"
"33013","2.1800000000000015","2.1800000000000015","2.1800000000000015"
"33319","2.4599999999999955","2.4599999999999955","2.4599999999999955"
"33625","1.4700000000000015","1.4700000000000015","1.4700000000000015"
"33931","-6.489999999999998","-6.489999999999998","-6.489999999999998"
"34237","96.53000000000021","96.53000000000021","96.53000000000021"
"34543","97.08999999999986","97.08999999999986","97.08999999999986"
"34849","41.74000000000009","41.74000000000009","41.74000000000009"
"35155","52.840000000000245","52.840000000000245","52.840000000000245"
"35461","48.670000000000165","48.670000000000165","48.670000000000165"
"35767","-0.5600000000000017","-0.5600000000000017","-0.5600000000000017"
"36073","31.20000000000003","31.20000000000003","31.20000000000003"
"36379","47.390000000000114","47.390000000000114","47.390000000000114"
"36685","20.209999999999994","20.209999999999994","20.209999999999994"
"36991","27.970000000000034","27.970000000000034","27.970000000000034"
"37297","60.020000000000174","60.020000000000174","60.020000000000174"
"37603","77.16999999999999","77.16999999999999","77.16999999999999"
"37909","85.89999999999996","85.89999999999996","85.89999999999996"
"38215","31.240000000000077","31.240000000000077","31.240000000000077"
"38521","-4.559999999999997","-4.559999999999997","-4.559999999999997"
"38827","78.07000000000015","78.07000000000015","78.07000000000015"
"39133","31.74000000000014","31.74000000000014","31.74000000000014"
"39439","63.300000000000246","63.300000000000246","63.300000000000246"
"39745","113.39999999999998","113.39999999999998","113.39999999999998"
"40051","31.610000000000024","31.610000000000024","31.610000000000024"
"40357","76.53000000000006","76.53000000000006","76.53000000000006"
"40663","80.21000000000016","80.21000000000016","80.21000000000016"
"40969","137.17000000000016","137.17000000000016","137.17000000000016"
"41275","102.39000000000001","102.39000000000001","102.39000000000001"
"41581","68.46000000000005","68.46000000000005","68.46000000000005"
"41887","60.74000000000027","60.74000000000027","60.74000000000027"
"42193","44.400000000000176","44.400000000000176","44.400000000000176"
"42499","120.37999999999991","120.37999999999991","120.37999999999991"
"42805","51.19000000000008","51.19000000000008","51.19000000000008"
"43111","70.25000000000023","70.25000000000023","70.25000000000023"
