"Step","SimpleQMIX_everything_varying_blox_gamma0.95_lr0.001_hidden64_target10__20241215_130258 - blue_player2_reward","SimpleQMIX_everything_varying_blox_gamma0.95_lr0.001_hidden64_target10__20241215_130258 - blue_player2_reward__MIN","SimpleQMIX_everything_varying_blox_gamma0.95_lr0.001_hidden64_target10__20241215_130258 - blue_player2_reward__MAX"
"304","33.32000000000026","33.32000000000026","33.32000000000026"
"611","54.720000000000205","54.720000000000205","54.720000000000205"
"918","29.870000000000076","29.870000000000076","29.870000000000076"
"1225","31.16000000000015","31.16000000000015","31.16000000000015"
"1532","29.280000000000133","29.280000000000133","29.280000000000133"
"1839","39.41000000000032","39.41000000000032","39.41000000000032"
"2146","31.79000000000014","31.79000000000014","31.79000000000014"
"2453","54.390000000000256","54.390000000000256","54.390000000000256"
"2569","-2.4599999999999995","-2.4599999999999995","-2.4599999999999995"
"2876","15.39000000000002","15.39000000000002","15.39000000000002"
"3183","7.719999999999985","7.719999999999985","7.719999999999985"
"3490","15.890000000000065","15.890000000000065","15.890000000000065"
"3797","41.04000000000025","41.04000000000025","41.04000000000025"
"4104","29.950000000000117","29.950000000000117","29.950000000000117"
"4411","40.4500000000003","40.4500000000003","40.4500000000003"
"4718","13.689999999999998","13.689999999999998","13.689999999999998"
"5025","35.01000000000022","35.01000000000022","35.01000000000022"
"5118","-4.91","-4.91","-4.91"
"5425","28.42000000000005","28.42000000000005","28.42000000000005"
"5732","32.0000000000001","32.0000000000001","32.0000000000001"
"6039","14.370000000000003","14.370000000000003","14.370000000000003"
"6156","-9.290000000000001","-9.290000000000001","-9.290000000000001"
"6277","-11.890000000000004","-11.890000000000004","-11.890000000000004"
"6584","-4.620000000000004","-4.620000000000004","-4.620000000000004"
"6891","3.569999999999985","3.569999999999985","3.569999999999985"
"7198","-0.2299999999999996","-0.2299999999999996","-0.2299999999999996"
"7505","-12.309999999999985","-12.309999999999985","-12.309999999999985"
"7617","-11.269999999999996","-11.269999999999996","-11.269999999999996"
"7924","-14.240000000000034","-14.240000000000034","-14.240000000000034"
"8231","36.680000000000135","36.680000000000135","36.680000000000135"
"8538","-6.610000000000017","-6.610000000000017","-6.610000000000017"
"8631","-10.629999999999995","-10.629999999999995","-10.629999999999995"
"8938","-9.46999999999999","-9.46999999999999","-9.46999999999999"
"9245","-8.840000000000028","-8.840000000000028","-8.840000000000028"
"9552","22.90000000000011","22.90000000000011","22.90000000000011"
"9859","-0.3300000000000023","-0.3300000000000023","-0.3300000000000023"
"10166","7.799999999999979","7.799999999999979","7.799999999999979"
"10473","-4.010000000000005","-4.010000000000005","-4.010000000000005"
"10780","23.150000000000034","23.150000000000034","23.150000000000034"
"11087","28.690000000000015","28.690000000000015","28.690000000000015"
"11394","8.119999999999974","8.119999999999974","8.119999999999974"
"11486","-12.029999999999996","-12.029999999999996","-12.029999999999996"
"11793","14.569999999999961","14.569999999999961","14.569999999999961"
"11885","-6.740000000000002","-6.740000000000002","-6.740000000000002"
"11990","17.36000000000002","17.36000000000002","17.36000000000002"
"12297","21.96999999999997","21.96999999999997","21.96999999999997"
"12604","-7.670000000000013","-7.670000000000013","-7.670000000000013"
"12911","9.639999999999999","9.639999999999999","9.639999999999999"
"13218","6.7100000000000195","6.7100000000000195","6.7100000000000195"
"13525","21.160000000000142","21.160000000000142","21.160000000000142"
"13832","25.19000000000014","25.19000000000014","25.19000000000014"
"14139","9.229999999999954","9.229999999999954","9.229999999999954"
"14446","1.8499999999999577","1.8499999999999577","1.8499999999999577"
"14753","20.00000000000004","20.00000000000004","20.00000000000004"
"15060","-15.939999999999985","-15.939999999999985","-15.939999999999985"
"15367","4.049999999999972","4.049999999999972","4.049999999999972"
"15674","32.49000000000002","32.49000000000002","32.49000000000002"
"15981","16.64000000000011","16.64000000000011","16.64000000000011"
"16288","10.039999999999996","10.039999999999996","10.039999999999996"
"16595","32.5700000000002","32.5700000000002","32.5700000000002"
"16902","-8.680000000000037","-8.680000000000037","-8.680000000000037"
"17209","14.579999999999988","14.579999999999988","14.579999999999988"
"17516","26.690000000000055","26.690000000000055","26.690000000000055"
"17823","22.430000000000053","22.430000000000053","22.430000000000053"
"18130","-13.140000000000084","-13.140000000000084","-13.140000000000084"
"18437","8.359999999999998","8.359999999999998","8.359999999999998"
"18541","6.059999999999995","6.059999999999995","6.059999999999995"
"18635","27.810000000000024","27.810000000000024","27.810000000000024"
"18729","-10.540000000000003","-10.540000000000003","-10.540000000000003"
"19036","-0.7399999999999864","-0.7399999999999864","-0.7399999999999864"
"19140","21.17000000000001","21.17000000000001","21.17000000000001"
"19447","-5.059999999999991","-5.059999999999991","-5.059999999999991"
"19554","6.539999999999998","6.539999999999998","6.539999999999998"
"19861","15.760000000000042","15.760000000000042","15.760000000000042"
"20168","14.890000000000008","14.890000000000008","14.890000000000008"
"20475","11.529999999999994","11.529999999999994","11.529999999999994"
"20573","16.299999999999997","16.299999999999997","16.299999999999997"
"20880","11.41","11.41","11.41"
"21187","17.91000000000005","17.91000000000005","17.91000000000005"
