"Step","SimpleQMIX_everything_varying_blox_gamma0.95_lr0.001_hidden64_target10__20241215_130258 - blue_player2_reward","SimpleQMIX_everything_varying_blox_gamma0.95_lr0.001_hidden64_target10__20241215_130258 - blue_player2_reward__MIN","SimpleQMIX_everything_varying_blox_gamma0.95_lr0.001_hidden64_target10__20241215_130258 - blue_player2_reward__MAX"
"21494","3.7199999999999624","3.7199999999999624","3.7199999999999624"
"21801","15.930000000000195","15.930000000000195","15.930000000000195"
"21993","17.339999999999993","17.339999999999993","17.339999999999993"
"22300","16.24000000000015","16.24000000000015","16.24000000000015"
"22607","15.550000000000118","15.550000000000118","15.550000000000118"
"22914","11.139999999999965","11.139999999999965","11.139999999999965"
"23221","-2.8100000000000382","-2.8100000000000382","-2.8100000000000382"
"23528","-1.2199999999999993","-1.2199999999999993","-1.2199999999999993"
"23835","5.679999999999972","5.679999999999972","5.679999999999972"
"24142","26.13000000000014","26.13000000000014","26.13000000000014"
"24449","13.849999999999978","13.849999999999978","13.849999999999978"
"24756","1.1400000000000041","1.1400000000000041","1.1400000000000041"
"25063","-16.289999999999935","-16.289999999999935","-16.289999999999935"
"25370","26.300000000000164","26.300000000000164","26.300000000000164"
"25677","44.570000000000206","44.570000000000206","44.570000000000206"
"25976","32.47000000000019","32.47000000000019","32.47000000000019"
"26283","37.86000000000026","37.86000000000026","37.86000000000026"
"26590","30.900000000000215","30.900000000000215","30.900000000000215"
"26897","42.20000000000023","42.20000000000023","42.20000000000023"
"27204","22.52000000000015","22.52000000000015","22.52000000000015"
"27511","25.120000000000065","25.120000000000065","25.120000000000065"
