"Step","SimpleQMIX_everything_varying_blox_gamma0.95_lr0.001_hidden64_target10__20241215_130258 - blue_player1_reward","SimpleQMIX_everything_varying_blox_gamma0.95_lr0.001_hidden64_target10__20241215_130258 - blue_player1_reward__MIN","SimpleQMIX_everything_varying_blox_gamma0.95_lr0.001_hidden64_target10__20241215_130258 - blue_player1_reward__MAX"
"303","128.81999999999982","128.81999999999982","128.81999999999982"
"610","137.89000000000001","137.89000000000001","137.89000000000001"
"917","125.49999999999974","125.49999999999974","125.49999999999974"
"1224","132.3100000000001","132.3100000000001","132.3100000000001"
"1531","146.66000000000057","146.66000000000057","146.66000000000057"
"1838","137.05000000000044","137.05000000000044","137.05000000000044"
"2145","148.95000000000005","148.95000000000005","148.95000000000005"
"2452","133.0200000000003","133.0200000000003","133.0200000000003"
"2568","28.480000000000036","28.480000000000036","28.480000000000036"
"2875","153.2800000000009","153.2800000000009","153.2800000000009"
"3182","128.7900000000002","128.7900000000002","128.7900000000002"
"3489","79.72999999999978","79.72999999999978","79.72999999999978"
"3796","146.36000000000004","146.36000000000004","146.36000000000004"
"4103","137.5900000000005","137.5900000000005","137.5900000000005"
"4410","149.7100000000004","149.7100000000004","149.7100000000004"
"4717","129.2700000000001","129.2700000000001","129.2700000000001"
"5024","127.23999999999998","127.23999999999998","127.23999999999998"
"5117","5.179999999999993","5.179999999999993","5.179999999999993"
"5424","129.0300000000001","129.0300000000001","129.0300000000001"
"5731","137.57000000000005","137.57000000000005","137.57000000000005"
"6038","75.54999999999998","75.54999999999998","75.54999999999998"
"6155","31.980000000000068","31.980000000000068","31.980000000000068"
"6276","0.6699999999999999","0.6699999999999999","0.6699999999999999"
"6583","74.59000000000012","74.59000000000012","74.59000000000012"
"6890","8.270000000000008","8.270000000000008","8.270000000000008"
"7197","68.06999999999995","68.06999999999995","68.06999999999995"
"7504","3.3800000000000012","3.3800000000000012","3.3800000000000012"
"7616","-0.739999999999994","-0.739999999999994","-0.739999999999994"
"7923","0.20000000000000123","0.20000000000000123","0.20000000000000123"
"8230","115.23999999999984","115.23999999999984","115.23999999999984"
"8537","2.0000000000000036","2.0000000000000036","2.0000000000000036"
"8630","-5.68","-5.68","-5.68"
"8937","12.729999999999979","12.729999999999979","12.729999999999979"
"9244","47.34000000000027","47.34000000000027","47.34000000000027"
"9551","73.55999999999982","73.55999999999982","73.55999999999982"
"9858","16.700000000000006","16.700000000000006","16.700000000000006"
"10165","18.480000000000096","18.480000000000096","18.480000000000096"
"10472","11.699999999999992","11.699999999999992","11.699999999999992"
"10779","89.02000000000001","89.02000000000001","89.02000000000001"
"11086","177.50000000000006","177.50000000000006","177.50000000000006"
"11393","9.480000000000024","9.480000000000024","9.480000000000024"
"11485","0.5999999999999979","0.5999999999999979","0.5999999999999979"
"11792","33.56000000000005","33.56000000000005","33.56000000000005"
"11884","-0.39999999999999947","-0.39999999999999947","-0.39999999999999947"
"11989","104.50999999999999","104.50999999999999","104.50999999999999"
"12296","58.220000000000205","58.220000000000205","58.220000000000205"
"12603","7.029999999999998","7.029999999999998","7.029999999999998"
"12910","61.37000000000034","61.37000000000034","61.37000000000034"
"13217","95.61999999999992","95.61999999999992","95.61999999999992"
"13524","136.98000000000076","136.98000000000076","136.98000000000076"
"13831","128.26000000000002","128.26000000000002","128.26000000000002"
"14138","80.54999999999966","80.54999999999966","80.54999999999966"
"14445","69.26999999999987","69.26999999999987","69.26999999999987"
