"Step","SimpleQMIX_everything_random_blox_gamma0.95_lr0.001_hidden64_target10__20241215_113943 - blue_player2_reward","SimpleQMIX_everything_random_blox_gamma0.95_lr0.001_hidden64_target10__20241215_113943 - blue_player2_reward__MIN","SimpleQMIX_everything_random_blox_gamma0.95_lr0.001_hidden64_target10__20241215_113943 - blue_player2_reward__MAX"
"272","-1.850000000000007","-1.850000000000007","-1.850000000000007"
"578","11.259999999999968","11.259999999999968","11.259999999999968"
"884","-4.2799999999999745","-4.2799999999999745","-4.2799999999999745"
"1190","7.920000000000001","7.920000000000001","7.920000000000001"
"1496","4.269999999999988","4.269999999999988","4.269999999999988"
"1802","5.7000000000000055","5.7000000000000055","5.7000000000000055"
"2108","1.3600000000000017","1.3600000000000017","1.3600000000000017"
"2414","2.8799999999999963","2.8799999999999963","2.8799999999999963"
"2720","16.700000000000024","16.700000000000024","16.700000000000024"
"3026","3.919999999999985","3.919999999999985","3.919999999999985"
"3332","2.879999999999994","2.879999999999994","2.879999999999994"
"3638","4.829999999999993","4.829999999999993","4.829999999999993"
"3944","16.24999999999998","16.24999999999998","16.24999999999998"
"4250","-10.330000000000002","-10.330000000000002","-10.330000000000002"
"4556","-6.61","-6.61","-6.61"
"4862","7.179999999999995","7.179999999999995","7.179999999999995"
"5168","-1.860000000000019","-1.860000000000019","-1.860000000000019"
"5474","-9.220000000000013","-9.220000000000013","-9.220000000000013"
"5780","5.639999999999997","5.639999999999997","5.639999999999997"
"6086","3.9599999999999844","3.9599999999999844","3.9599999999999844"
"6392","7.900000000000006","7.900000000000006","7.900000000000006"
"6698","54.640000000000086","54.640000000000086","54.640000000000086"
"7004","26.25000000000003","26.25000000000003","26.25000000000003"
"7310","-15.500000000000064","-15.500000000000064","-15.500000000000064"
"7616","4.199999999999992","4.199999999999992","4.199999999999992"
"7922","28.490000000000002","28.490000000000002","28.490000000000002"
"8228","1.3099999999999998","1.3099999999999998","1.3099999999999998"
"8534","-10.259999999999987","-10.259999999999987","-10.259999999999987"
"8840","8.12000000000002","8.12000000000002","8.12000000000002"
"9146","1.610000000000002","1.610000000000002","1.610000000000002"
"9452","12.03999999999997","12.03999999999997","12.03999999999997"
"9758","15.18999999999996","15.18999999999996","15.18999999999996"
"10064","3.8299999999999974","3.8299999999999974","3.8299999999999974"
"10370","15.779999999999982","15.779999999999982","15.779999999999982"
"10676","28.19000000000003","28.19000000000003","28.19000000000003"
"10982","13.209999999999964","13.209999999999964","13.209999999999964"
