"Step","SimpleQMIX_everything_later_blox_gamma0.95_lr0.001_hidden64_target10__20241215_123403 - blue_player1_reward","SimpleQMIX_everything_later_blox_gamma0.95_lr0.001_hidden64_target10__20241215_123403 - blue_player1_reward__MIN","SimpleQMIX_everything_later_blox_gamma0.95_lr0.001_hidden64_target10__20241215_123403 - blue_player1_reward__MAX"
"302","114.24000000000017","114.24000000000017","114.24000000000017"
"608","35.9200000000002","35.9200000000002","35.9200000000002"
"914","57.270000000000394","57.270000000000394","57.270000000000394"
"1220","71.66000000000005","71.66000000000005","71.66000000000005"
"1526","52.91000000000033","52.91000000000033","52.91000000000033"
"1832","51.110000000000326","51.110000000000326","51.110000000000326"
"2138","53.92000000000022","53.92000000000022","53.92000000000022"
"2444","60.90000000000024","60.90000000000024","60.90000000000024"
"2750","54.32000000000017","54.32000000000017","54.32000000000017"
"3056","140.78999999999988","140.78999999999988","140.78999999999988"
"3362","103.8000000000001","103.8000000000001","103.8000000000001"
"3668","76.88000000000001","76.88000000000001","76.88000000000001"
"3974","62.74000000000036","62.74000000000036","62.74000000000036"
"4280","119.29000000000005","119.29000000000005","119.29000000000005"
"4586","125.87999999999978","125.87999999999978","125.87999999999978"
"4892","125.63999999999984","125.63999999999984","125.63999999999984"
"5198","57.36000000000031","57.36000000000031","57.36000000000031"
"5504","122.4899999999999","122.4899999999999","122.4899999999999"
"5810","64.17000000000031","64.17000000000031","64.17000000000031"
"6116","62.46000000000032","62.46000000000032","62.46000000000032"
"6422","120.97999999999999","120.97999999999999","120.97999999999999"
"6728","149.43000000000043","149.43000000000043","149.43000000000043"
"7034","65.59000000000005","65.59000000000005","65.59000000000005"
"7340","90.20000000000005","90.20000000000005","90.20000000000005"
"7646","57.58000000000029","57.58000000000029","57.58000000000029"
"7952","88.2","88.2","88.2"
"8258","100.4700000000001","100.4700000000001","100.4700000000001"
"8564","124.02999999999997","124.02999999999997","124.02999999999997"
"8870","83.94000000000007","83.94000000000007","83.94000000000007"
"9176","-11.370000000000072","-11.370000000000072","-11.370000000000072"
"9482","92.28999999999996","92.28999999999996","92.28999999999996"
"9788","39.440000000000076","39.440000000000076","39.440000000000076"
"10094","89.75999999999995","89.75999999999995","89.75999999999995"
"10400","103.44000000000003","103.44000000000003","103.44000000000003"
"10706","116.66999999999987","116.66999999999987","116.66999999999987"
"11012","136.2700000000002","136.2700000000002","136.2700000000002"
"11318","121.16999999999993","121.16999999999993","121.16999999999993"
"11624","125.46999999999996","125.46999999999996","125.46999999999996"
"11930","25.699999999999953","25.699999999999953","25.699999999999953"
"12236","124.18999999999987","124.18999999999987","124.18999999999987"
"12542","145.59000000000046","145.59000000000046","145.59000000000046"
"12848","140.12000000000006","140.12000000000006","140.12000000000006"
"13154","49.650000000000176","49.650000000000176","49.650000000000176"
"13460","112.14000000000014","112.14000000000014","112.14000000000014"
"13766","29.130000000000045","29.130000000000045","29.130000000000045"
"14072","28.84000000000002","28.84000000000002","28.84000000000002"
"14378","89.61000000000001","89.61000000000001","89.61000000000001"
"14684","73.27000000000015","73.27000000000015","73.27000000000015"
"14990","9.389999999999969","9.389999999999969","9.389999999999969"
"15296","131.03000000000003","131.03000000000003","131.03000000000003"
"15602","139.99000000000024","139.99000000000024","139.99000000000024"
"15908","103.49000000000008","103.49000000000008","103.49000000000008"
"16214","148.72000000000045","148.72000000000045","148.72000000000045"
"16520","107.04","107.04","107.04"
"16826","19.230000000000036","19.230000000000036","19.230000000000036"
"17132","143.6300000000003","143.6300000000003","143.6300000000003"
"17438","121.89999999999995","121.89999999999995","121.89999999999995"
"17744","133.60000000000025","133.60000000000025","133.60000000000025"
"18050","52.25000000000043","52.25000000000043","52.25000000000043"
"18356","131.7600000000004","131.7600000000004","131.7600000000004"
"18662","135.47000000000017","135.47000000000017","135.47000000000017"
"18968","138.79000000000025","138.79000000000025","138.79000000000025"
"19274","149.06000000000023","149.06000000000023","149.06000000000023"
"19580","146.32000000000045","146.32000000000045","146.32000000000045"
"19886","141.53000000000014","141.53000000000014","141.53000000000014"
"20192","129.95000000000047","129.95000000000047","129.95000000000047"
"20498","129.83000000000044","129.83000000000044","129.83000000000044"
"20804","144.57000000000076","144.57000000000076","144.57000000000076"
"21110","119.62999999999982","119.62999999999982","119.62999999999982"
"21416","139.7799999999998","139.7799999999998","139.7799999999998"
"21722","122.45999999999988","122.45999999999988","122.45999999999988"
"22028","153.8900000000001","153.8900000000001","153.8900000000001"
"22334","124.60999999999987","124.60999999999987","124.60999999999987"
"22640","121.03999999999992","121.03999999999992","121.03999999999992"
"22946","123.34000000000005","123.34000000000005","123.34000000000005"
"23252","96.65999999999983","96.65999999999983","96.65999999999983"
"23558","134.35000000000048","134.35000000000048","134.35000000000048"
"23864","126.84999999999984","126.84999999999984","126.84999999999984"
"24170","127.42999999999988","127.42999999999988","127.42999999999988"
"24476","97.28999999999994","97.28999999999994","97.28999999999994"
"24782","136.02000000000038","136.02000000000038","136.02000000000038"
"25088","87.36000000000007","87.36000000000007","87.36000000000007"
"25394","72.75999999999999","72.75999999999999","72.75999999999999"
"25700","115.04999999999994","115.04999999999994","115.04999999999994"
"26006","24.550000000000118","24.550000000000118","24.550000000000118"
"26312","14.079999999999945","14.079999999999945","14.079999999999945"
"26618","130.88999999999996","130.88999999999996","130.88999999999996"
"26924","126.95999999999984","126.95999999999984","126.95999999999984"
"27230","129.80000000000038","129.80000000000038","129.80000000000038"
"27536","146.3400000000005","146.3400000000005","146.3400000000005"
"27842","9.979999999999995","9.979999999999995","9.979999999999995"
"28148","136.50000000000014","136.50000000000014","136.50000000000014"
"28454","125.44999999999979","125.44999999999979","125.44999999999979"
"28760","132.04999999999959","132.04999999999959","132.04999999999959"
"29066","134.9899999999999","134.9899999999999","134.9899999999999"
"29372","134.35000000000056","134.35000000000056","134.35000000000056"
"29678","135.62000000000126","135.62000000000126","135.62000000000126"
"29984","137.2300000000012","137.2300000000012","137.2300000000012"
"30290","136.20000000000036","136.20000000000036","136.20000000000036"
"30596","136.92000000000084","136.92000000000084","136.92000000000084"
