Mon Dec  9 14:19:29 2024    test.prof

         22168758 function calls (21994485 primitive calls) in 205.113 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\ticker.py:1052(LogFormatterExponent)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\pyparsing\util.py:101(_FifoCache)
        2    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\transforms.py:1801(transform_non_affine)
        2    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\transforms.py:2156(transform_path_non_affine)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\pyparsing\unicode.py:336(Devanagari)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\pyparsing\exceptions.py:265(ParseException)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\pyparsing\core.py:2494(_SingleCharLiteral)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\pyparsing\core.py:4736(_IndentGreater)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\pyparsing\core.py:4959(Located)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\pyparsing\core.py:5251(_NullToken)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\kiwisolver\exceptions.py:33(UnknownConstraint)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\numpy\ma\core.py:895(_DomainGreater)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\kiwisolver\exceptions.py:15(BadRequiredStrength)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\hatch.py:87(Shapes)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\backend_tools.py:631(ConfigureSubplotsBase)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\patches.py:3599(BarAB)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\patches.py:3639(CurveBracket)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\_mathtext.py:1061(Hbox)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\_mathtext.py:1420(Vrule)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\units.py:161(Registry)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\dateutil\parser\_parser.py:661(_result)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\dateutil\tz\tz.py:1156(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\dateutil\tz\_factories.py:19(_TzFactory)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\dateutil\tz\_factories.py:55(_TzStrFactory)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\google\protobuf\internal\python_edition_defaults.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\google\protobuf\internal\type_checkers.py:209(Int32ValueChecker)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\google\protobuf\internal\type_checkers.py:216(Uint32ValueChecker)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\yaml\tokens.py:45(BlockMappingStartToken)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\yaml\tokens.py:75(AliasToken)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\yaml\tokens.py:89(TagToken)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\yaml\nodes.py:35(CollectionNode)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\yaml\loader.py:31(SafeLoader)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\yaml\dumper.py:27(SafeDumper)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\yaml\cyaml.py:37(CUnsafeLoader)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\yaml\cyaml.py:44(CLoader)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\requests\exceptions.py:91(URLRequired)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\requests\exceptions.py:111(InvalidHeader)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\urllib3\connection.py:183(host)
        2    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\requests\adapters.py:578(add_headers)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\encodings\idna.py:303(StreamReader)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\data_types\helper_types\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\data_types\table.py:31(_TableIndex)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\vendor\graphql-core-1.1\wandb_graphql\type\definition.py:539(GraphQLInputObjectField)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\artifacts\exceptions.py:47(ArtifactFinalizedError)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\gitdb\exc.py:43(ParseError)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\git\exc.py:61(GitError)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\setuptools\dist.py:971(DistDeprecationWarning)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\email\_header_value_parser.py:853(MsgID)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\docker\auth.py:21(DockerError)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\pydantic\errors.py:140(PydanticSchemaGenerationError)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\pydantic\errors.py:151(PydanticInvalidForJsonSchema)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\pydantic_core\core_schema.py:1971(BeforeValidatorFunctionSchema)
        2    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\pydantic\_internal\_model_construction.py:795(build_lenient_weakvaluedict)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\pydantic\_internal\_generate_schema.py:543(CollectedInvalid)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\pydantic\functional_validators.py:601(ModelBeforeValidatorWithoutInfo)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\pydantic\functional_validators.py:631(ModelBeforeValidator)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\annotated_types\__init__.py:98(BaseMetadata)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\wandb_setup.py:173(_get_logger)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\vendor\pynvml\pynvml.py:1361(c_nvmlSample_t)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\vendor\pynvml\pynvml.py:1632(c_nvmlVgpuVersion_t)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\vendor\pynvml\pynvml.py:1268(c_nvmlBAR1Memory_t)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\vendor\pynvml\pynvml.py:1281(nvmlClkMonStatus_t)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\vendor\pynvml\pynvml.py:1431(c_nvmlVgpuLicenseInfo_t)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\vendor\pynvml\pynvml.py:1754(c_nvmlGpuInstanceInfo_t)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\vendor\watchdog_0_9_0\wandb_watchdog\observers\api.py:30(EventQueue)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sentry_sdk\integrations\__init__.py:139(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sentry_sdk\client.py:941(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\util.py:629(WritableNull)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX//agents/MCTSTeam.py:2166(MonteCarloModelSimulation)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\colorama\ansi.py:93(AnsiStyle)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\_functorch\_aot_autograd\runtime_wrappers.py:187(IsInputHandler)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\_inductor\exc.py:81(CppCompileError)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\onnx\_internal\io_adapter.py:303(RemoveNoneInputStep)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\onnx\_internal\io_adapter.py:445(FlattenOutputStep)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\onnx\_internal\io_adapter.py:604(PrependParamsAndBuffersAotAutogradOutputStep)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\_inductor\exc.py:67(InvalidCxxCompiler)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\pydantic\deprecated\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\fx\experimental\symbolic_shapes.py:99(PendingUnbackedSymbolNotFound)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\mpmath\libmp\libhyper.py:43(NoConvergence)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\core\cache.py:45(__cacheit)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\core\assumptions.py:680(ManagedProperties)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\core\kind.py:48(Kind)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\core\operations.py:460(ShortCircuit)
        3    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\core\numbers.py:434(class_key)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\core\numbers.py:3277(_as_mpf_val)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\polys\polyerrors.py:155(PolificationFailed)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\polys\orderings.py:54(ReversedGradedLexOrder)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\printing\pretty\pretty_symbology.py:41(pretty_use_unicode)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\functions\elementary\exponential.py:213(ExpMeta)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\polys\matrices\exceptions.py:13(DMError)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\polys\matrices\exceptions.py:38(DMNonInvertibleMatrixError)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\strategies\rl.py:83(sort)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\simplify\sqrtdenest.py:216(SqrtdenestStopIteration)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\solvers\diophantine\diophantine.py:256(Linear)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\solvers\diophantine\diophantine.py:454(BinaryQuadratic)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\solvers\diophantine\diophantine.py:695(HomogeneousTernaryQuadraticNormal)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\solvers\diophantine\diophantine.py:1107(CubicThue)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\solvers\diophantine\diophantine.py:1134(GeneralSumOfEvenPowers)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\solvers\solveset.py:794(_SolveTrig1Error)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\solvers\ode\single.py:37(ODEMatchError)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\solvers\simplex.py:96(InfeasibleLPError)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\geometry\exceptions.py:3(GeometryError)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\_numpy\_dtypes.py:137(float16)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\_numpy\_dtypes.py:155(complex64)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\_numpy\_dtypes.py:167(bool_)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\_dynamo\exc.py:125(AttributeMutationError)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\_dynamo\exc.py:88(BackendCompilerFailed)
