"Step","SimpleQMIX_everything_varying_blox_gamma0.995_lr0.001_hidden128_target10__20241215_170557 - blue_player1_reward","SimpleQMIX_everything_varying_blox_gamma0.995_lr0.001_hidden128_target10__20241215_170557 - blue_player1_reward__MIN","SimpleQMIX_everything_varying_blox_gamma0.995_lr0.001_hidden128_target10__20241215_170557 - blue_player1_reward__MAX"
"303","11.489999999999952","11.489999999999952","11.489999999999952"
"610","5.779999999999999","5.779999999999999","5.779999999999999"
"917","14.389999999999908","14.389999999999908","14.389999999999908"
"1224","6.190000000000005","6.190000000000005","6.190000000000005"
"1531","15.829999999999957","15.829999999999957","15.829999999999957"
"1838","15.419999999999984","15.419999999999984","15.419999999999984"
"2145","23.28","23.28","23.28"
"2452","37.87000000000004","37.87000000000004","37.87000000000004"
"2759","32.540000000000404","32.540000000000404","32.540000000000404"
"3066","10.119999999999973","10.119999999999973","10.119999999999973"
"3373","52.34000000000013","52.34000000000013","52.34000000000013"
"3680","57.010000000000154","57.010000000000154","57.010000000000154"
"3987","21.370000000000065","21.370000000000065","21.370000000000065"
"4294","5.619999999999988","5.619999999999988","5.619999999999988"
"4601","32.40000000000009","32.40000000000009","32.40000000000009"
"4689","6.570000000000003","6.570000000000003","6.570000000000003"
"4996","21.07000000000008","21.07000000000008","21.07000000000008"
"5303","6.73","6.73","6.73"
"5610","5.389999999999998","5.389999999999998","5.389999999999998"
"5917","5.7499999999999964","5.7499999999999964","5.7499999999999964"
"6048","-2.7100000000000017","-2.7100000000000017","-2.7100000000000017"
"6228","10.489999999999958","10.489999999999958","10.489999999999958"
"6535","-0.17999999999999913","-0.17999999999999913","-0.17999999999999913"
"6842","5.570000000000001","5.570000000000001","5.570000000000001"
"7149","13.679999999999925","13.679999999999925","13.679999999999925"
"7256","-6.590000000000002","-6.590000000000002","-6.590000000000002"
"7563","7.660000000000023","7.660000000000023","7.660000000000023"
"7870","12.829999999999895","12.829999999999895","12.829999999999895"
"8149","29.100000000000023","29.100000000000023","29.100000000000023"
"8456","82.81000000000009","82.81000000000009","82.81000000000009"
"8763","2.3899999999999992","2.3899999999999992","2.3899999999999992"
"9070","74.39999999999993","74.39999999999993","74.39999999999993"
"9377","14.86999999999997","14.86999999999997","14.86999999999997"
"9684","5.459999999999997","5.459999999999997","5.459999999999997"
"9991","23.54","23.54","23.54"
"10298","6.0300000000000065","6.0300000000000065","6.0300000000000065"
"10605","-0.38000000000000544","-0.38000000000000544","-0.38000000000000544"
"10912","4.20999999999999","4.20999999999999","4.20999999999999"
"11013","-7.090000000000003","-7.090000000000003","-7.090000000000003"
"11320","3.7499999999999933","3.7499999999999933","3.7499999999999933"
"11627","2.0300000000000016","2.0300000000000016","2.0300000000000016"
"11934","184.71999999999994","184.71999999999994","184.71999999999994"
"12241","4.68","4.68","4.68"
"12331","-3.03","-3.03","-3.03"
"12638","4.259999999999992","4.259999999999992","4.259999999999992"
"12945","6.2","6.2","6.2"
"13252","1.9300000000000006","1.9300000000000006","1.9300000000000006"
"13559","34.239999999999945","34.239999999999945","34.239999999999945"
"13866","8.839999999999987","8.839999999999987","8.839999999999987"
"14173","58.14000000000029","58.14000000000029","58.14000000000029"
"14480","20.010000000000094","20.010000000000094","20.010000000000094"
"14787","15.64999999999992","15.64999999999992","15.64999999999992"
"15094","58.41000000000007","58.41000000000007","58.41000000000007"
"15401","50.3700000000002","50.3700000000002","50.3700000000002"
"15708","3.5299999999999963","3.5299999999999963","3.5299999999999963"
"16015","3.5099999999999825","3.5099999999999825","3.5099999999999825"
"16322","27.36","27.36","27.36"
"16629","195.03000000000034","195.03000000000034","195.03000000000034"
"16936","14.22999999999999","14.22999999999999","14.22999999999999"
"17243","6.779999999999982","6.779999999999982","6.779999999999982"
"17550","57.40000000000022","57.40000000000022","57.40000000000022"
"17857","12.53999999999992","12.53999999999992","12.53999999999992"
"18164","15.349999999999916","15.349999999999916","15.349999999999916"
"18471","20.350000000000097","20.350000000000097","20.350000000000097"
"18778","7.849999999999997","7.849999999999997","7.849999999999997"
"19085","3.259999999999992","3.259999999999992","3.259999999999992"
"19392","149.57","149.57","149.57"
"19699","79.73000000000003","79.73000000000003","79.73000000000003"
"20006","69.1000000000001","69.1000000000001","69.1000000000001"
"20313","46.5000000000002","46.5000000000002","46.5000000000002"
"20620","91.94999999999993","91.94999999999993","91.94999999999993"
"20927","30.880000000000027","30.880000000000027","30.880000000000027"
"21234","0.9300000000000009","0.9300000000000009","0.9300000000000009"
"21541","253.0700000000008","253.0700000000008","253.0700000000008"
"21848","51.31000000000009","51.31000000000009","51.31000000000009"
"22155","132.99000000000012","132.99000000000012","132.99000000000012"
"22462","176.84000000000046","176.84000000000046","176.84000000000046"
"22769","314.9199999999949","314.9199999999949","314.9199999999949"
"23076","121.15999999999985","121.15999999999985","121.15999999999985"
"23383","112.33999999999999","112.33999999999999","112.33999999999999"
"23690","-7.260000000000006","-7.260000000000006","-7.260000000000006"
"23997","50.600000000000065","50.600000000000065","50.600000000000065"
"24304","59.69000000000007","59.69000000000007","59.69000000000007"
"24611","83.13999999999999","83.13999999999999","83.13999999999999"
"24918","-1.5800000000000056","-1.5800000000000056","-1.5800000000000056"
"25225","12.859999999999992","12.859999999999992","12.859999999999992"
"25532","-1.9299999999999795","-1.9299999999999795","-1.9299999999999795"
"25839","-4.450000000000013","-4.450000000000013","-4.450000000000013"
"26146","14.189999999999966","14.189999999999966","14.189999999999966"
"26453","6.470000000000005","6.470000000000005","6.470000000000005"
"26760","20.86000000000008","20.86000000000008","20.86000000000008"
"27067","1.2000000000000013","1.2000000000000013","1.2000000000000013"
"27374","18.710000000000008","18.710000000000008","18.710000000000008"
"27681","35.67000000000003","35.67000000000003","35.67000000000003"
"27988","252.93000000000023","252.93000000000023","252.93000000000023"
"28295","121.64000000000004","121.64000000000004","121.64000000000004"
"28602","7.8699999999999655","7.8699999999999655","7.8699999999999655"
"28909","-6.939999999999985","-6.939999999999985","-6.939999999999985"
"29216","5.869999999999993","5.869999999999993","5.869999999999993"
"29523","1.209999999999998","1.209999999999998","1.209999999999998"
