"Step","SimpleQMIX_everything_random_blox_gamma0.995_lr0.0001_hidden64_target10__20241215_101427 - blue_player2_reward","SimpleQMIX_everything_random_blox_gamma0.995_lr0.0001_hidden64_target10__20241215_101427 - blue_player2_reward__MIN","SimpleQMIX_everything_random_blox_gamma0.995_lr0.0001_hidden64_target10__20241215_101427 - blue_player2_reward__MAX"
"272","2.3199999999999985","2.3199999999999985","2.3199999999999985"
"578","3.139999999999995","3.139999999999995","3.139999999999995"
"884","3.3199999999999914","3.3199999999999914","3.3199999999999914"
"1190","-2.1800000000000015","-2.1800000000000015","-2.1800000000000015"
"1496","-12.130000000000024","-12.130000000000024","-12.130000000000024"
"1802","-10.040000000000047","-10.040000000000047","-10.040000000000047"
"2108","6.349999999999997","6.349999999999997","6.349999999999997"
"2414","5.279999999999989","5.279999999999989","5.279999999999989"
"2720","23.62000000000003","23.62000000000003","23.62000000000003"
"3026","5.6899999999999995","5.6899999999999995","5.6899999999999995"
"3332","4.309999999999986","4.309999999999986","4.309999999999986"
"3638","15.340000000000009","15.340000000000009","15.340000000000009"
"3944","20.80000000000001","20.80000000000001","20.80000000000001"
"4250","10.689999999999989","10.689999999999989","10.689999999999989"
"4556","3.61999999999999","3.61999999999999","3.61999999999999"
"4862","-12.080000000000064","-12.080000000000064","-12.080000000000064"
"5168","4.389999999999988","4.389999999999988","4.389999999999988"
"5474","5.369999999999993","5.369999999999993","5.369999999999993"
"5780","15.11999999999996","15.11999999999996","15.11999999999996"
"6086","7.050000000000015","7.050000000000015","7.050000000000015"
"6392","25.470000000000052","25.470000000000052","25.470000000000052"
"6698","-15.080000000000009","-15.080000000000009","-15.080000000000009"
"7004","15.659999999999961","15.659999999999961","15.659999999999961"
"7310","51.90999999999998","51.90999999999998","51.90999999999998"
"7616","4.869999999999948","4.869999999999948","4.869999999999948"
"7922","75.16999999999997","75.16999999999997","75.16999999999997"
"8228","29.64000000000007","29.64000000000007","29.64000000000007"
"8534","14.959999999999972","14.959999999999972","14.959999999999972"
"8840","11.36999999999996","11.36999999999996","11.36999999999996"
"9146","1.2699999999999854","1.2699999999999854","1.2699999999999854"
"9452","0.17000000000000073","0.17000000000000073","0.17000000000000073"
"9758","12.419999999999982","12.419999999999982","12.419999999999982"
"10064","-2.639999999999999","-2.639999999999999","-2.639999999999999"
"10370","15.789999999999996","15.789999999999996","15.789999999999996"
"10676","15.359999999999951","15.359999999999951","15.359999999999951"
"10982","-2.2100000000000413","-2.2100000000000413","-2.2100000000000413"
"11288","4.880000000000001","4.880000000000001","4.880000000000001"
