"Step","SimpleQMIX_everything_random_blox_gamma0.995_lr0.0001_hidden64_target10__20241215_101427 - blue_player1_reward","SimpleQMIX_everything_random_blox_gamma0.995_lr0.0001_hidden64_target10__20241215_101427 - blue_player1_reward__MIN","SimpleQMIX_everything_random_blox_gamma0.995_lr0.0001_hidden64_target10__20241215_101427 - blue_player1_reward__MAX"
"271","0.9499999999999923","0.9499999999999923","0.9499999999999923"
"577","0.6799999999999966","0.6799999999999966","0.6799999999999966"
"883","-0.19000000000000425","-0.19000000000000425","-0.19000000000000425"
"1189","16.97000000000002","16.97000000000002","16.97000000000002"
"1495","5.029999999999997","5.029999999999997","5.029999999999997"
"1801","13.689999999999984","13.689999999999984","13.689999999999984"
"2107","13.619999999999969","13.619999999999969","13.619999999999969"
"2413","-4.470000000000002","-4.470000000000002","-4.470000000000002"
"2719","33.11000000000004","33.11000000000004","33.11000000000004"
"3025","19.38000000000012","19.38000000000012","19.38000000000012"
"3331","-14.150000000000043","-14.150000000000043","-14.150000000000043"
"3637","-4.989999999999993","-4.989999999999993","-4.989999999999993"
"3943","16.500000000000018","16.500000000000018","16.500000000000018"
"4249","2.3199999999999936","2.3199999999999936","2.3199999999999936"
"4555","-15.860000000000023","-15.860000000000023","-15.860000000000023"
"4861","-4.420000000000027","-4.420000000000027","-4.420000000000027"
"5167","-3.0299999999999954","-3.0299999999999954","-3.0299999999999954"
"5473","-12.66000000000005","-12.66000000000005","-12.66000000000005"
"5779","-10.400000000000023","-10.400000000000023","-10.400000000000023"
"6085","1.5500000000000012","1.5500000000000012","1.5500000000000012"
"6391","-0.8600000000000008","-0.8600000000000008","-0.8600000000000008"
"6697","-4.809999999999999","-4.809999999999999","-4.809999999999999"
"7003","1.4899999999999964","1.4899999999999964","1.4899999999999964"
"7309","3.670000000000008","3.670000000000008","3.670000000000008"
"7615","14.959999999999976","14.959999999999976","14.959999999999976"
"7921","31.660000000000103","31.660000000000103","31.660000000000103"
"8227","20.410000000000068","20.410000000000068","20.410000000000068"
"8533","11.269999999999982","11.269999999999982","11.269999999999982"
"8839","9.219999999999992","9.219999999999992","9.219999999999992"
"9145","-6.640000000000031","-6.640000000000031","-6.640000000000031"
"9451","-8.380000000000031","-8.380000000000031","-8.380000000000031"
"9757","-1.2000000000000017","-1.2000000000000017","-1.2000000000000017"
"10063","6.49999999999999","6.49999999999999","6.49999999999999"
"10369","20.130000000000045","20.130000000000045","20.130000000000045"
"10675","10.859999999999976","10.859999999999976","10.859999999999976"
"10981","-6.589999999999996","-6.589999999999996","-6.589999999999996"
"11287","2.8299999999999863","2.8299999999999863","2.8299999999999863"
"11593","5.930000000000004","5.930000000000004","5.930000000000004"
"11899","67.76000000000003","67.76000000000003","67.76000000000003"
"12205","15.419999999999954","15.419999999999954","15.419999999999954"
"12511","-0.9000000000000037","-0.9000000000000037","-0.9000000000000037"
"12817","-6.039999999999987","-6.039999999999987","-6.039999999999987"
"13123","10.249999999999984","10.249999999999984","10.249999999999984"
"13429","-4.630000000000001","-4.630000000000001","-4.630000000000001"
"13735","12.029999999999943","12.029999999999943","12.029999999999943"
"14041","8.12999999999999","8.12999999999999","8.12999999999999"
"14347","1.7200000000000042","1.7200000000000042","1.7200000000000042"
"14653","14.119999999999978","14.119999999999978","14.119999999999978"
"14959","-4.889999999999998","-4.889999999999998","-4.889999999999998"
"15265","50.04000000000011","50.04000000000011","50.04000000000011"
"15571","-3.809999999999998","-3.809999999999998","-3.809999999999998"
"15877","20.470000000000027","20.470000000000027","20.470000000000027"
"16183","2.299999999999997","2.299999999999997","2.299999999999997"
"16489","15.90999999999999","15.90999999999999","15.90999999999999"
"16795","4.609999999999986","4.609999999999986","4.609999999999986"
