"Step","IQL_CNN_blox__20241210_192432 - blue_player1_reward","IQL_CNN_blox__20241210_192432 - blue_player1_reward__MIN","IQL_CNN_blox__20241210_192432 - blue_player1_reward__MAX"
"541","2.6299999999999955","2.6299999999999955","2.6299999999999955"
"1148","4.169999999999987","4.169999999999987","4.169999999999987"
"1755","9.49999999999997","9.49999999999997","9.49999999999997"
"2362","2.0500000000000003","2.0500000000000003","2.0500000000000003"
"2969","3.319999999999989","3.319999999999989","3.319999999999989"
"3576","2.999999999999992","2.999999999999992","2.999999999999992"
"4183","3.02999999999999","3.02999999999999","3.02999999999999"
"4790","2.709999999999994","2.709999999999994","2.709999999999994"
"5397","9.099999999999971","9.099999999999971","9.099999999999971"
"6004","3.7199999999999847","3.7199999999999847","3.7199999999999847"
"6611","10.249999999999977","10.249999999999977","10.249999999999977"
"7218","7.659999999999963","7.659999999999963","7.659999999999963"
"7825","7.939999999999958","7.939999999999958","7.939999999999958"
"8432","4.639999999999972","4.639999999999972","4.639999999999972"
"9039","10.199999999999973","10.199999999999973","10.199999999999973"
"9646","8.179999999999948","8.179999999999948","8.179999999999948"
"10253","8.139999999999976","8.139999999999976","8.139999999999976"
"10860","12.999999999999947","12.999999999999947","12.999999999999947"
"11467","3.40999999999999","3.40999999999999","3.40999999999999"
"12074","3.5899999999999825","3.5899999999999825","3.5899999999999825"
"12681","4.429999999999972","4.429999999999972","4.429999999999972"
"13288","8.489999999999965","8.489999999999965","8.489999999999965"
"13895","3.7999999999999865","3.7999999999999865","3.7999999999999865"
"14502","9.60999999999993","9.60999999999993","9.60999999999993"
"15109","9.659999999999949","9.659999999999949","9.659999999999949"
"15716","4.339999999999984","4.339999999999984","4.339999999999984"
"16323","13.589999999999954","13.589999999999954","13.589999999999954"
"16930","6.179999999999959","6.179999999999959","6.179999999999959"
"17537","9.349999999999968","9.349999999999968","9.349999999999968"
"18144","9.149999999999961","9.149999999999961","9.149999999999961"
"18751","14.749999999999964","14.749999999999964","14.749999999999964"
"19358","15.079999999999943","15.079999999999943","15.079999999999943"
"19965","3.989999999999986","3.989999999999986","3.989999999999986"
"20572","8.919999999999964","8.919999999999964","8.919999999999964"
"21179","9.14999999999997","9.14999999999997","9.14999999999997"
"21786","11.199999999999969","11.199999999999969","11.199999999999969"
"22393","11.379999999999956","11.379999999999956","11.379999999999956"
"23000","19.73000000000006","19.73000000000006","19.73000000000006"
"23607","13.719999999999944","13.719999999999944","13.719999999999944"
"24214","19.98000000000002","19.98000000000002","19.98000000000002"
"24821","3.5399999999999867","3.5399999999999867","3.5399999999999867"
"25428","12.819999999999967","12.819999999999967","12.819999999999967"
"26035","16.969999999999995","16.969999999999995","16.969999999999995"
"26642","12.639999999999958","12.639999999999958","12.639999999999958"
"27249","9.59999999999994","9.59999999999994","9.59999999999994"
"27856","13.469999999999962","13.469999999999962","13.469999999999962"
"28463","13.92999999999998","13.92999999999998","13.92999999999998"
"29070","8.799999999999969","8.799999999999969","8.799999999999969"
"29677","3.449999999999988","3.449999999999988","3.449999999999988"
"30284","9.379999999999983","9.379999999999983","9.379999999999983"
"30891","14.279999999999964","14.279999999999964","14.279999999999964"
"31498","7.869999999999976","7.869999999999976","7.869999999999976"
"32105","2.7899999999999907","2.7899999999999907","2.7899999999999907"
"32712","3.58999999999998","3.58999999999998","3.58999999999998"
"33319","4.089999999999987","4.089999999999987","4.089999999999987"
"33926","11.509999999999987","11.509999999999987","11.509999999999987"
"34533","21.620000000000093","21.620000000000093","21.620000000000093"
"35140","5.269999999999968","5.269999999999968","5.269999999999968"
"35747","6.569999999999963","6.569999999999963","6.569999999999963"
"36354","11.599999999999966","11.599999999999966","11.599999999999966"
"36961","7.539999999999932","7.539999999999932","7.539999999999932"
"37568","7.1699999999999795","7.1699999999999795","7.1699999999999795"
"38175","13.879999999999972","13.879999999999972","13.879999999999972"
"38782","13.899999999999979","13.899999999999979","13.899999999999979"
"39389","3.5899999999999856","3.5899999999999856","3.5899999999999856"
"39996","3.9999999999999876","3.9999999999999876","3.9999999999999876"
"40603","14.269999999999976","14.269999999999976","14.269999999999976"
"41210","15.679999999999982","15.679999999999982","15.679999999999982"
"41817","4.699999999999978","4.699999999999978","4.699999999999978"
"42424","5.829999999999973","5.829999999999973","5.829999999999973"
"43031","3.329999999999994","3.329999999999994","3.329999999999994"
"43638","3.7199999999999784","3.7199999999999784","3.7199999999999784"
"44245","3.3299999999999934","3.3299999999999934","3.3299999999999934"
"44852","13.59999999999997","13.59999999999997","13.59999999999997"
"45459","3.3299999999999867","3.3299999999999867","3.3299999999999867"
"46066","3.8099999999999867","3.8099999999999867","3.8099999999999867"
"46673","7.569999999999986","7.569999999999986","7.569999999999986"
"47280","4.9399999999999755","4.9399999999999755","4.9399999999999755"
"47887","3.8999999999999875","3.8999999999999875","3.8999999999999875"
"48494","4.149999999999982","4.149999999999982","4.149999999999982"
"49101","16.199999999999967","16.199999999999967","16.199999999999967"
"49708","3.4699999999999958","3.4699999999999958","3.4699999999999958"
"50315","13.139999999999981","13.139999999999981","13.139999999999981"
"50922","15.769999999999945","15.769999999999945","15.769999999999945"
"51529","3.3899999999999832","3.3899999999999832","3.3899999999999832"
"52136","11.869999999999985","11.869999999999985","11.869999999999985"
"52743","4.76999999999998","4.76999999999998","4.76999999999998"
"53350","3.609999999999984","3.609999999999984","3.609999999999984"
"53957","14.999999999999956","14.999999999999956","14.999999999999956"
"54564","7.639999999999981","7.639999999999981","7.639999999999981"
"55171","4.059999999999986","4.059999999999986","4.059999999999986"
"55778","15.659999999999963","15.659999999999963","15.659999999999963"
"56385","5.229999999999959","5.229999999999959","5.229999999999959"
"56992","3.7599999999999847","3.7599999999999847","3.7599999999999847"
"57599","3.4799999999999933","3.4799999999999933","3.4799999999999933"
"58206","3.9099999999999877","3.9099999999999877","3.9099999999999877"
"58813","9.21999999999998","9.21999999999998","9.21999999999998"
"59420","4.529999999999992","4.529999999999992","4.529999999999992"
"60027","3.229999999999987","3.229999999999987","3.229999999999987"
"60634","3.6599999999999846","3.6599999999999846","3.6599999999999846"
