"Step","SimpleQMIX_everything_random_blox_gamma0.95_lr0.0001_hidden128_target10__20241215_025034 - blue_player1_reward","SimpleQMIX_everything_random_blox_gamma0.95_lr0.0001_hidden128_target10__20241215_025034 - blue_player1_reward__MIN","SimpleQMIX_everything_random_blox_gamma0.95_lr0.0001_hidden128_target10__20241215_025034 - blue_player1_reward__MAX"
"271","3.869999999999986","3.869999999999986","3.869999999999986"
"577","-10.16000000000003","-10.16000000000003","-10.16000000000003"
"883","-4.239999999999983","-4.239999999999983","-4.239999999999983"
"1189","4.269999999999992","4.269999999999992","4.269999999999992"
"1495","7.269999999999993","7.269999999999993","7.269999999999993"
"1801","5.039999999999994","5.039999999999994","5.039999999999994"
"2107","14.379999999999999","14.379999999999999","14.379999999999999"
"2413","4.149999999999988","4.149999999999988","4.149999999999988"
"2719","8.959999999999988","8.959999999999988","8.959999999999988"
"3025","13.69999999999998","13.69999999999998","13.69999999999998"
"3331","34.55000000000003","34.55000000000003","34.55000000000003"
"3637","9.239999999999965","9.239999999999965","9.239999999999965"
"3943","2.009999999999979","2.009999999999979","2.009999999999979"
"4249","0.899999999999998","0.899999999999998","0.899999999999998"
"4555","29.660000000000057","29.660000000000057","29.660000000000057"
"4861","-2.35000000000001","-2.35000000000001","-2.35000000000001"
"5167","-12.839999999999998","-12.839999999999998","-12.839999999999998"
"5473","-6.92999999999999","-6.92999999999999","-6.92999999999999"
"5779","3.6399999999999557","3.6399999999999557","3.6399999999999557"
"6085","-10.66000000000001","-10.66000000000001","-10.66000000000001"
"6391","10.829999999999952","10.829999999999952","10.829999999999952"
"6697","-16.13000000000004","-16.13000000000004","-16.13000000000004"
"7003","-11.229999999999992","-11.229999999999992","-11.229999999999992"
"7309","1.830000000000001","1.830000000000001","1.830000000000001"
"7615","10.889999999999961","10.889999999999961","10.889999999999961"
"7921","13.519999999999982","13.519999999999982","13.519999999999982"
"8227","2.14","2.14","2.14"
"8533","20.43000000000002","20.43000000000002","20.43000000000002"
"8839","6.820000000000006","6.820000000000006","6.820000000000006"
"9145","3.949999999999986","3.949999999999986","3.949999999999986"
"9451","-16.70000000000003","-16.70000000000003","-16.70000000000003"
"9757","-10.290000000000006","-10.290000000000006","-10.290000000000006"
"10063","-2.759999999999996","-2.759999999999996","-2.759999999999996"
"10369","-6.4099999999999815","-6.4099999999999815","-6.4099999999999815"
"10675","12.559999999999992","12.559999999999992","12.559999999999992"
"10981","-2.12","-2.12","-2.12"
"11287","9.669999999999986","9.669999999999986","9.669999999999986"
"11593","1.0300000000000016","1.0300000000000016","1.0300000000000016"
"11899","10.41000000000001","10.41000000000001","10.41000000000001"
