"Step","SimpleQMIX_everything_varying_blox_gamma0.95_lr0.0001_hidden128_target10__20241215_065336 - blue_player1_reward","SimpleQMIX_everything_varying_blox_gamma0.95_lr0.0001_hidden128_target10__20241215_065336 - blue_player1_reward__MIN","SimpleQMIX_everything_varying_blox_gamma0.95_lr0.0001_hidden128_target10__20241215_065336 - blue_player1_reward__MAX"
"303","15.13999999999996","15.13999999999996","15.13999999999996"
"610","7.900000000000019","7.900000000000019","7.900000000000019"
"917","44.530000000000065","44.530000000000065","44.530000000000065"
"1224","1.219999999999974","1.219999999999974","1.219999999999974"
"1531","39.11000000000018","39.11000000000018","39.11000000000018"
"1838","54.459999999999994","54.459999999999994","54.459999999999994"
"2145","-12.560000000000018","-12.560000000000018","-12.560000000000018"
"2452","64.46000000000022","64.46000000000022","64.46000000000022"
"2759","-23.199999999999985","-23.199999999999985","-23.199999999999985"
"3066","-15.270000000000067","-15.270000000000067","-15.270000000000067"
"3373","-24.59999999999998","-24.59999999999998","-24.59999999999998"
"3680","-17.51000000000003","-17.51000000000003","-17.51000000000003"
"3987","24.700000000000024","24.700000000000024","24.700000000000024"
"4250","-12.630000000000003","-12.630000000000003","-12.630000000000003"
"4557","-3.4900000000000007","-3.4900000000000007","-3.4900000000000007"
"4659","-12.459999999999999","-12.459999999999999","-12.459999999999999"
"4966","-24.98000000000001","-24.98000000000001","-24.98000000000001"
"5273","-6.649999999999982","-6.649999999999982","-6.649999999999982"
"5580","-23.350000000000026","-23.350000000000026","-23.350000000000026"
"5887","17.129999999999995","17.129999999999995","17.129999999999995"
"6194","-6.43","-6.43","-6.43"
"6501","-5.160000000000004","-5.160000000000004","-5.160000000000004"
"6808","7.599999999999999","7.599999999999999","7.599999999999999"
"6902","-7.390000000000002","-7.390000000000002","-7.390000000000002"
"7209","1.1199999999999992","1.1199999999999992","1.1199999999999992"
"7516","12.549999999999962","12.549999999999962","12.549999999999962"
"7823","-13.029999999999994","-13.029999999999994","-13.029999999999994"
"8130","-5.069999999999996","-5.069999999999996","-5.069999999999996"
"8437","5.2799999999999585","5.2799999999999585","5.2799999999999585"
"8744","-3.160000000000007","-3.160000000000007","-3.160000000000007"
"9051","-6.31999999999999","-6.31999999999999","-6.31999999999999"
"9358","20.63","20.63","20.63"
"9529","-13.989999999999995","-13.989999999999995","-13.989999999999995"
"9629","-9.030000000000001","-9.030000000000001","-9.030000000000001"
"9936","-21.30000000000001","-21.30000000000001","-21.30000000000001"
"10243","-23.619999999999905","-23.619999999999905","-23.619999999999905"
"10550","-2.950000000000014","-2.950000000000014","-2.950000000000014"
"10644","-14.470000000000002","-14.470000000000002","-14.470000000000002"
"10951","-18.400000000000006","-18.400000000000006","-18.400000000000006"
"11048","-7.92","-7.92","-7.92"
"11355","-1.9700000000000082","-1.9700000000000082","-1.9700000000000082"
"11528","-13.490000000000004","-13.490000000000004","-13.490000000000004"
"11835","-2.2600000000000504","-2.2600000000000504","-2.2600000000000504"
"12142","-16.77000000000003","-16.77000000000003","-16.77000000000003"
"12449","-3.3800000000000043","-3.3800000000000043","-3.3800000000000043"
"12756","0.9300000000000002","0.9300000000000002","0.9300000000000002"
"13063","-17.510000000000034","-17.510000000000034","-17.510000000000034"
"13370","-17.340000000000025","-17.340000000000025","-17.340000000000025"
"13677","-23.71000000000002","-23.71000000000002","-23.71000000000002"
"13779","-16.100000000000016","-16.100000000000016","-16.100000000000016"
"14086","-5.209999999999968","-5.209999999999968","-5.209999999999968"
"14393","8.68999999999995","8.68999999999995","8.68999999999995"
"14700","0.43999999999998984","0.43999999999998984","0.43999999999998984"
"15007","-13.42000000000001","-13.42000000000001","-13.42000000000001"
"15314","-20.30000000000001","-20.30000000000001","-20.30000000000001"
"15408","-4.01","-4.01","-4.01"
"15715","-13.770000000000026","-13.770000000000026","-13.770000000000026"
"16022","-17.59000000000003","-17.59000000000003","-17.59000000000003"
"16329","-4.770000000000001","-4.770000000000001","-4.770000000000001"
"16636","-2.6200000000000068","-2.6200000000000068","-2.6200000000000068"
"16943","-10.740000000000004","-10.740000000000004","-10.740000000000004"
"17250","-9.530000000000017","-9.530000000000017","-9.530000000000017"
"17557","15.429999999999959","15.429999999999959","15.429999999999959"
"17864","2.4899999999999998","2.4899999999999998","2.4899999999999998"
"18171","-11.740000000000087","-11.740000000000087","-11.740000000000087"
"18478","-3.259999999999998","-3.259999999999998","-3.259999999999998"
"18690","-15.120000000000019","-15.120000000000019","-15.120000000000019"
"18997","-4.580000000000006","-4.580000000000006","-4.580000000000006"
"19304","-8.149999999999965","-8.149999999999965","-8.149999999999965"
"19611","-20.380000000000013","-20.380000000000013","-20.380000000000013"
"19742","-4.750000000000002","-4.750000000000002","-4.750000000000002"
"20049","3.4500000000000135","3.4500000000000135","3.4500000000000135"
"20356","-1.490000000000001","-1.490000000000001","-1.490000000000001"
"20453","-6.74","-6.74","-6.74"
"20760","11.930000000000014","11.930000000000014","11.930000000000014"
"21067","-17.01000000000005","-17.01000000000005","-17.01000000000005"
"21167","-8.310000000000002","-8.310000000000002","-8.310000000000002"
"21474","-12.689999999999992","-12.689999999999992","-12.689999999999992"
"21628","-12.730000000000006","-12.730000000000006","-12.730000000000006"
"21723","-13.14","-13.14","-13.14"
"22030","-8.449999999999962","-8.449999999999962","-8.449999999999962"
"22337","-11.580000000000021","-11.580000000000021","-11.580000000000021"
"22644","-8.379999999999988","-8.379999999999988","-8.379999999999988"
"22951","-8.179999999999996","-8.179999999999996","-8.179999999999996"
"23258","-19.110000000000014","-19.110000000000014","-19.110000000000014"
"23565","-4.1300000000000034","-4.1300000000000034","-4.1300000000000034"
"23872","35.710000000000065","35.710000000000065","35.710000000000065"
"24179","-16.21","-16.21","-16.21"
"24279","-3.78","-3.78","-3.78"
"24586","-3.3200000000000083","-3.3200000000000083","-3.3200000000000083"
"24893","14.84","14.84","14.84"
"25200","-11.27000000000003","-11.27000000000003","-11.27000000000003"
"25290","-11.050000000000002","-11.050000000000002","-11.050000000000002"
"25516","0.5900000000000043","0.5900000000000043","0.5900000000000043"
"25823","0.5799999999999913","0.5799999999999913","0.5799999999999913"
"26130","-4.240000000000004","-4.240000000000004","-4.240000000000004"
"26224","-7.300000000000001","-7.300000000000001","-7.300000000000001"
"26531","-1.4800000000000055","-1.4800000000000055","-1.4800000000000055"
"26838","-2.4900000000000126","-2.4900000000000126","-2.4900000000000126"
"27145","-8.810000000000015","-8.810000000000015","-8.810000000000015"
