"Step","SimpleQMIX_everything_random_blox_gamma0.95_lr0.0001_hidden128_target10__20241215_025034 - blue_player2_reward","SimpleQMIX_everything_random_blox_gamma0.95_lr0.0001_hidden128_target10__20241215_025034 - blue_player2_reward__MIN","SimpleQMIX_everything_random_blox_gamma0.95_lr0.0001_hidden128_target10__20241215_025034 - blue_player2_reward__MAX"
"272","7.9499999999999575","7.9499999999999575","7.9499999999999575"
"578","-14.660000000000057","-14.660000000000057","-14.660000000000057"
"884","-2.5600000000000063","-2.5600000000000063","-2.5600000000000063"
"1190","4.019999999999982","4.019999999999982","4.019999999999982"
"1496","6.370000000000005","6.370000000000005","6.370000000000005"
"1802","12.939999999999964","12.939999999999964","12.939999999999964"
"2108","46.61000000000003","46.61000000000003","46.61000000000003"
"2414","-9.770000000000012","-9.770000000000012","-9.770000000000012"
"2720","-5.169999999999995","-5.169999999999995","-5.169999999999995"
"3026","-7.650000000000002","-7.650000000000002","-7.650000000000002"
"3332","12.989999999999975","12.989999999999975","12.989999999999975"
"3638","-0.640000000000011","-0.640000000000011","-0.640000000000011"
"3944","0.8799999999999866","0.8799999999999866","0.8799999999999866"
"4250","-7.050000000000009","-7.050000000000009","-7.050000000000009"
"4556","7.940000000000006","7.940000000000006","7.940000000000006"
"4862","9.119999999999964","9.119999999999964","9.119999999999964"
"5168","0.6500000000000002","0.6500000000000002","0.6500000000000002"
"5474","-1.4899999999999964","-1.4899999999999964","-1.4899999999999964"
"5780","-8.510000000000023","-8.510000000000023","-8.510000000000023"
"6086","10.629999999999981","10.629999999999981","10.629999999999981"
"6392","4.869999999999985","4.869999999999985","4.869999999999985"
"6698","0.199999999999987","0.199999999999987","0.199999999999987"
"7004","3.1599999999999917","3.1599999999999917","3.1599999999999917"
"7310","4.689999999999987","4.689999999999987","4.689999999999987"
"7616","11.159999999999965","11.159999999999965","11.159999999999965"
"7922","4.3799999999999875","4.3799999999999875","4.3799999999999875"
"8228","-16.05000000000001","-16.05000000000001","-16.05000000000001"
"8534","46.760000000000275","46.760000000000275","46.760000000000275"
"8840","-3.7000000000000157","-3.7000000000000157","-3.7000000000000157"
"9146","1.6399999999999983","1.6399999999999983","1.6399999999999983"
"9452","-10.84000000000006","-10.84000000000006","-10.84000000000006"
"9758","6.110000000000004","6.110000000000004","6.110000000000004"
"10064","-7.650000000000005","-7.650000000000005","-7.650000000000005"
"10370","-0.14999999999999974","-0.14999999999999974","-0.14999999999999974"
"10676","-3.229999999999998","-3.229999999999998","-3.229999999999998"
"10982","-3.900000000000002","-3.900000000000002","-3.900000000000002"
"11288","1.3300000000000112","1.3300000000000112","1.3300000000000112"
"11594","-5.689999999999997","-5.689999999999997","-5.689999999999997"
"11900","-10.640000000000013","-10.640000000000013","-10.640000000000013"
"12206","-3.849999999999986","-3.849999999999986","-3.849999999999986"
"12512","18.28999999999993","18.28999999999993","18.28999999999993"
"12818","-0.8100000000000102","-0.8100000000000102","-0.8100000000000102"
"13124","16.72","16.72","16.72"
"13430","5.149999999999993","5.149999999999993","5.149999999999993"
"13736","1.7400000000000004","1.7400000000000004","1.7400000000000004"
"14042","-2.0299999999999905","-2.0299999999999905","-2.0299999999999905"
"14348","10.499999999999966","10.499999999999966","10.499999999999966"
"14654","10.209999999999955","10.209999999999955","10.209999999999955"
"14960","24.790000000000035","24.790000000000035","24.790000000000035"
"15266","11.099999999999957","11.099999999999957","11.099999999999957"
"15572","-4.449999999999993","-4.449999999999993","-4.449999999999993"
"15878","-2.320000000000009","-2.320000000000009","-2.320000000000009"
"16184","-1.850000000000002","-1.850000000000002","-1.850000000000002"
"16490","-1.040000000000012","-1.040000000000012","-1.040000000000012"
"16796","-2.209999999999993","-2.209999999999993","-2.209999999999993"
"17102","13.569999999999986","13.569999999999986","13.569999999999986"
"17408","1.5999999999999968","1.5999999999999968","1.5999999999999968"
"17714","17.509999999999987","17.509999999999987","17.509999999999987"
"18020","16.28","16.28","16.28"
"18326","29.590000000000035","29.590000000000035","29.590000000000035"
"18632","-4.789999999999988","-4.789999999999988","-4.789999999999988"
"18938","-5.04000000000001","-5.04000000000001","-5.04000000000001"
"19244","2.1700000000000044","2.1700000000000044","2.1700000000000044"
"19550","-18.609999999999985","-18.609999999999985","-18.609999999999985"
"19856","17.250000000000018","17.250000000000018","17.250000000000018"
"20162","-16.110000000000014","-16.110000000000014","-16.110000000000014"
"20468","-5.270000000000033","-5.270000000000033","-5.270000000000033"
"20774","-10.340000000000042","-10.340000000000042","-10.340000000000042"
"21080","-6.950000000000068","-6.950000000000068","-6.950000000000068"
"21386","-11.689999999999996","-11.689999999999996","-11.689999999999996"
"21692","-6.139999999999989","-6.139999999999989","-6.139999999999989"
"21998","-20.070000000000025","-20.070000000000025","-20.070000000000025"
"22304","5.879999999999985","5.879999999999985","5.879999999999985"
"22610","-0.24000000000000002","-0.24000000000000002","-0.24000000000000002"
"22916","26.14000000000003","26.14000000000003","26.14000000000003"
"23222","-7.429999999999984","-7.429999999999984","-7.429999999999984"
"23528","29.230000000000036","29.230000000000036","29.230000000000036"
"23834","-6.6999999999999975","-6.6999999999999975","-6.6999999999999975"
"24140","-7.510000000000007","-7.510000000000007","-7.510000000000007"
"24446","-3.4300000000000272","-3.4300000000000272","-3.4300000000000272"
"24752","-0.7599999999999849","-0.7599999999999849","-0.7599999999999849"
"25058","-14.140000000000027","-14.140000000000027","-14.140000000000027"
"25364","-7.269999999999999","-7.269999999999999","-7.269999999999999"
"25670","-17.819999999999997","-17.819999999999997","-17.819999999999997"
"25976","5.559999999999995","5.559999999999995","5.559999999999995"
"26282","12.85999999999999","12.85999999999999","12.85999999999999"
"26588","-12.15000000000003","-12.15000000000003","-12.15000000000003"
"26894","42.670000000000016","42.670000000000016","42.670000000000016"
"27200","-16.220000000000045","-16.220000000000045","-16.220000000000045"
"27506","3.3699999999999943","3.3699999999999943","3.3699999999999943"
"27812","15.099999999999982","15.099999999999982","15.099999999999982"
"28118","23.850000000000016","23.850000000000016","23.850000000000016"
"28424","-2.030000000000025","-2.030000000000025","-2.030000000000025"
"28730","3.569999999999957","3.569999999999957","3.569999999999957"
"29036","2.7999999999999985","2.7999999999999985","2.7999999999999985"
"29342","0.04999999999998955","0.04999999999998955","0.04999999999998955"
"29648","22.750000000000057","22.750000000000057","22.750000000000057"
"29954","-6.359999999999998","-6.359999999999998","-6.359999999999998"
"30260","47.39000000000011","47.39000000000011","47.39000000000011"
