"Step","SimpleQMIX_everything_varying_blox_gamma0.95_lr0.0001_hidden128_target10__20241215_065336 - blue_player2_reward","SimpleQMIX_everything_varying_blox_gamma0.95_lr0.0001_hidden128_target10__20241215_065336 - blue_player2_reward__MIN","SimpleQMIX_everything_varying_blox_gamma0.95_lr0.0001_hidden128_target10__20241215_065336 - blue_player2_reward__MAX"
"304","5.36","5.36","5.36"
"611","21.679999999999968","21.679999999999968","21.679999999999968"
"918","15.069999999999984","15.069999999999984","15.069999999999984"
"1225","-0.6300000000000063","-0.6300000000000063","-0.6300000000000063"
"1532","10.619999999999933","10.619999999999933","10.619999999999933"
"1839","25.019999999999992","25.019999999999992","25.019999999999992"
"2146","-3.36","-3.36","-3.36"
"2453","19.499999999999996","19.499999999999996","19.499999999999996"
"2760","-8.150000000000052","-8.150000000000052","-8.150000000000052"
"3067","23.950000000000035","23.950000000000035","23.950000000000035"
"3374","-6.169999999999996","-6.169999999999996","-6.169999999999996"
"3681","5.909999999999997","5.909999999999997","5.909999999999997"
"3988","-2.5400000000000382","-2.5400000000000382","-2.5400000000000382"
"4251","-3.0900000000000336","-3.0900000000000336","-3.0900000000000336"
"4558","-2.529999999999995","-2.529999999999995","-2.529999999999995"
"4660","-11.400000000000002","-11.400000000000002","-11.400000000000002"
"4967","23.159999999999997","23.159999999999997","23.159999999999997"
"5274","20.610000000000035","20.610000000000035","20.610000000000035"
"5581","19.719999999999988","19.719999999999988","19.719999999999988"
"5888","36.28000000000003","36.28000000000003","36.28000000000003"
"6195","-19.450000000000006","-19.450000000000006","-19.450000000000006"
"6502","-9.940000000000003","-9.940000000000003","-9.940000000000003"
"6809","-26.369999999999965","-26.369999999999965","-26.369999999999965"
"6903","-10.36","-10.36","-10.36"
"7210","38.40000000000008","38.40000000000008","38.40000000000008"
"7517","30.52000000000013","30.52000000000013","30.52000000000013"
"7824","32.29000000000007","32.29000000000007","32.29000000000007"
"8131","17.27","17.27","17.27"
"8438","-14.23000000000002","-14.23000000000002","-14.23000000000002"
"8745","26.999999999999982","26.999999999999982","26.999999999999982"
"9052","26.75000000000003","26.75000000000003","26.75000000000003"
"9359","35.190000000000055","35.190000000000055","35.190000000000055"
"9530","8.63999999999995","8.63999999999995","8.63999999999995"
"9630","-8.380000000000006","-8.380000000000006","-8.380000000000006"
"9937","15.199999999999948","15.199999999999948","15.199999999999948"
"10244","-18.02000000000002","-18.02000000000002","-18.02000000000002"
"10551","13.819999999999935","13.819999999999935","13.819999999999935"
"10645","-6.4799999999999995","-6.4799999999999995","-6.4799999999999995"
