"Step","SimpleQMIX_CNN_random_blox_basic__20241211_101837 - blue_player1_reward","SimpleQMIX_CNN_random_blox_basic__20241211_101837 - blue_player1_reward__MIN","SimpleQMIX_CNN_random_blox_basic__20241211_101837 - blue_player1_reward__MAX"
"76771","4.939999999999996","4.939999999999996","4.939999999999996"
"77077","4.439999999999989","4.439999999999989","4.439999999999989"
"77383","3.6199999999999877","3.6199999999999877","3.6199999999999877"
"77689","3.759999999999998","3.759999999999998","3.759999999999998"
"77995","3.4999999999999916","3.4999999999999916","3.4999999999999916"
"78301","3.3799999999999875","3.3799999999999875","3.3799999999999875"
"78607","3.4499999999999926","3.4499999999999926","3.4499999999999926"
"78913","5.529999999999992","5.529999999999992","5.529999999999992"
"79219","4.76999999999998","4.76999999999998","4.76999999999998"
"79525","10.62999999999998","10.62999999999998","10.62999999999998"
"79831","21.83000000000004","21.83000000000004","21.83000000000004"
"80137","3.6399999999999872","3.6399999999999872","3.6399999999999872"
"80443","3.929999999999992","3.929999999999992","3.929999999999992"
"80749","9.789999999999978","9.789999999999978","9.789999999999978"
"81055","2.769999999999992","2.769999999999992","2.769999999999992"
"81361","3.9099999999999886","3.9099999999999886","3.9099999999999886"
"81667","2.1899999999999986","2.1899999999999986","2.1899999999999986"
"81973","3.1099999999999914","3.1099999999999914","3.1099999999999914"
"82279","10.359999999999962","10.359999999999962","10.359999999999962"
"82585","29.54000000000003","29.54000000000003","29.54000000000003"
"82891","4.479999999999989","4.479999999999989","4.479999999999989"
"83197","13.609999999999978","13.609999999999978","13.609999999999978"
"83503","4.239999999999995","4.239999999999995","4.239999999999995"
"83809","4.27999999999999","4.27999999999999","4.27999999999999"
"84115","3.359999999999996","3.359999999999996","3.359999999999996"
"84421","15.459999999999974","15.459999999999974","15.459999999999974"
"84727","2.4399999999999933","2.4399999999999933","2.4399999999999933"
"85033","10.999999999999982","10.999999999999982","10.999999999999982"
"85339","17.79000000000002","17.79000000000002","17.79000000000002"
"85645","10.899999999999975","10.899999999999975","10.899999999999975"
"85951","4.7899999999999885","4.7899999999999885","4.7899999999999885"
"86257","11.36999999999998","11.36999999999998","11.36999999999998"
"86563","4.479999999999987","4.479999999999987","4.479999999999987"
"86869","7.159999999999975","7.159999999999975","7.159999999999975"
"87175","24.25000000000003","24.25000000000003","24.25000000000003"
"87481","15.829999999999956","15.829999999999956","15.829999999999956"
"87787","12.619999999999976","12.619999999999976","12.619999999999976"
"88093","18.410000000000007","18.410000000000007","18.410000000000007"
"88399","5.479999999999976","5.479999999999976","5.479999999999976"
"88705","4.3999999999999835","4.3999999999999835","4.3999999999999835"
"89011","26.40000000000002","26.40000000000002","26.40000000000002"
"89317","14.419999999999987","14.419999999999987","14.419999999999987"
"89623","10.93999999999998","10.93999999999998","10.93999999999998"
"89929","13.229999999999976","13.229999999999976","13.229999999999976"
"90235","14.499999999999988","14.499999999999988","14.499999999999988"
"90541","4.14999999999998","4.14999999999998","4.14999999999998"
"90847","4.799999999999986","4.799999999999986","4.799999999999986"
"91153","5.679999999999984","5.679999999999984","5.679999999999984"
"91459","14.339999999999975","14.339999999999975","14.339999999999975"
"91765","19.610000000000067","19.610000000000067","19.610000000000067"
