"Step","SimpleQMIX_everything_random_blox_gamma0.995_lr0.0001_hidden128_target10__20241215_161447 - blue_player2_reward","SimpleQMIX_everything_random_blox_gamma0.995_lr0.0001_hidden128_target10__20241215_161447 - blue_player2_reward__MIN","SimpleQMIX_everything_random_blox_gamma0.995_lr0.0001_hidden128_target10__20241215_161447 - blue_player2_reward__MAX"
"12512","6.599999999999998","6.599999999999998","6.599999999999998"
"12818","17.79","17.79","17.79"
"13124","46.65000000000014","46.65000000000014","46.65000000000014"
"13430","2.879999999999997","2.879999999999997","2.879999999999997"
"13736","31.590000000000032","31.590000000000032","31.590000000000032"
"14042","22.430000000000014","22.430000000000014","22.430000000000014"
"14348","-11.800000000000036","-11.800000000000036","-11.800000000000036"
"14654","-1.310000000000006","-1.310000000000006","-1.310000000000006"
"14960","6.249999999999998","6.249999999999998","6.249999999999998"
"15266","7.230000000000003","7.230000000000003","7.230000000000003"
"15572","45.05000000000014","45.05000000000014","45.05000000000014"
"15878","39.63000000000003","39.63000000000003","39.63000000000003"
"16184","60.57000000000018","60.57000000000018","60.57000000000018"
"16490","28.100000000000012","28.100000000000012","28.100000000000012"
"16796","5.950000000000009","5.950000000000009","5.950000000000009"
"17102","-0.8300000000000034","-0.8300000000000034","-0.8300000000000034"
"17408","-2.500000000000016","-2.500000000000016","-2.500000000000016"
"17714","-14.540000000000017","-14.540000000000017","-14.540000000000017"
"18020","-20.369999999999994","-20.369999999999994","-20.369999999999994"
"18326","2.179999999999974","2.179999999999974","2.179999999999974"
"18632","0.6899999999999991","0.6899999999999991","0.6899999999999991"
"18938","-0.029999999999999374","-0.029999999999999374","-0.029999999999999374"
"19244","23.660000000000025","23.660000000000025","23.660000000000025"
"19550","49.90000000000018","49.90000000000018","49.90000000000018"
"19856","19.33999999999999","19.33999999999999","19.33999999999999"
"20162","3.5199999999999987","3.5199999999999987","3.5199999999999987"
"20468","17.490000000000013","17.490000000000013","17.490000000000013"
"20774","-12.20000000000003","-12.20000000000003","-12.20000000000003"
"21080","-18.360000000000035","-18.360000000000035","-18.360000000000035"
"21386","9.399999999999979","9.399999999999979","9.399999999999979"
"21692","2.250000000000001","2.250000000000001","2.250000000000001"
"21998","-0.1299999999999988","-0.1299999999999988","-0.1299999999999988"
"22304","26.770000000000024","26.770000000000024","26.770000000000024"
"22610","26.669999999999995","26.669999999999995","26.669999999999995"
"22916","-0.680000000000009","-0.680000000000009","-0.680000000000009"
"23222","56.400000000000176","56.400000000000176","56.400000000000176"
"23528","-20.05000000000001","-20.05000000000001","-20.05000000000001"
"23834","60.27000000000006","60.27000000000006","60.27000000000006"
"24140","22.66000000000005","22.66000000000005","22.66000000000005"
"24446","10.059999999999995","10.059999999999995","10.059999999999995"
"24752","11.819999999999952","11.819999999999952","11.819999999999952"
"25058","-3.7699999999999956","-3.7699999999999956","-3.7699999999999956"
"25364","-4.079999999999998","-4.079999999999998","-4.079999999999998"
"25670","13.23","13.23","13.23"
"25976","-3.4099999999999984","-3.4099999999999984","-3.4099999999999984"
"26282","-3.860000000000042","-3.860000000000042","-3.860000000000042"
"26588","34.900000000000105","34.900000000000105","34.900000000000105"
"26894","16.04999999999997","16.04999999999997","16.04999999999997"
"27200","-8.029999999999996","-8.029999999999996","-8.029999999999996"
"27506","14.339999999999982","14.339999999999982","14.339999999999982"
"27812","3.6799999999999953","3.6799999999999953","3.6799999999999953"
"28118","2.839999999999998","2.839999999999998","2.839999999999998"
"28424","17.490000000000027","17.490000000000027","17.490000000000027"
"28730","4.109999999999986","4.109999999999986","4.109999999999986"
"29036","10.020000000000001","10.020000000000001","10.020000000000001"
"29342","7.7600000000000025","7.7600000000000025","7.7600000000000025"
"29648","8.28999999999999","8.28999999999999","8.28999999999999"
"29954","15.299999999999985","15.299999999999985","15.299999999999985"
"30260","16.800000000000008","16.800000000000008","16.800000000000008"
"30566","1.91","1.91","1.91"
"30872","12.479999999999986","12.479999999999986","12.479999999999986"
"31178","22.939999999999994","22.939999999999994","22.939999999999994"
"31484","6.450000000000001","6.450000000000001","6.450000000000001"
"31790","-2.8700000000000165","-2.8700000000000165","-2.8700000000000165"
"32096","3.0599999999999956","3.0599999999999956","3.0599999999999956"
"32402","8.739999999999986","8.739999999999986","8.739999999999986"
"32708","5.929999999999999","5.929999999999999","5.929999999999999"
"33014","3.0699999999999985","3.0699999999999985","3.0699999999999985"
"33320","15.099999999999987","15.099999999999987","15.099999999999987"
"33626","6.85999999999999","6.85999999999999","6.85999999999999"
"33932","-15.57000000000005","-15.57000000000005","-15.57000000000005"
"34238","-6.73999999999999","-6.73999999999999","-6.73999999999999"
"34544","19.629999999999978","19.629999999999978","19.629999999999978"
"34850","3.0799999999999805","3.0799999999999805","3.0799999999999805"
"35156","-22.019999999999996","-22.019999999999996","-22.019999999999996"
"35462","-10.030000000000015","-10.030000000000015","-10.030000000000015"
"35768","8.98999999999999","8.98999999999999","8.98999999999999"
"36074","15.399999999999967","15.399999999999967","15.399999999999967"
"36380","0.3300000000000054","0.3300000000000054","0.3300000000000054"
"36686","42.470000000000184","42.470000000000184","42.470000000000184"
"36992","4.349999999999992","4.349999999999992","4.349999999999992"
"37298","25.46","25.46","25.46"
"37604","10.45999999999999","10.45999999999999","10.45999999999999"
"37910","-7.960000000000058","-7.960000000000058","-7.960000000000058"
"38216","30.680000000000042","30.680000000000042","30.680000000000042"
"38522","-8.830000000000016","-8.830000000000016","-8.830000000000016"
"38828","16.489999999999963","16.489999999999963","16.489999999999963"
"39134","34.19000000000009","34.19000000000009","34.19000000000009"
"39440","-13.25000000000004","-13.25000000000004","-13.25000000000004"
"39746","-2.1400000000000023","-2.1400000000000023","-2.1400000000000023"
"40052","12.909999999999968","12.909999999999968","12.909999999999968"
"40358","2.1099999999999985","2.1099999999999985","2.1099999999999985"
"40664","-3.8700000000000006","-3.8700000000000006","-3.8700000000000006"
"40970","-11.750000000000064","-11.750000000000064","-11.750000000000064"
"41276","-13.940000000000001","-13.940000000000001","-13.940000000000001"
"41582","8.569999999999995","8.569999999999995","8.569999999999995"
"41888","0.23999999999999852","0.23999999999999852","0.23999999999999852"
"42194","19.56000000000007","19.56000000000007","19.56000000000007"
"42500","6.009999999999996","6.009999999999996","6.009999999999996"
"42806","-9.130000000000017","-9.130000000000017","-9.130000000000017"
"43112","5.090000000000015","5.090000000000015","5.090000000000015"
"43418","11.809999999999981","11.809999999999981","11.809999999999981"
"43724","25.340000000000007","25.340000000000007","25.340000000000007"
"44030","1.5599999999999858","1.5599999999999858","1.5599999999999858"
"44336","-2.51","-2.51","-2.51"
"44642","27.420000000000012","27.420000000000012","27.420000000000012"
"44948","28.430000000000064","28.430000000000064","28.430000000000064"
"45254","11.93","11.93","11.93"
"45560","-16.000000000000025","-16.000000000000025","-16.000000000000025"
"45866","-12.590000000000012","-12.590000000000012","-12.590000000000012"
"46172","-1.0700000000000178","-1.0700000000000178","-1.0700000000000178"
"46478","-11.909999999999986","-11.909999999999986","-11.909999999999986"
"46784","-2.000000000000019","-2.000000000000019","-2.000000000000019"
"47090","8.989999999999993","8.989999999999993","8.989999999999993"
"47396","-15.61000000000005","-15.61000000000005","-15.61000000000005"
"47702","-10.080000000000016","-10.080000000000016","-10.080000000000016"
"48008","-3.5199999999999987","-3.5199999999999987","-3.5199999999999987"
"48314","6.109999999999993","6.109999999999993","6.109999999999993"
"48620","44.12000000000024","44.12000000000024","44.12000000000024"
"48926","-23.210000000000026","-23.210000000000026","-23.210000000000026"
"49232","-28.369999999999997","-28.369999999999997","-28.369999999999997"
"49538","16.060000000000002","16.060000000000002","16.060000000000002"
"49844","-17.710000000000043","-17.710000000000043","-17.710000000000043"
"50150","-18.08999999999996","-18.08999999999996","-18.08999999999996"
"50456","3.6299999999999977","3.6299999999999977","3.6299999999999977"
"50762","-3.320000000000002","-3.320000000000002","-3.320000000000002"
"51068","-9.61000000000002","-9.61000000000002","-9.61000000000002"
"51374","-11.630000000000036","-11.630000000000036","-11.630000000000036"
"51680","-22.77","-22.77","-22.77"
"51986","34.04000000000012","34.04000000000012","34.04000000000012"
"52292","6.5099999999999945","6.5099999999999945","6.5099999999999945"
"52598","-3.9100000000000232","-3.9100000000000232","-3.9100000000000232"
"52904","-16.86","-16.86","-16.86"
"53210","-13.960000000000027","-13.960000000000027","-13.960000000000027"
"53516","7.940000000000003","7.940000000000003","7.940000000000003"
"53822","-23.970000000000017","-23.970000000000017","-23.970000000000017"
"54128","-4.340000000000058","-4.340000000000058","-4.340000000000058"
"54434","-2.2500000000000004","-2.2500000000000004","-2.2500000000000004"
"54740","-4.729999999999999","-4.729999999999999","-4.729999999999999"
"55046","6.59999999999999","6.59999999999999","6.59999999999999"
"55352","-3.8200000000000185","-3.8200000000000185","-3.8200000000000185"
"55658","2.5099999999999985","2.5099999999999985","2.5099999999999985"
"55964","-17.19000000000001","-17.19000000000001","-17.19000000000001"
"56270","-12.420000000000034","-12.420000000000034","-12.420000000000034"
"56576","-15.729999999999974","-15.729999999999974","-15.729999999999974"
"56882","-14.770000000000035","-14.770000000000035","-14.770000000000035"
"57188","6.5899999999999945","6.5899999999999945","6.5899999999999945"
"57494","7.549999999999985","7.549999999999985","7.549999999999985"
"57800","6.130000000000002","6.130000000000002","6.130000000000002"
"58106","-1.6500000000000004","-1.6500000000000004","-1.6500000000000004"
"58412","12.109999999999992","12.109999999999992","12.109999999999992"
"58718","-25.46000000000003","-25.46000000000003","-25.46000000000003"
"59024","-23.50999999999997","-23.50999999999997","-23.50999999999997"
"59330","23.519999999999964","23.519999999999964","23.519999999999964"
"59636","0.6300000000000052","0.6300000000000052","0.6300000000000052"
"59942","10.330000000000005","10.330000000000005","10.330000000000005"
"60248","30.08000000000004","30.08000000000004","30.08000000000004"
"60554","38.330000000000155","38.330000000000155","38.330000000000155"
"60860","34.040000000000155","34.040000000000155","34.040000000000155"
"61166","62.2600000000001","62.2600000000001","62.2600000000001"
