"Step","SimpleQMIX_everything_later_blox_gamma0.995_lr0.0001_hidden128_target10__20241215_172813 - blue_player2_reward","SimpleQMIX_everything_later_blox_gamma0.995_lr0.0001_hidden128_target10__20241215_172813 - blue_player2_reward__MIN","SimpleQMIX_everything_later_blox_gamma0.995_lr0.0001_hidden128_target10__20241215_172813 - blue_player2_reward__MAX"
"21723","0.7900000000000006","0.7900000000000006","0.7900000000000006"
"22029","5.709999999999988","5.709999999999988","5.709999999999988"
"22335","-0.48000000000001","-0.48000000000001","-0.48000000000001"
"22641","-3.820000000000047","-3.820000000000047","-3.820000000000047"
"22947","24.680000000000025","24.680000000000025","24.680000000000025"
"23253","22.940000000000058","22.940000000000058","22.940000000000058"
"23559","-21.639999999999972","-21.639999999999972","-21.639999999999972"
"23865","6.639999999999985","6.639999999999985","6.639999999999985"
"24171","-32.469999999999956","-32.469999999999956","-32.469999999999956"
"24477","-5.990000000000045","-5.990000000000045","-5.990000000000045"
"24783","-10.140000000000072","-10.140000000000072","-10.140000000000072"
"25089","0.07999999999999774","0.07999999999999774","0.07999999999999774"
"25395","0.3599999999999788","0.3599999999999788","0.3599999999999788"
"25701","-21.109999999999992","-21.109999999999992","-21.109999999999992"
"26007","-28.92999999999997","-28.92999999999997","-28.92999999999997"
"26313","-3.6099999999999968","-3.6099999999999968","-3.6099999999999968"
"26619","-8.120000000000092","-8.120000000000092","-8.120000000000092"
"26925","1.7600000000000013","1.7600000000000013","1.7600000000000013"
"27231","11.690000000000003","11.690000000000003","11.690000000000003"
"27537","39.45000000000005","39.45000000000005","39.45000000000005"
"27843","-9.370000000000083","-9.370000000000083","-9.370000000000083"
"28149","-1.04","-1.04","-1.04"
"28455","6.209999999999999","6.209999999999999","6.209999999999999"
"28761","-4.530000000000018","-4.530000000000018","-4.530000000000018"
"29067","6.069999999999995","6.069999999999995","6.069999999999995"
"29373","-8.770000000000033","-8.770000000000033","-8.770000000000033"
"29679","-10.839999999999979","-10.839999999999979","-10.839999999999979"
"29985","-7.560000000000049","-7.560000000000049","-7.560000000000049"
"30291","-8.470000000000063","-8.470000000000063","-8.470000000000063"
"30597","-5.420000000000001","-5.420000000000001","-5.420000000000001"
