"Step","SimpleQMIX_everything_random_blox_gamma0.995_lr0.0001_hidden128_target10__20241215_161447 - blue_player1_reward","SimpleQMIX_everything_random_blox_gamma0.995_lr0.0001_hidden128_target10__20241215_161447 - blue_player1_reward__MIN","SimpleQMIX_everything_random_blox_gamma0.995_lr0.0001_hidden128_target10__20241215_161447 - blue_player1_reward__MAX"
"271","48.08000000000004","48.08000000000004","48.08000000000004"
"577","2.999999999999991","2.999999999999991","2.999999999999991"
"883","3.699999999999984","3.699999999999984","3.699999999999984"
"1189","-0.3300000000000125","-0.3300000000000125","-0.3300000000000125"
"1495","-11.56000000000001","-11.56000000000001","-11.56000000000001"
"1801","-10.46","-10.46","-10.46"
"2107","-16.050000000000036","-16.050000000000036","-16.050000000000036"
"2413","-14.650000000000032","-14.650000000000032","-14.650000000000032"
"2719","-6.32999999999999","-6.32999999999999","-6.32999999999999"
"3025","-15.640000000000017","-15.640000000000017","-15.640000000000017"
"3331","-1.4600000000000177","-1.4600000000000177","-1.4600000000000177"
"3637","21.37000000000001","21.37000000000001","21.37000000000001"
"3943","15.389999999999938","15.389999999999938","15.389999999999938"
"4249","8.490000000000013","8.490000000000013","8.490000000000013"
"4555","-15.270000000000058","-15.270000000000058","-15.270000000000058"
"4861","-12.560000000000036","-12.560000000000036","-12.560000000000036"
"5167","-15.020000000000051","-15.020000000000051","-15.020000000000051"
"5473","-13.490000000000048","-13.490000000000048","-13.490000000000048"
"5779","-10.230000000000022","-10.230000000000022","-10.230000000000022"
"6085","-11.630000000000031","-11.630000000000031","-11.630000000000031"
"6391","-9.290000000000033","-9.290000000000033","-9.290000000000033"
"6697","3.799999999999987","3.799999999999987","3.799999999999987"
"7003","2.929999999999992","2.929999999999992","2.929999999999992"
"7309","13.68999999999999","13.68999999999999","13.68999999999999"
"7615","6.369999999999973","6.369999999999973","6.369999999999973"
"7921","3.2100000000000075","3.2100000000000075","3.2100000000000075"
"8227","-4.109999999999976","-4.109999999999976","-4.109999999999976"
"8533","0.46000000000000074","0.46000000000000074","0.46000000000000074"
"8839","29.20000000000006","29.20000000000006","29.20000000000006"
"9145","12.540000000000006","12.540000000000006","12.540000000000006"
"9451","18.77000000000001","18.77000000000001","18.77000000000001"
"9757","11.269999999999987","11.269999999999987","11.269999999999987"
