"Step","SimpleQMIX_everything_later_blox_gamma0.995_lr0.0001_hidden128_target10__20241215_172813 - blue_player1_reward","SimpleQMIX_everything_later_blox_gamma0.995_lr0.0001_hidden128_target10__20241215_172813 - blue_player1_reward__MIN","SimpleQMIX_everything_later_blox_gamma0.995_lr0.0001_hidden128_target10__20241215_172813 - blue_player1_reward__MAX"
"302","25.58000000000008","25.58000000000008","25.58000000000008"
"608","25.080000000000044","25.080000000000044","25.080000000000044"
"914","25.700000000000085","25.700000000000085","25.700000000000085"
"1220","20.97000000000007","20.97000000000007","20.97000000000007"
"1526","-19.52999999999997","-19.52999999999997","-19.52999999999997"
"1832","-8.460000000000015","-8.460000000000015","-8.460000000000015"
"2138","19.469999999999963","19.469999999999963","19.469999999999963"
"2444","10.479999999999992","10.479999999999992","10.479999999999992"
"2750","-24.299999999999965","-24.299999999999965","-24.299999999999965"
"3056","-0.9500000000000062","-0.9500000000000062","-0.9500000000000062"
"3362","-5.8899999999999935","-5.8899999999999935","-5.8899999999999935"
"3668","9.039999999999974","9.039999999999974","9.039999999999974"
"3974","10.139999999999963","10.139999999999963","10.139999999999963"
"4280","-1.4900000000000002","-1.4900000000000002","-1.4900000000000002"
"4586","19.210000000000008","19.210000000000008","19.210000000000008"
"4892","0.10000000000000131","0.10000000000000131","0.10000000000000131"
"5198","-26.370000000000008","-26.370000000000008","-26.370000000000008"
"5504","0.44000000000000716","0.44000000000000716","0.44000000000000716"
"5810","3.959999999999965","3.959999999999965","3.959999999999965"
"6116","-23.39000000000002","-23.39000000000002","-23.39000000000002"
"6422","-23.860000000000007","-23.860000000000007","-23.860000000000007"
"6728","-10.990000000000036","-10.990000000000036","-10.990000000000036"
"7034","9.539999999999973","9.539999999999973","9.539999999999973"
"7340","2.2499999999999845","2.2499999999999845","2.2499999999999845"
"7646","10.229999999999983","10.229999999999983","10.229999999999983"
"7952","18.239999999999988","18.239999999999988","18.239999999999988"
"8258","16.800000000000033","16.800000000000033","16.800000000000033"
"8564","-0.820000000000044","-0.820000000000044","-0.820000000000044"
"8870","-14.600000000000009","-14.600000000000009","-14.600000000000009"
"9176","34.32000000000005","34.32000000000005","34.32000000000005"
"9482","18.300000000000132","18.300000000000132","18.300000000000132"
"9788","19.030000000000033","19.030000000000033","19.030000000000033"
"10094","5.639999999999958","5.639999999999958","5.639999999999958"
"10400","1.1999999999999906","1.1999999999999906","1.1999999999999906"
"10706","20.909999999999993","20.909999999999993","20.909999999999993"
"11012","14.80999999999997","14.80999999999997","14.80999999999997"
"11318","31.850000000000062","31.850000000000062","31.850000000000062"
"11624","14.149999999999993","14.149999999999993","14.149999999999993"
"11930","8.319999999999986","8.319999999999986","8.319999999999986"
"12236","15.549999999999942","15.549999999999942","15.549999999999942"
"12542","48.39000000000021","48.39000000000021","48.39000000000021"
"12848","-2.4800000000000035","-2.4800000000000035","-2.4800000000000035"
"13154","4.089999999999999","4.089999999999999","4.089999999999999"
"13460","48.51000000000002","48.51000000000002","48.51000000000002"
"13766","3.309999999999986","3.309999999999986","3.309999999999986"
"14072","-14.69000000000006","-14.69000000000006","-14.69000000000006"
"14378","11.869999999999967","11.869999999999967","11.869999999999967"
"14684","14.019999999999989","14.019999999999989","14.019999999999989"
"14990","-2.1600000000000033","-2.1600000000000033","-2.1600000000000033"
"15296","-0.149999999999999","-0.149999999999999","-0.149999999999999"
"15602","-27.879999999999963","-27.879999999999963","-27.879999999999963"
"15908","-14.030000000000099","-14.030000000000099","-14.030000000000099"
"16214","2.8499999999999925","2.8499999999999925","2.8499999999999925"
"16520","-8.880000000000003","-8.880000000000003","-8.880000000000003"
"16826","2.909999999999999","2.909999999999999","2.909999999999999"
"17132","-1.9500000000000022","-1.9500000000000022","-1.9500000000000022"
"17438","11.889999999999917","11.889999999999917","11.889999999999917"
"17744","0.5099999999999967","0.5099999999999967","0.5099999999999967"
"18050","3.5599999999999947","3.5599999999999947","3.5599999999999947"
"18356","-5.320000000000008","-5.320000000000008","-5.320000000000008"
"18662","-28.289999999999996","-28.289999999999996","-28.289999999999996"
"18968","-29.859999999999975","-29.859999999999975","-29.859999999999975"
"19274","-29.11000000000001","-29.11000000000001","-29.11000000000001"
"19580","14.969999999999986","14.969999999999986","14.969999999999986"
"19886","-31.04000000000001","-31.04000000000001","-31.04000000000001"
"20192","-30.560000000000034","-30.560000000000034","-30.560000000000034"
"20498","-30.620000000000022","-30.620000000000022","-30.620000000000022"
"20804","-29.800000000000043","-29.800000000000043","-29.800000000000043"
"21110","-30.830000000000044","-30.830000000000044","-30.830000000000044"
