"Step","IQL_CNN_win__20241210_142411 - blue_player1_reward","IQL_CNN_win__20241210_142411 - blue_player1_reward__MIN","IQL_CNN_win__20241210_142411 - blue_player1_reward__MAX"
"30414","2.7","2.7","2.7"
"30821","4.089999999999988","4.089999999999988","4.089999999999988"
"30948","3.0100000000000007","3.0100000000000007","3.0100000000000007"
"31257","3.799999999999991","3.799999999999991","3.799999999999991"
"31364","3.1300000000000003","3.1300000000000003","3.1300000000000003"
"31407","2.5200000000000005","2.5200000000000005","2.5200000000000005"
"31502","2.8100000000000005","2.8100000000000005","2.8100000000000005"
"31579","2.79","2.79","2.79"
"31688","3.0799999999999996","3.0799999999999996","3.0799999999999996"
"31829","3.3499999999999974","3.3499999999999974","3.3499999999999974"
"31900","2.68","2.68","2.68"
"31941","2.5500000000000003","2.5500000000000003","2.5500000000000003"
"32018","2.67","2.67","2.67"
"32211","3.7499999999999973","3.7499999999999973","3.7499999999999973"
"32272","2.66","2.66","2.66"
"32343","2.7700000000000005","2.7700000000000005","2.7700000000000005"
"32534","3.4699999999999966","3.4699999999999966","3.4699999999999966"
"32941","3.6399999999999837","3.6399999999999837","3.6399999999999837"
"32996","2.58","2.58","2.58"
"33283","4.249999999999993","4.249999999999993","4.249999999999993"
"33412","3.1700000000000004","3.1700000000000004","3.1700000000000004"
"33501","2.8","2.8","2.8"
"33704","3.8399999999999976","3.8399999999999976","3.8399999999999976"
"33811","3.0100000000000007","3.0100000000000007","3.0100000000000007"
"34014","5.169999999999998","5.169999999999998","5.169999999999998"
"34095","2.9300000000000006","2.9300000000000006","2.9300000000000006"
"34212","3.0900000000000007","3.0900000000000007","3.0900000000000007"
"34335","3.0100000000000007","3.0100000000000007","3.0100000000000007"
"34396","2.72","2.72","2.72"
"34803","4.409999999999984","4.409999999999984","4.409999999999984"
"35210","4.1799999999999855","4.1799999999999855","4.1799999999999855"
"35285","2.7800000000000002","2.7800000000000002","2.7800000000000002"
"35376","2.8400000000000003","2.8400000000000003","2.8400000000000003"
"35551","3.329999999999998","3.329999999999998","3.329999999999998"
"35666","3.000000000000001","3.000000000000001","3.000000000000001"
"35723","2.62","2.62","2.62"
"35808","2.9600000000000004","2.9600000000000004","2.9600000000000004"
"35879","2.95","2.95","2.95"
"36026","3.8400000000000003","3.8400000000000003","3.8400000000000003"
"36121","3.0000000000000004","3.0000000000000004","3.0000000000000004"
"36528","3.6399999999999846","3.6399999999999846","3.6399999999999846"
"36631","2.8200000000000003","2.8200000000000003","2.8200000000000003"
"36720","2.83","2.83","2.83"
"36809","3.2300000000000004","3.2300000000000004","3.2300000000000004"
"36982","3.969999999999999","3.969999999999999","3.969999999999999"
"37045","2.72","2.72","2.72"
"37176","3.339999999999999","3.339999999999999","3.339999999999999"
"37241","2.7800000000000002","2.7800000000000002","2.7800000000000002"
"37466","4.279999999999998","4.279999999999998","4.279999999999998"
"37873","4.229999999999983","4.229999999999983","4.229999999999983"
"38092","3.569999999999996","3.569999999999996","3.569999999999996"
"38231","3.06","3.06","3.06"
"38348","2.9600000000000004","2.9600000000000004","2.9600000000000004"
"38429","2.87","2.87","2.87"
"38596","2.6000000000000005","2.6000000000000005","2.6000000000000005"
"38869","3.1499999999999906","3.1499999999999906","3.1499999999999906"
"39276","4.439999999999983","4.439999999999983","4.439999999999983"
"39529","4.7799999999999985","4.7799999999999985","4.7799999999999985"
"39610","2.9000000000000004","2.9000000000000004","2.9000000000000004"
"39667","2.66","2.66","2.66"
"39708","2.55","2.55","2.55"
"39787","2.8900000000000006","2.8900000000000006","2.8900000000000006"
"40150","4.969999999999991","4.969999999999991","4.969999999999991"
"40179","2.43","2.43","2.43"
"40214","2.5","2.5","2.5"
"40279","2.6900000000000004","2.6900000000000004","2.6900000000000004"
"40342","2.7200000000000006","2.7200000000000006","2.7200000000000006"
"40473","3.5400000000000005","3.5400000000000005","3.5400000000000005"
"40568","3.37","3.37","3.37"
"40645","2.8200000000000003","2.8200000000000003","2.8200000000000003"
"40704","2.62","2.62","2.62"
"40807","2.9000000000000004","2.9000000000000004","2.9000000000000004"
"41000","3.5100000000000007","3.5100000000000007","3.5100000000000007"
"41121","2.9400000000000004","2.9400000000000004","2.9400000000000004"
"41264","3.299999999999998","3.299999999999998","3.299999999999998"
"41321","2.6400000000000006","2.6400000000000006","2.6400000000000006"
"41358","2.47","2.47","2.47"
"41579","3.839999999999995","3.839999999999995","3.839999999999995"
"41748","3.46","3.46","3.46"
"41777","2.43","2.43","2.43"
"41824","2.5700000000000003","2.5700000000000003","2.5700000000000003"
"41943","3.1100000000000003","3.1100000000000003","3.1100000000000003"
"42350","4.889999999999976","4.889999999999976","4.889999999999976"
"42439","2.83","2.83","2.83"
"42544","3.159999999999999","3.159999999999999","3.159999999999999"
"42597","2.5900000000000003","2.5900000000000003","2.5900000000000003"
"42760","3.1600000000000006","3.1600000000000006","3.1600000000000006"
"42825","2.8400000000000003","2.8400000000000003","2.8400000000000003"
"43002","3.629999999999996","3.629999999999996","3.629999999999996"
"43153","3.6799999999999997","3.6799999999999997","3.6799999999999997"
"43218","2.7600000000000002","2.7600000000000002","2.7600000000000002"
"43275","2.7","2.7","2.7"
"43374","3.2699999999999996","3.2699999999999996","3.2699999999999996"
"43405","2.46","2.46","2.46"
"43812","5.11999999999998","5.11999999999998","5.11999999999998"
"43877","2.64","2.64","2.64"
"43934","2.68","2.68","2.68"
"44005","2.6500000000000004","2.6500000000000004","2.6500000000000004"
"44034","2.42","2.42","2.42"
"44107","2.7800000000000002","2.7800000000000002","2.7800000000000002"
"44180","2.83","2.83","2.83"
"44297","3.0500000000000003","3.0500000000000003","3.0500000000000003"
"44394","2.7500000000000004","2.7500000000000004","2.7500000000000004"
"44801","4.359999999999985","4.359999999999985","4.359999999999985"
"44988","4.09","4.09","4.09"
"45165","3.8499999999999983","3.8499999999999983","3.8499999999999983"
"45258","2.9600000000000004","2.9600000000000004","2.9600000000000004"
"45287","2.4","2.4","2.4"
"45432","2.8400000000000007","2.8400000000000007","2.8400000000000007"
"45531","2.99","2.99","2.99"
"45670","3.1300000000000003","3.1300000000000003","3.1300000000000003"
"45715","2.5500000000000003","2.5500000000000003","2.5500000000000003"
"45802","2.74","2.74","2.74"
"45849","2.6","2.6","2.6"
"45888","2.54","2.54","2.54"
"45941","2.67","2.67","2.67"
"45986","2.5500000000000003","2.5500000000000003","2.5500000000000003"
"46077","2.55","2.55","2.55"
"46124","2.5900000000000003","2.5900000000000003","2.5900000000000003"
"46193","2.5500000000000003","2.5500000000000003","2.5500000000000003"
"46284","2.74","2.74","2.74"
"46325","2.4800000000000004","2.4800000000000004","2.4800000000000004"
"46456","2.8400000000000003","2.8400000000000003","2.8400000000000003"
"46491","2.49","2.49","2.49"
"46596","2.9700000000000006","2.9700000000000006","2.9700000000000006"
"46737","3.05","3.05","3.05"
"47036","4.219999999999988","4.219999999999988","4.219999999999988"
"47443","4.1599999999999895","4.1599999999999895","4.1599999999999895"
"47670","3.7999999999999936","3.7999999999999936","3.7999999999999936"
"47929","4.319999999999993","4.319999999999993","4.319999999999993"
"48272","4.86999999999999","4.86999999999999","4.86999999999999"
"48453","3.599999999999998","3.599999999999998","3.599999999999998"
"48518","2.72","2.72","2.72"
"48597","2.79","2.79","2.79"
"48890","4.309999999999993","4.309999999999993","4.309999999999993"
"49101","2.9300000000000006","2.9300000000000006","2.9300000000000006"
"49324","3.7899999999999974","3.7899999999999974","3.7899999999999974"
"49391","2.6800000000000006","2.6800000000000006","2.6800000000000006"
"49572","3.099999999999999","3.099999999999999","3.099999999999999"
"49907","3.009999999999992","3.009999999999992","3.009999999999992"
"50054","3.6799999999999975","3.6799999999999975","3.6799999999999975"
"50461","3.5299999999999887","3.5299999999999887","3.5299999999999887"
"50670","3.5499999999999976","3.5499999999999976","3.5499999999999976"
"51077","4.219999999999986","4.219999999999986","4.219999999999986"
"51192","3.0000000000000004","3.0000000000000004","3.0000000000000004"
"51317","2.9400000000000004","2.9400000000000004","2.9400000000000004"
"51660","5.519999999999984","5.519999999999984","5.519999999999984"
"52067","5.009999999999983","5.009999999999983","5.009999999999983"
"52426","4.919999999999984","4.919999999999984","4.919999999999984"
"52833","4.969999999999978","4.969999999999978","4.969999999999978"
"53174","4.529999999999991","4.529999999999991","4.529999999999991"
"53581","4.609999999999983","4.609999999999983","4.609999999999983"
"53964","3.739999999999988","3.739999999999988","3.739999999999988"
"54371","4.729999999999982","4.729999999999982","4.729999999999982"
"54778","4.749999999999982","4.749999999999982","4.749999999999982"
"55077","4.309999999999992","4.309999999999992","4.309999999999992"
"55302","4.299999999999997","4.299999999999997","4.299999999999997"
"55709","5.199999999999976","5.199999999999976","5.199999999999976"
"55898","3.659999999999998","3.659999999999998","3.659999999999998"
"56089","3.7699999999999982","3.7699999999999982","3.7699999999999982"
"56264","3.720000000000001","3.720000000000001","3.720000000000001"
"56671","4.479999999999985","4.479999999999985","4.479999999999985"
"57078","5.039999999999978","5.039999999999978","5.039999999999978"
"57485","4.579999999999975","4.579999999999975","4.579999999999975"
"57892","5.619999999999973","5.619999999999973","5.619999999999973"
"58279","4.069999999999988","4.069999999999988","4.069999999999988"
"58686","4.529999999999985","4.529999999999985","4.529999999999985"
"59093","4.4599999999999875","4.4599999999999875","4.4599999999999875"
"59500","5.26999999999998","5.26999999999998","5.26999999999998"
"59907","4.549999999999985","4.549999999999985","4.549999999999985"
"60162","4.829999999999993","4.829999999999993","4.829999999999993"
"60351","3.7800000000000002","3.7800000000000002","3.7800000000000002"
"60758","4.159999999999988","4.159999999999988","4.159999999999988"
"61165","4.5899999999999865","4.5899999999999865","4.5899999999999865"
"61572","4.259999999999984","4.259999999999984","4.259999999999984"
"61877","4.629999999999991","4.629999999999991","4.629999999999991"
"62284","3.9899999999999847","3.9899999999999847","3.9899999999999847"
"62691","4.639999999999976","4.639999999999976","4.639999999999976"
"63098","7.2999999999999705","7.2999999999999705","7.2999999999999705"
"63505","4.299999999999983","4.299999999999983","4.299999999999983"
"63758","4.479999999999996","4.479999999999996","4.479999999999996"
"64165","5.609999999999985","5.609999999999985","5.609999999999985"
"64572","5.269999999999972","5.269999999999972","5.269999999999972"
"64979","5.509999999999966","5.509999999999966","5.509999999999966"
"65386","2.849999999999989","2.849999999999989","2.849999999999989"
"65793","3.719999999999986","3.719999999999986","3.719999999999986"
"66200","4.4399999999999835","4.4399999999999835","4.4399999999999835"
"66607","4.669999999999984","4.669999999999984","4.669999999999984"
"66758","3.6200000000000006","3.6200000000000006","3.6200000000000006"
"66893","2.2699999999999987","2.2699999999999987","2.2699999999999987"
"67300","5.249999999999978","5.249999999999978","5.249999999999978"
"67635","5.269999999999991","5.269999999999991","5.269999999999991"
"68042","5.0999999999999766","5.0999999999999766","5.0999999999999766"
"68209","4.24","4.24","4.24"
"68510","5.03","5.03","5.03"
"68917","5.459999999999974","5.459999999999974","5.459999999999974"
"69324","4.469999999999982","4.469999999999982","4.469999999999982"
"69543","3.9100000000000006","3.9100000000000006","3.9100000000000006"
"69610","2.68","2.68","2.68"
"69795","3.95","3.95","3.95"
"69898","3.0800000000000005","3.0800000000000005","3.0800000000000005"
"70009","3.2200000000000006","3.2200000000000006","3.2200000000000006"
"70108","2.9100000000000006","2.9100000000000006","2.9100000000000006"
"70515","5.119999999999978","5.119999999999978","5.119999999999978"
"70660","3.4900000000000007","3.4900000000000007","3.4900000000000007"
"71067","6.049999999999981","6.049999999999981","6.049999999999981"
"71140","2.7300000000000004","2.7300000000000004","2.7300000000000004"
"71433","6.139999999999979","6.139999999999979","6.139999999999979"
"71506","2.8500000000000005","2.8500000000000005","2.8500000000000005"
"71611","3.0500000000000007","3.0500000000000007","3.0500000000000007"
"71708","2.95","2.95","2.95"
"72115","4.269999999999991","4.269999999999991","4.269999999999991"
"72184","2.63","2.63","2.63"
"72425","5.469999999999992","5.469999999999992","5.469999999999992"
"72832","4.069999999999987","4.069999999999987","4.069999999999987"
"73019","3.85","3.85","3.85"
"73426","4.469999999999975","4.469999999999975","4.469999999999975"
"73465","2.54","2.54","2.54"
"73872","4.899999999999974","4.899999999999974","4.899999999999974"
"73931","2.6","2.6","2.6"
"74040","3.2000000000000006","3.2000000000000006","3.2000000000000006"
"74117","2.6","2.6","2.6"
"74186","2.62","2.62","2.62"
"74237","2.64","2.64","2.64"
"74282","2.58","2.58","2.58"
"74373","3.0600000000000005","3.0600000000000005","3.0600000000000005"
"74598","4.540000000000001","4.540000000000001","4.540000000000001"
"74687","2.9300000000000006","2.9300000000000006","2.9300000000000006"
"74816","3.3600000000000008","3.3600000000000008","3.3600000000000008"
"74945","3.0899999999999994","3.0899999999999994","3.0899999999999994"
"75352","4.289999999999984","4.289999999999984","4.289999999999984"
"75759","3.759999999999995","3.759999999999995","3.759999999999995"
"75836","2.79","2.79","2.79"
"75909","2.79","2.79","2.79"
"76154","1.400000000000001","1.400000000000001","1.400000000000001"
"76239","2.8100000000000005","2.8100000000000005","2.8100000000000005"
"76346","3.04","3.04","3.04"
"76725","5.339999999999986","5.339999999999986","5.339999999999986"
"76884","3.6299999999999986","3.6299999999999986","3.6299999999999986"
"77245","5.669999999999989","5.669999999999989","5.669999999999989"
"77334","2.7700000000000005","2.7700000000000005","2.7700000000000005"
"77741","3.8699999999999988","3.8699999999999988","3.8699999999999988"
"78052","5.969999999999995","5.969999999999995","5.969999999999995"
"78215","3.7599999999999967","3.7599999999999967","3.7599999999999967"
"78432","4.659999999999999","4.659999999999999","4.659999999999999"
"78839","4.139999999999987","4.139999999999987","4.139999999999987"
"79046","3.499999999999998","3.499999999999998","3.499999999999998"
"79453","5.079999999999973","5.079999999999973","5.079999999999973"
"79860","7.339999999999957","7.339999999999957","7.339999999999957"
"80267","4.549999999999979","4.549999999999979","4.549999999999979"
"80638","4.149999999999982","4.149999999999982","4.149999999999982"
"80897","4.039999999999987","4.039999999999987","4.039999999999987"
"81208","5.160000000000002","5.160000000000002","5.160000000000002"
"81615","4.599999999999976","4.599999999999976","4.599999999999976"
"81832","5.409999999999988","5.409999999999988","5.409999999999988"
"82115","4.589999999999992","4.589999999999992","4.589999999999992"
"82522","4.589999999999969","4.589999999999969","4.589999999999969"
"82929","4.329999999999968","4.329999999999968","4.329999999999968"
"83336","4.609999999999975","4.609999999999975","4.609999999999975"
"83743","4.5399999999999725","4.5399999999999725","4.5399999999999725"
