"Step","IQL_CNN_win__20241210_142411 - blue_player1_reward","IQL_CNN_win__20241210_142411 - blue_player1_reward__MIN","IQL_CNN_win__20241210_142411 - blue_player1_reward__MAX"
"341","5.519999999999988","5.519999999999988","5.519999999999988"
"618","4.6","4.6","4.6"
"1025","4.26999999999999","4.26999999999999","4.26999999999999"
"1432","4.379999999999992","4.379999999999992","4.379999999999992"
"1839","4.2099999999999955","4.2099999999999955","4.2099999999999955"
"2246","4.709999999999985","4.709999999999985","4.709999999999985"
"2653","6.269999999999964","6.269999999999964","6.269999999999964"
"3060","5.479999999999966","5.479999999999966","5.479999999999966"
"3235","3.529999999999999","3.529999999999999","3.529999999999999"
"3642","3.819999999999993","3.819999999999993","3.819999999999993"
"3967","4.7499999999999964","4.7499999999999964","4.7499999999999964"
"4374","4.389999999999986","4.389999999999986","4.389999999999986"
"4657","5.9399999999999835","5.9399999999999835","5.9399999999999835"
"4976","5.140000000000001","5.140000000000001","5.140000000000001"
"5111","3.27","3.27","3.27"
"5338","4.1499999999999995","4.1499999999999995","4.1499999999999995"
"5395","2.63","2.63","2.63"
"5588","3.810000000000001","3.810000000000001","3.810000000000001"
"5861","4.319999999999995","4.319999999999995","4.319999999999995"
"6268","5.789999999999987","5.789999999999987","5.789999999999987"
"6675","6.579999999999975","6.579999999999975","6.579999999999975"
"6810","3.250000000000001","3.250000000000001","3.250000000000001"
"6907","3.0300000000000002","3.0300000000000002","3.0300000000000002"
"7174","5.099999999999995","5.099999999999995","5.099999999999995"
"7263","2.9100000000000006","2.9100000000000006","2.9100000000000006"
"7670","4.689999999999982","4.689999999999982","4.689999999999982"
"8077","4.799999999999981","4.799999999999981","4.799999999999981"
"8346","4.99","4.99","4.99"
"8541","3.7599999999999985","3.7599999999999985","3.7599999999999985"
"8700","3.5699999999999994","3.5699999999999994","3.5699999999999994"
"9107","4.969999999999981","4.969999999999981","4.969999999999981"
"9504","6.649999999999971","6.649999999999971","6.649999999999971"
"9911","5.099999999999983","5.099999999999983","5.099999999999983"
"10318","4.809999999999979","4.809999999999979","4.809999999999979"
"10725","5.539999999999965","5.539999999999965","5.539999999999965"
"10838","2.99","2.99","2.99"
"10911","2.8600000000000003","2.8600000000000003","2.8600000000000003"
"11046","3.3199999999999994","3.3199999999999994","3.3199999999999994"
"11453","4.579999999999982","4.579999999999982","4.579999999999982"
"11684","4.129999999999993","4.129999999999993","4.129999999999993"
"11929","5.179999999999994","5.179999999999994","5.179999999999994"
"12336","6.569999999999959","6.569999999999959","6.569999999999959"
"12743","4.349999999999987","4.349999999999987","4.349999999999987"
"12996","4.259999999999998","4.259999999999998","4.259999999999998"
"13403","4.369999999999985","4.369999999999985","4.369999999999985"
"13810","4.509999999999984","4.509999999999984","4.509999999999984"
"14061","3.1299999999999955","3.1299999999999955","3.1299999999999955"
"14468","3.95999999999999","3.95999999999999","3.95999999999999"
"14603","3.1100000000000003","3.1100000000000003","3.1100000000000003"
"15010","4.929999999999978","4.929999999999978","4.929999999999978"
"15361","5.239999999999991","5.239999999999991","5.239999999999991"
"15444","2.9400000000000004","2.9400000000000004","2.9400000000000004"
"15707","4.529999999999999","4.529999999999999","4.529999999999999"
"15862","3.4399999999999973","3.4399999999999973","3.4399999999999973"
"16007","3.32","3.32","3.32"
"16080","2.7","2.7","2.7"
"16217","3.3099999999999996","3.3099999999999996","3.3099999999999996"
"16624","3.7699999999999867","3.7699999999999867","3.7699999999999867"
"16779","3.7199999999999993","3.7199999999999993","3.7199999999999993"
"16892","3.0300000000000002","3.0300000000000002","3.0300000000000002"
"17299","4.329999999999983","4.329999999999983","4.329999999999983"
"17446","3.400000000000001","3.400000000000001","3.400000000000001"
"17559","2.9400000000000004","2.9400000000000004","2.9400000000000004"
"17820","5.319999999999991","5.319999999999991","5.319999999999991"
"17973","3.37","3.37","3.37"
"18122","4.540000000000001","4.540000000000001","4.540000000000001"
"18529","4.019999999999988","4.019999999999988","4.019999999999988"
"18692","3.73","3.73","3.73"
"19099","4.469999999999983","4.469999999999983","4.469999999999983"
"19354","4.4499999999999975","4.4499999999999975","4.4499999999999975"
"19513","3.5800000000000005","3.5800000000000005","3.5800000000000005"
"19664","3.3500000000000005","3.3500000000000005","3.3500000000000005"
"19795","3.0500000000000007","3.0500000000000007","3.0500000000000007"
"19852","2.6000000000000005","2.6000000000000005","2.6000000000000005"
"20055","3.619999999999997","3.619999999999997","3.619999999999997"
"20124","2.5300000000000002","2.5300000000000002","2.5300000000000002"
"20317","3.7699999999999974","3.7699999999999974","3.7699999999999974"
"20398","2.87","2.87","2.87"
"20569","3.1199999999999997","3.1199999999999997","3.1199999999999997"
"20674","2.8600000000000003","2.8600000000000003","2.8600000000000003"
"20729","2.58","2.58","2.58"
"20834","2.8900000000000006","2.8900000000000006","2.8900000000000006"
"20903","2.66","2.66","2.66"
"20990","2.7900000000000005","2.7900000000000005","2.7900000000000005"
"21091","2.87","2.87","2.87"
"21160","2.7","2.7","2.7"
"21233","2.79","2.79","2.79"
"21362","3.2200000000000006","3.2200000000000006","3.2200000000000006"
"21475","3.0100000000000007","3.0100000000000007","3.0100000000000007"
"21556","2.8300000000000005","2.8300000000000005","2.8300000000000005"
"21779","3.699999999999997","3.699999999999997","3.699999999999997"
"21888","2.7900000000000005","2.7900000000000005","2.7900000000000005"
"22099","3.2399999999999993","3.2399999999999993","3.2399999999999993"
"22220","3.35","3.35","3.35"
"22627","3.8699999999999863","3.8699999999999863","3.8699999999999863"
"22738","4.18","4.18","4.18"
"23065","4.3599999999999905","4.3599999999999905","4.3599999999999905"
"23472","4.649999999999985","4.649999999999985","4.649999999999985"
"23879","3.699999999999984","3.699999999999984","3.699999999999984"
"24022","3.2200000000000006","3.2200000000000006","3.2200000000000006"
"24057","2.49","2.49","2.49"
"24464","3.9599999999999906","3.9599999999999906","3.9599999999999906"
"24557","3.0500000000000003","3.0500000000000003","3.0500000000000003"
"24738","2.289999999999998","2.289999999999998","2.289999999999998"
"24839","3.3600000000000003","3.3600000000000003","3.3600000000000003"
"25040","3.9399999999999977","3.9399999999999977","3.9399999999999977"
"25135","2.8300000000000005","2.8300000000000005","2.8300000000000005"
"25286","3.0100000000000007","3.0100000000000007","3.0100000000000007"
"25619","4.929999999999991","4.929999999999991","4.929999999999991"
"25740","3.0300000000000002","3.0300000000000002","3.0300000000000002"
"25829","2.9300000000000006","2.9300000000000006","2.9300000000000006"
"26104","2.8099999999999907","2.8099999999999907","2.8099999999999907"
"26311","3.8299999999999965","3.8299999999999965","3.8299999999999965"
"26352","2.5","2.5","2.5"
"26465","3.1","3.1","3.1"
"26816","5.059999999999995","5.059999999999995","5.059999999999995"
"27223","3.979999999999985","3.979999999999985","3.979999999999985"
"27384","3.06","3.06","3.06"
"27459","2.7800000000000002","2.7800000000000002","2.7800000000000002"
"27518","2.6900000000000004","2.6900000000000004","2.6900000000000004"
"27581","2.7300000000000004","2.7300000000000004","2.7300000000000004"
"27668","3.2900000000000005","3.2900000000000005","3.2900000000000005"
"27927","4.069999999999994","4.069999999999994","4.069999999999994"
"28334","4.069999999999996","4.069999999999996","4.069999999999996"
"28431","2.9400000000000004","2.9400000000000004","2.9400000000000004"
"28586","3.4099999999999975","3.4099999999999975","3.4099999999999975"
"28629","2.47","2.47","2.47"
"28674","2.46","2.46","2.46"
"28815","3.499999999999999","3.499999999999999","3.499999999999999"
"28890","2.6700000000000004","2.6700000000000004","2.6700000000000004"
"28949","2.6000000000000005","2.6000000000000005","2.6000000000000005"
"29056","2.9700000000000006","2.9700000000000006","2.9700000000000006"
"29185","3.3099999999999987","3.3099999999999987","3.3099999999999987"
"29454","2.559999999999993","2.559999999999993","2.559999999999993"
"29499","2.56","2.56","2.56"
"29548","2.5500000000000003","2.5500000000000003","2.5500000000000003"
"29595","2.54","2.54","2.54"
"29688","2.79","2.79","2.79"
"29809","3.1500000000000004","3.1500000000000004","3.1500000000000004"
"29944","3.2799999999999994","3.2799999999999994","3.2799999999999994"
"30351","5.159999999999976","5.159999999999976","5.159999999999976"
