"Step","SimpleQMIX_CNN_blox_VaryingEnemies__20241212_090453 - blue_player1_reward","SimpleQMIX_CNN_blox_VaryingEnemies__20241212_090453 - blue_player1_reward__MIN","SimpleQMIX_CNN_blox_VaryingEnemies__20241212_090453 - blue_player1_reward__MAX"
"16472","18.169999999999977","18.169999999999977","18.169999999999977"
"16579","1.600000000000001","1.600000000000001","1.600000000000001"
"16885","9.049999999999933","9.049999999999933","9.049999999999933"
"16986","1.4700000000000009","1.4700000000000009","1.4700000000000009"
"17292","4.719999999999979","4.719999999999979","4.719999999999979"
"17598","4.549999999999981","4.549999999999981","4.549999999999981"
"17693","1.2200000000000006","1.2200000000000006","1.2200000000000006"
"17784","1.260000000000001","1.260000000000001","1.260000000000001"
"18090","11.819999999999954","11.819999999999954","11.819999999999954"
"18396","4.729999999999978","4.729999999999978","4.729999999999978"
"18702","4.599999999999981","4.599999999999981","4.599999999999981"
"19008","4.829999999999976","4.829999999999976","4.829999999999976"
"19314","4.909999999999976","4.909999999999976","4.909999999999976"
"19620","4.819999999999977","4.819999999999977","4.819999999999977"
"19723","1.5700000000000012","1.5700000000000012","1.5700000000000012"
"20029","10.999999999999936","10.999999999999936","10.999999999999936"
"20126","1.570000000000001","1.570000000000001","1.570000000000001"
"20281","3.539999999999994","3.539999999999994","3.539999999999994"
"20587","4.569999999999984","4.569999999999984","4.569999999999984"
"20893","4.689999999999977","4.689999999999977","4.689999999999977"
"21199","4.909999999999974","4.909999999999974","4.909999999999974"
"21505","4.819999999999976","4.819999999999976","4.819999999999976"
"21811","4.969999999999976","4.969999999999976","4.969999999999976"
"22117","4.999999999999976","4.999999999999976","4.999999999999976"
"22218","1.530000000000001","1.530000000000001","1.530000000000001"
"22524","4.1599999999999815","4.1599999999999815","4.1599999999999815"
"22830","4.8499999999999766","4.8499999999999766","4.8499999999999766"
"23136","4.819999999999975","4.819999999999975","4.819999999999975"
"23442","4.819999999999977","4.819999999999977","4.819999999999977"
"23748","6.399999999999964","6.399999999999964","6.399999999999964"
"24054","4.879999999999976","4.879999999999976","4.879999999999976"
"24164","1.480000000000001","1.480000000000001","1.480000000000001"
"24470","4.779999999999977","4.779999999999977","4.779999999999977"
"24776","4.999999999999974","4.999999999999974","4.999999999999974"
"25082","4.899999999999977","4.899999999999977","4.899999999999977"
"25388","6.12999999999996","6.12999999999996","6.12999999999996"
"25485","1.4800000000000009","1.4800000000000009","1.4800000000000009"
"25590","1.550000000000001","1.550000000000001","1.550000000000001"
"25803","4.669999999999985","4.669999999999985","4.669999999999985"
"26109","5.079999999999973","5.079999999999973","5.079999999999973"
"26201","1.3600000000000008","1.3600000000000008","1.3600000000000008"
"26507","4.859999999999976","4.859999999999976","4.859999999999976"
"26813","4.899999999999975","4.899999999999975","4.899999999999975"
"27119","4.8299999999999805","4.8299999999999805","4.8299999999999805"
"27425","5.019999999999976","5.019999999999976","5.019999999999976"
"27512","1.0800000000000007","1.0800000000000007","1.0800000000000007"
"27685","3.9999999999999942","3.9999999999999942","3.9999999999999942"
"27774","1.270000000000001","1.270000000000001","1.270000000000001"
"27865","1.480000000000001","1.480000000000001","1.480000000000001"
"28171","5.119999999999973","5.119999999999973","5.119999999999973"
"28477","4.969999999999973","4.969999999999973","4.969999999999973"
"28783","6.649999999999965","6.649999999999965","6.649999999999965"
"29089","4.729999999999977","4.729999999999977","4.729999999999977"
"29395","5.109999999999974","5.109999999999974","5.109999999999974"
"29701","4.889999999999979","4.889999999999979","4.889999999999979"
"29792","1.400000000000001","1.400000000000001","1.400000000000001"
"30098","4.999999999999975","4.999999999999975","4.999999999999975"
"30404","4.839999999999976","4.839999999999976","4.839999999999976"
"30710","4.909999999999974","4.909999999999974","4.909999999999974"
"31016","4.719999999999981","4.719999999999981","4.719999999999981"
"31322","4.899999999999976","4.899999999999976","4.899999999999976"
"31628","4.999999999999978","4.999999999999978","4.999999999999978"
"31934","4.919999999999976","4.919999999999976","4.919999999999976"
"32240","14.699999999999974","14.699999999999974","14.699999999999974"
"32341","1.5600000000000012","1.5600000000000012","1.5600000000000012"
"32647","5.999999999999975","5.999999999999975","5.999999999999975"
"32953","7.009999999999945","7.009999999999945","7.009999999999945"
"33047","1.490000000000001","1.490000000000001","1.490000000000001"
"33353","4.959999999999979","4.959999999999979","4.959999999999979"
"33659","4.759999999999981","4.759999999999981","4.759999999999981"
"33965","4.74999999999998","4.74999999999998","4.74999999999998"
"34271","8.17999999999998","8.17999999999998","8.17999999999998"
"34577","4.589999999999975","4.589999999999975","4.589999999999975"
"34760","2.969999999999998","2.969999999999998","2.969999999999998"
"35066","5.299999999999971","5.299999999999971","5.299999999999971"
"35372","6.249999999999973","6.249999999999973","6.249999999999973"
"35678","4.8899999999999775","4.8899999999999775","4.8899999999999775"
"35771","1.560000000000001","1.560000000000001","1.560000000000001"
"35860","1.2400000000000007","1.2400000000000007","1.2400000000000007"
"36166","5.159999999999972","5.159999999999972","5.159999999999972"
"36259","1.470000000000001","1.470000000000001","1.470000000000001"
"36565","5.139999999999972","5.139999999999972","5.139999999999972"
"36871","4.939999999999975","4.939999999999975","4.939999999999975"
"37177","5.219999999999972","5.219999999999972","5.219999999999972"
"37483","5.189999999999972","5.189999999999972","5.189999999999972"
"37789","5.189999999999971","5.189999999999971","5.189999999999971"
"38095","5.199999999999971","5.199999999999971","5.199999999999971"
"38401","5.169999999999974","5.169999999999974","5.169999999999974"
"38707","5.029999999999975","5.029999999999975","5.029999999999975"
"39013","10.639999999999954","10.639999999999954","10.639999999999954"
"39319","13.78999999999995","13.78999999999995","13.78999999999995"
"39625","6.359999999999971","6.359999999999971","6.359999999999971"
"39728","1.6800000000000013","1.6800000000000013","1.6800000000000013"
"39819","1.4000000000000008","1.4000000000000008","1.4000000000000008"
"40125","5.049999999999974","5.049999999999974","5.049999999999974"
"40330","5.929999999999968","5.929999999999968","5.929999999999968"
"40435","1.6600000000000013","1.6600000000000013","1.6600000000000013"
"40741","4.889999999999977","4.889999999999977","4.889999999999977"
"41047","5.129999999999973","5.129999999999973","5.129999999999973"
"41134","1.430000000000001","1.430000000000001","1.430000000000001"
"41440","4.959999999999974","4.959999999999974","4.959999999999974"
"41746","6.0799999999999645","6.0799999999999645","6.0799999999999645"
"41834","1.3800000000000008","1.3800000000000008","1.3800000000000008"
"42140","17.1","17.1","17.1"
"42446","4.669999999999984","4.669999999999984","4.669999999999984"
"42584","3.319999999999998","3.319999999999998","3.319999999999998"
"42890","4.529999999999978","4.529999999999978","4.529999999999978"
"43196","5.549999999999965","5.549999999999965","5.549999999999965"
"43502","5.079999999999973","5.079999999999973","5.079999999999973"
"43592","1.4300000000000008","1.4300000000000008","1.4300000000000008"
"43898","5.129999999999972","5.129999999999972","5.129999999999972"
"44204","5.07999999999997","5.07999999999997","5.07999999999997"
"44510","5.2699999999999685","5.2699999999999685","5.2699999999999685"
"44816","6.059999999999954","6.059999999999954","6.059999999999954"
"45003","5.28999999999997","5.28999999999997","5.28999999999997"
"45309","4.859999999999975","4.859999999999975","4.859999999999975"
"45615","5.019999999999973","5.019999999999973","5.019999999999973"
"45921","9.029999999999951","9.029999999999951","9.029999999999951"
"46198","9.549999999999956","9.549999999999956","9.549999999999956"
"46504","9.959999999999969","9.959999999999969","9.959999999999969"
"46810","4.629999999999974","4.629999999999974","4.629999999999974"
"47116","4.479999999999981","4.479999999999981","4.479999999999981"
"47422","6.089999999999973","6.089999999999973","6.089999999999973"
"47728","5.079999999999975","5.079999999999975","5.079999999999975"
"47918","6.059999999999976","6.059999999999976","6.059999999999976"
"48080","3.489999999999993","3.489999999999993","3.489999999999993"
"48386","4.419999999999977","4.419999999999977","4.419999999999977"
"48692","31.750000000000107","31.750000000000107","31.750000000000107"
"48907","5.539999999999964","5.539999999999964","5.539999999999964"
"49000","1.2600000000000007","1.2600000000000007","1.2600000000000007"
"49306","22.390000000000065","22.390000000000065","22.390000000000065"
"49407","1.8300000000000007","1.8300000000000007","1.8300000000000007"
"49617","5.879999999999966","5.879999999999966","5.879999999999966"
"49706","1.3200000000000007","1.3200000000000007","1.3200000000000007"
"50012","35.490000000000045","35.490000000000045","35.490000000000045"
"50318","4.329999999999988","4.329999999999988","4.329999999999988"
"50421","1.680000000000001","1.680000000000001","1.680000000000001"
"50727","17.069999999999975","17.069999999999975","17.069999999999975"
"51033","5.25999999999997","5.25999999999997","5.25999999999997"
"51124","1.260000000000001","1.260000000000001","1.260000000000001"
"51430","4.889999999999972","4.889999999999972","4.889999999999972"
"51736","4.789999999999975","4.789999999999975","4.789999999999975"
"52042","5.2899999999999725","5.2899999999999725","5.2899999999999725"
"52348","4.879999999999974","4.879999999999974","4.879999999999974"
"52654","4.839999999999974","4.839999999999974","4.839999999999974"
"52960","4.569999999999981","4.569999999999981","4.569999999999981"
"53266","4.48999999999998","4.48999999999998","4.48999999999998"
"53367","2.440000000000001","2.440000000000001","2.440000000000001"
"53673","6.179999999999969","6.179999999999969","6.179999999999969"
"53979","16.669999999999973","16.669999999999973","16.669999999999973"
"54285","5.089999999999985","5.089999999999985","5.089999999999985"
"54591","4.0099999999999945","4.0099999999999945","4.0099999999999945"
"54897","4.609999999999974","4.609999999999974","4.609999999999974"
"55203","6.099999999999953","6.099999999999953","6.099999999999953"
"55509","5.4399999999999675","5.4399999999999675","5.4399999999999675"
"55610","1.3900000000000008","1.3900000000000008","1.3900000000000008"
"55916","5.919999999999975","5.919999999999975","5.919999999999975"
"56222","5.449999999999971","5.449999999999971","5.449999999999971"
"56528","6.159999999999975","6.159999999999975","6.159999999999975"
"56834","5.0899999999999705","5.0899999999999705","5.0899999999999705"
"57140","5.129999999999972","5.129999999999972","5.129999999999972"
"57446","4.549999999999977","4.549999999999977","4.549999999999977"
"57752","4.889999999999976","4.889999999999976","4.889999999999976"
"58058","6.469999999999981","6.469999999999981","6.469999999999981"
"58364","5.119999999999974","5.119999999999974","5.119999999999974"
"58670","7.169999999999977","7.169999999999977","7.169999999999977"
"58976","6.579999999999953","6.579999999999953","6.579999999999953"
"59282","7.789999999999967","7.789999999999967","7.789999999999967"
"59588","12.029999999999957","12.029999999999957","12.029999999999957"
"59894","4.769999999999977","4.769999999999977","4.769999999999977"
"60200","5.109999999999973","5.109999999999973","5.109999999999973"
"60506","5.009999999999972","5.009999999999972","5.009999999999972"
"60812","4.83999999999998","4.83999999999998","4.83999999999998"
"61118","4.7199999999999775","4.7199999999999775","4.7199999999999775"
"61424","10.499999999999945","10.499999999999945","10.499999999999945"
"61730","5.239999999999974","5.239999999999974","5.239999999999974"
"62036","4.129999999999985","4.129999999999985","4.129999999999985"
"62342","4.909999999999973","4.909999999999973","4.909999999999973"
"62648","4.529999999999977","4.529999999999977","4.529999999999977"
"62954","4.709999999999978","4.709999999999978","4.709999999999978"
"63260","4.949999999999985","4.949999999999985","4.949999999999985"
"63566","4.759999999999979","4.759999999999979","4.759999999999979"
"63653","1.3900000000000008","1.3900000000000008","1.3900000000000008"
"63959","4.439999999999985","4.439999999999985","4.439999999999985"
"64265","8.649999999999965","8.649999999999965","8.649999999999965"
"64571","11.309999999999977","11.309999999999977","11.309999999999977"
"64877","4.74999999999998","4.74999999999998","4.74999999999998"
"65183","7.279999999999955","7.279999999999955","7.279999999999955"
"65489","4.849999999999976","4.849999999999976","4.849999999999976"
"65592","3.9100000000000015","3.9100000000000015","3.9100000000000015"
"65898","5.019999999999974","5.019999999999974","5.019999999999974"
"66204","4.689999999999975","4.689999999999975","4.689999999999975"
"66510","8.339999999999957","8.339999999999957","8.339999999999957"
"66816","4.599999999999977","4.599999999999977","4.599999999999977"
"67122","5.3899999999999695","5.3899999999999695","5.3899999999999695"
"67428","7.249999999999951","7.249999999999951","7.249999999999951"
"67734","4.999999999999976","4.999999999999976","4.999999999999976"
"68040","5.249999999999972","5.249999999999972","5.249999999999972"
"68346","5.089999999999974","5.089999999999974","5.089999999999974"
"68652","6.719999999999952","6.719999999999952","6.719999999999952"
"68958","5.559999999999971","5.559999999999971","5.559999999999971"
"69264","9.319999999999943","9.319999999999943","9.319999999999943"
"69570","4.939999999999979","4.939999999999979","4.939999999999979"
"69876","4.719999999999972","4.719999999999972","4.719999999999972"
"70182","4.149999999999984","4.149999999999984","4.149999999999984"
"70488","4.899999999999977","4.899999999999977","4.899999999999977"
"70794","4.8199999999999745","4.8199999999999745","4.8199999999999745"
"71100","4.869999999999976","4.869999999999976","4.869999999999976"
"71406","11.65999999999997","11.65999999999997","11.65999999999997"
"71712","7.369999999999974","7.369999999999974","7.369999999999974"
"72018","5.0799999999999725","5.0799999999999725","5.0799999999999725"
"72118","1.3800000000000008","1.3800000000000008","1.3800000000000008"
"72424","8.339999999999975","8.339999999999975","8.339999999999975"
"72517","1.3800000000000008","1.3800000000000008","1.3800000000000008"
"72823","5.129999999999972","5.129999999999972","5.129999999999972"
"73129","6.009999999999978","6.009999999999978","6.009999999999978"
"73435","9.349999999999945","9.349999999999945","9.349999999999945"
"73741","19.51999999999993","19.51999999999993","19.51999999999993"
"73836","1.410000000000001","1.410000000000001","1.410000000000001"
"74142","7.419999999999938","7.419999999999938","7.419999999999938"
"74448","9.049999999999955","9.049999999999955","9.049999999999955"
"74754","4.749999999999976","4.749999999999976","4.749999999999976"
"75060","12.829999999999977","12.829999999999977","12.829999999999977"
"75366","11.119999999999942","11.119999999999942","11.119999999999942"
"75672","4.059999999999989","4.059999999999989","4.059999999999989"
"75978","4.57999999999998","4.57999999999998","4.57999999999998"
"76284","4.6599999999999815","4.6599999999999815","4.6599999999999815"
"76590","16.01999999999996","16.01999999999996","16.01999999999996"
"76896","4.48999999999998","4.48999999999998","4.48999999999998"
"77202","19.20999999999999","19.20999999999999","19.20999999999999"
"77293","1.2300000000000006","1.2300000000000006","1.2300000000000006"
"77599","4.76999999999998","4.76999999999998","4.76999999999998"
"77905","4.429999999999982","4.429999999999982","4.429999999999982"
"78211","6.9999999999999805","6.9999999999999805","6.9999999999999805"
"78303","1.4800000000000009","1.4800000000000009","1.4800000000000009"
"78609","6.949999999999971","6.949999999999971","6.949999999999971"
"78751","3.639999999999999","3.639999999999999","3.639999999999999"
"78895","3.719999999999999","3.719999999999999","3.719999999999999"
"79201","4.899999999999972","4.899999999999972","4.899999999999972"
"79507","5.4199999999999715","5.4199999999999715","5.4199999999999715"
"79813","4.299999999999984","4.299999999999984","4.299999999999984"
"79903","1.300000000000001","1.300000000000001","1.300000000000001"
"80209","4.289999999999981","4.289999999999981","4.289999999999981"
"80515","4.069999999999989","4.069999999999989","4.069999999999989"
"80608","1.2200000000000006","1.2200000000000006","1.2200000000000006"
"80914","4.369999999999979","4.369999999999979","4.369999999999979"
"81220","6.7099999999999795","6.7099999999999795","6.7099999999999795"
"81526","9.099999999999966","9.099999999999966","9.099999999999966"
"81763","7.319999999999952","7.319999999999952","7.319999999999952"
"82069","15.409999999999968","15.409999999999968","15.409999999999968"
"82375","5.21999999999997","5.21999999999997","5.21999999999997"
"82681","5.219999999999977","5.219999999999977","5.219999999999977"
"82774","1.2300000000000006","1.2300000000000006","1.2300000000000006"
"82862","1.2900000000000007","1.2900000000000007","1.2900000000000007"
"82984","6.849999999999974","6.849999999999974","6.849999999999974"
"83290","4.749999999999981","4.749999999999981","4.749999999999981"
"83596","4.879999999999979","4.879999999999979","4.879999999999979"
"83902","4.259999999999983","4.259999999999983","4.259999999999983"
"84208","8.77999999999996","8.77999999999996","8.77999999999996"
"84299","1.1700000000000006","1.1700000000000006","1.1700000000000006"
"84393","1.4500000000000008","1.4500000000000008","1.4500000000000008"
"84699","6.819999999999981","6.819999999999981","6.819999999999981"
"84793","0.9000000000000005","0.9000000000000005","0.9000000000000005"
"85099","12.659999999999986","12.659999999999986","12.659999999999986"
"85405","4.199999999999981","4.199999999999981","4.199999999999981"
"85711","10.329999999999972","10.329999999999972","10.329999999999972"
"86017","4.549999999999987","4.549999999999987","4.549999999999987"
"86323","2.519999999999993","2.519999999999993","2.519999999999993"
"86629","2.589999999999998","2.589999999999998","2.589999999999998"
"86721","0.5800000000000003","0.5800000000000003","0.5800000000000003"
"87027","2.0000000000000013","2.0000000000000013","2.0000000000000013"
"87333","3.5199999999999796","3.5199999999999796","3.5199999999999796"
"87639","4.299999999999991","4.299999999999991","4.299999999999991"
"87945","3.989999999999982","3.989999999999982","3.989999999999982"
"88251","16.819999999999972","16.819999999999972","16.819999999999972"
"88557","4.439999999999979","4.439999999999979","4.439999999999979"
"88863","4.109999999999989","4.109999999999989","4.109999999999989"
"88964","1.5700000000000012","1.5700000000000012","1.5700000000000012"
"89270","7.179999999999978","7.179999999999978","7.179999999999978"
"89576","2.449999999999993","2.449999999999993","2.449999999999993"
"89667","1.5300000000000007","1.5300000000000007","1.5300000000000007"
"89758","0.9300000000000007","0.9300000000000007","0.9300000000000007"
"90064","4.089999999999985","4.089999999999985","4.089999999999985"
"90154","1.1200000000000008","1.1200000000000008","1.1200000000000008"
"90255","1.680000000000001","1.680000000000001","1.680000000000001"
"90561","8.299999999999937","8.299999999999937","8.299999999999937"
"90656","0.9100000000000005","0.9100000000000005","0.9100000000000005"
"90745","0.8900000000000006","0.8900000000000006","0.8900000000000006"
"91051","3.6399999999999815","3.6399999999999815","3.6399999999999815"
"91357","2.0400000000000005","2.0400000000000005","2.0400000000000005"
"91663","14.069999999999977","14.069999999999977","14.069999999999977"
"91969","6.379999999999973","6.379999999999973","6.379999999999973"
"92275","16.48000000000001","16.48000000000001","16.48000000000001"
"92581","3.329999999999984","3.329999999999984","3.329999999999984"
"92887","11.239999999999974","11.239999999999974","11.239999999999974"
"93130","5.799999999999977","5.799999999999977","5.799999999999977"
"93436","8.05999999999997","8.05999999999997","8.05999999999997"
"93742","13.639999999999969","13.639999999999969","13.639999999999969"
"93839","1.4900000000000009","1.4900000000000009","1.4900000000000009"
"94145","13.679999999999982","13.679999999999982","13.679999999999982"
"94250","0.8700000000000006","0.8700000000000006","0.8700000000000006"
"94556","5.089999999999985","5.089999999999985","5.089999999999985"
"94862","12.679999999999966","12.679999999999966","12.679999999999966"
"95168","4.799999999999967","4.799999999999967","4.799999999999967"
"95474","3.689999999999994","3.689999999999994","3.689999999999994"
"95573","0.9800000000000006","0.9800000000000006","0.9800000000000006"
"95879","12.469999999999981","12.469999999999981","12.469999999999981"
"96185","4.299999999999986","4.299999999999986","4.299999999999986"
"96491","2.9599999999999933","2.9599999999999933","2.9599999999999933"
"96797","4.719999999999983","4.719999999999983","4.719999999999983"
"97103","12.609999999999976","12.609999999999976","12.609999999999976"
"97409","12.189999999999975","12.189999999999975","12.189999999999975"
"97715","3.9399999999999937","3.9399999999999937","3.9399999999999937"
"97814","10.229999999999993","10.229999999999993","10.229999999999993"
"98120","3.0799999999999854","3.0799999999999854","3.0799999999999854"
"98426","4.60999999999998","4.60999999999998","4.60999999999998"
"98732","4.5899999999999705","4.5899999999999705","4.5899999999999705"
"99038","3.4999999999999836","3.4999999999999836","3.4999999999999836"
"99344","3.3299999999999845","3.3299999999999845","3.3299999999999845"
"99650","12.419999999999984","12.419999999999984","12.419999999999984"
"99956","3.329999999999979","3.329999999999979","3.329999999999979"
"100262","4.689999999999978","4.689999999999978","4.689999999999978"
"100568","4.639999999999979","4.639999999999979","4.639999999999979"
"100874","3.7099999999999804","3.7099999999999804","3.7099999999999804"
"101180","3.349999999999984","3.349999999999984","3.349999999999984"
"101486","4.549999999999982","4.549999999999982","4.549999999999982"
"101792","4.729999999999978","4.729999999999978","4.729999999999978"
"102098","1.8400000000000014","1.8400000000000014","1.8400000000000014"
"102404","12.769999999999982","12.769999999999982","12.769999999999982"
"102495","0.9800000000000006","0.9800000000000006","0.9800000000000006"
"102801","4.5999999999999766","4.5999999999999766","4.5999999999999766"
"103107","13.939999999999948","13.939999999999948","13.939999999999948"
"103413","5.439999999999963","5.439999999999963","5.439999999999963"
"103719","12.71999999999992","12.71999999999992","12.71999999999992"
"104025","4.819999999999978","4.819999999999978","4.819999999999978"
"104331","5.139999999999975","5.139999999999975","5.139999999999975"
"104637","3.6699999999999906","3.6699999999999906","3.6699999999999906"
"104943","11.749999999999956","11.749999999999956","11.749999999999956"
"105249","5.039999999999979","5.039999999999979","5.039999999999979"
"105555","3.9499999999999953","3.9499999999999953","3.9499999999999953"
"105861","4.4299999999999855","4.4299999999999855","4.4299999999999855"
"106167","11.319999999999983","11.319999999999983","11.319999999999983"
"106473","16.86","16.86","16.86"
"106779","3.4399999999999804","3.4399999999999804","3.4399999999999804"
"107085","2.599999999999992","2.599999999999992","2.599999999999992"
