"Step","SimpleQMIX_everything_random_blox_gamma0.95_lr0.001_hidden128_target20__20241215_135106 - blue_player1_reward","SimpleQMIX_everything_random_blox_gamma0.95_lr0.001_hidden128_target20__20241215_135106 - blue_player1_reward__MIN","SimpleQMIX_everything_random_blox_gamma0.95_lr0.001_hidden128_target20__20241215_135106 - blue_player1_reward__MAX"
"271","-0.1899999999999994","-0.1899999999999994","-0.1899999999999994"
"577","12.349999999999959","12.349999999999959","12.349999999999959"
"883","-3.1900000000000057","-3.1900000000000057","-3.1900000000000057"
"1189","-0.8099999999999958","-0.8099999999999958","-0.8099999999999958"
"1495","9.309999999999983","9.309999999999983","9.309999999999983"
"1801","1.110000000000004","1.110000000000004","1.110000000000004"
"2107","3.7999999999999976","3.7999999999999976","3.7999999999999976"
"2413","-3.6299999999999772","-3.6299999999999772","-3.6299999999999772"
"2719","8.950000000000008","8.950000000000008","8.950000000000008"
"3025","-2.360000000000011","-2.360000000000011","-2.360000000000011"
"3331","28.140000000000036","28.140000000000036","28.140000000000036"
"3637","14.619999999999965","14.619999999999965","14.619999999999965"
"3943","7.789999999999991","7.789999999999991","7.789999999999991"
"4249","28.70000000000005","28.70000000000005","28.70000000000005"
"4555","16.50000000000001","16.50000000000001","16.50000000000001"
"4861","8.599999999999994","8.599999999999994","8.599999999999994"
"5167","4.4900000000000135","4.4900000000000135","4.4900000000000135"
"5473","-16.320000000000043","-16.320000000000043","-16.320000000000043"
"5779","-3.779999999999994","-3.779999999999994","-3.779999999999994"
"6085","1.8900000000000008","1.8900000000000008","1.8900000000000008"
"6391","7.919999999999998","7.919999999999998","7.919999999999998"
"6697","5.549999999999996","5.549999999999996","5.549999999999996"
"7003","-2.470000000000012","-2.470000000000012","-2.470000000000012"
"7309","15.639999999999977","15.639999999999977","15.639999999999977"
"7615","26.79000000000016","26.79000000000016","26.79000000000016"
"7921","16.650000000000013","16.650000000000013","16.650000000000013"
"8227","2.3499999999999983","2.3499999999999983","2.3499999999999983"
"8533","18.029999999999998","18.029999999999998","18.029999999999998"
"8839","-10.490000000000013","-10.490000000000013","-10.490000000000013"
"9145","9.45","9.45","9.45"
"9451","19.720000000000017","19.720000000000017","19.720000000000017"
"9757","-7.540000000000031","-7.540000000000031","-7.540000000000031"
"10063","19.17000000000001","19.17000000000001","19.17000000000001"
"10369","6.220000000000017","6.220000000000017","6.220000000000017"
"10675","2.2399999999999927","2.2399999999999927","2.2399999999999927"
"10981","13.399999999999958","13.399999999999958","13.399999999999958"
"11287","7.91999999999999","7.91999999999999","7.91999999999999"
"11593","4.909999999999995","4.909999999999995","4.909999999999995"
"11899","1.7900000000000018","1.7900000000000018","1.7900000000000018"
"12205","-9.520000000000032","-9.520000000000032","-9.520000000000032"
"12511","5.159999999999997","5.159999999999997","5.159999999999997"
"12817","-12.180000000000012","-12.180000000000012","-12.180000000000012"
"13123","0.7999999999999816","0.7999999999999816","0.7999999999999816"
"13429","16.89999999999998","16.89999999999998","16.89999999999998"
"13735","10.839999999999975","10.839999999999975","10.839999999999975"
"14041","2.2000000000000015","2.2000000000000015","2.2000000000000015"
"14347","12.419999999999991","12.419999999999991","12.419999999999991"
"14653","3.4599999999999898","3.4599999999999898","3.4599999999999898"
"14959","1.200000000000001","1.200000000000001","1.200000000000001"
"15265","71.27999999999996","71.27999999999996","71.27999999999996"
"15571","-5.790000000000043","-5.790000000000043","-5.790000000000043"
"15877","31.800000000000004","31.800000000000004","31.800000000000004"
"16183","-16.870000000000054","-16.870000000000054","-16.870000000000054"
"16489","-0.710000000000014","-0.710000000000014","-0.710000000000014"
"16795","-0.42000000000000787","-0.42000000000000787","-0.42000000000000787"
"17101","16.720000000000017","16.720000000000017","16.720000000000017"
"17407","4.429999999999994","4.429999999999994","4.429999999999994"
"17713","0.710000000000002","0.710000000000002","0.710000000000002"
"18019","6.759999999999995","6.759999999999995","6.759999999999995"
"18325","24.530000000000072","24.530000000000072","24.530000000000072"
"18631","-8.799999999999981","-8.799999999999981","-8.799999999999981"
"18937","9.360000000000015","9.360000000000015","9.360000000000015"
"19243","17.640000000000054","17.640000000000054","17.640000000000054"
"19549","3.8299999999999885","3.8299999999999885","3.8299999999999885"
"19855","-1.250000000000009","-1.250000000000009","-1.250000000000009"
"20161","1.3000000000000007","1.3000000000000007","1.3000000000000007"
"20467","14.899999999999983","14.899999999999983","14.899999999999983"
"20773","3.2899999999999943","3.2899999999999943","3.2899999999999943"
"21079","13.919999999999964","13.919999999999964","13.919999999999964"
"21385","3.669999999999997","3.669999999999997","3.669999999999997"
"21691","0.46999999999999575","0.46999999999999575","0.46999999999999575"
"21997","-7.5199999999999925","-7.5199999999999925","-7.5199999999999925"
"22303","25.680000000000078","25.680000000000078","25.680000000000078"
