"Step","SimpleQMIX_CNN_random_blox_schedule__20241212_112341 - blue_player1_reward","SimpleQMIX_CNN_random_blox_schedule__20241212_112341 - blue_player1_reward__MIN","SimpleQMIX_CNN_random_blox_schedule__20241212_112341 - blue_player1_reward__MAX"
"41817","4.549999999999981","4.549999999999981","4.549999999999981"
"42424","4.629999999999977","4.629999999999977","4.629999999999977"
"43031","4.51999999999998","4.51999999999998","4.51999999999998"
"43638","4.52999999999998","4.52999999999998","4.52999999999998"
"44245","4.739999999999978","4.739999999999978","4.739999999999978"
"44852","4.779999999999975","4.779999999999975","4.779999999999975"
"45459","4.429999999999979","4.429999999999979","4.429999999999979"
"46066","4.679999999999979","4.679999999999979","4.679999999999979"
"46673","4.929999999999976","4.929999999999976","4.929999999999976"
"47280","4.559999999999982","4.559999999999982","4.559999999999982"
"47887","4.589999999999982","4.589999999999982","4.589999999999982"
"48494","5.059999999999975","5.059999999999975","5.059999999999975"
"49101","4.739999999999979","4.739999999999979","4.739999999999979"
"49708","4.999999999999976","4.999999999999976","4.999999999999976"
"50315","4.739999999999978","4.739999999999978","4.739999999999978"
"50922","4.979999999999975","4.979999999999975","4.979999999999975"
"51529","4.47999999999998","4.47999999999998","4.47999999999998"
"52136","4.919999999999975","4.919999999999975","4.919999999999975"
"52743","4.769999999999981","4.769999999999981","4.769999999999981"
"53350","4.909999999999979","4.909999999999979","4.909999999999979"
"53957","4.619999999999981","4.619999999999981","4.619999999999981"
"54564","4.999999999999975","4.999999999999975","4.999999999999975"
"55171","5.079999999999973","5.079999999999973","5.079999999999973"
"55778","4.899999999999975","4.899999999999975","4.899999999999975"
"56385","4.879999999999974","4.879999999999974","4.879999999999974"
"56992","4.919999999999975","4.919999999999975","4.919999999999975"
"57599","4.999999999999974","4.999999999999974","4.999999999999974"
"58206","4.919999999999977","4.919999999999977","4.919999999999977"
"58813","4.729999999999977","4.729999999999977","4.729999999999977"
"59420","6.249999999999977","6.249999999999977","6.249999999999977"
"60027","4.949999999999976","4.949999999999976","4.949999999999976"
"60634","4.859999999999976","4.859999999999976","4.859999999999976"
"61241","5.099999999999973","5.099999999999973","5.099999999999973"
"61848","4.819999999999977","4.819999999999977","4.819999999999977"
"62455","4.889999999999976","4.889999999999976","4.889999999999976"
"63062","4.919999999999975","4.919999999999975","4.919999999999975"
"63669","4.899999999999977","4.899999999999977","4.899999999999977"
"64276","4.909999999999976","4.909999999999976","4.909999999999976"
"64883","4.869999999999978","4.869999999999978","4.869999999999978"
"65490","4.859999999999977","4.859999999999977","4.859999999999977"
"66097","4.849999999999977","4.849999999999977","4.849999999999977"
"66704","4.759999999999976","4.759999999999976","4.759999999999976"
"67311","5.039999999999975","5.039999999999975","5.039999999999975"
"67918","4.819999999999976","4.819999999999976","4.819999999999976"
"68525","5.029999999999974","5.029999999999974","5.029999999999974"
"69132","5.009999999999976","5.009999999999976","5.009999999999976"
"69739","4.72999999999998","4.72999999999998","4.72999999999998"
"70346","5.019999999999974","5.019999999999974","5.019999999999974"
"70953","4.8899999999999775","4.8899999999999775","4.8899999999999775"
"71560","4.839999999999976","4.839999999999976","4.839999999999976"
"72167","5.009999999999975","5.009999999999975","5.009999999999975"
"72774","5.099999999999973","5.099999999999973","5.099999999999973"
"73381","5.049999999999973","5.049999999999973","5.049999999999973"
"73988","5.039999999999973","5.039999999999973","5.039999999999973"
"74595","5.069999999999974","5.069999999999974","5.069999999999974"
"75202","4.879999999999976","4.879999999999976","4.879999999999976"
"75809","4.919999999999972","4.919999999999972","4.919999999999972"
"76416","5.149999999999973","5.149999999999973","5.149999999999973"
"77023","4.879999999999976","4.879999999999976","4.879999999999976"
"77630","5.089999999999972","5.089999999999972","5.089999999999972"
"78237","4.909999999999978","4.909999999999978","4.909999999999978"
"78844","4.909999999999977","4.909999999999977","4.909999999999977"
"79451","5.089999999999972","5.089999999999972","5.089999999999972"
"80058","4.8599999999999755","4.8599999999999755","4.8599999999999755"
"80665","6.4099999999999735","6.4099999999999735","6.4099999999999735"
"81272","5.109999999999974","5.109999999999974","5.109999999999974"
"81879","5.129999999999972","5.129999999999972","5.129999999999972"
"82486","4.909999999999978","4.909999999999978","4.909999999999978"
"83093","5.099999999999972","5.099999999999972","5.099999999999972"
"83700","4.979999999999976","4.979999999999976","4.979999999999976"
"84307","5.029999999999976","5.029999999999976","5.029999999999976"
"84914","5.059999999999974","5.059999999999974","5.059999999999974"
"85521","5.26999999999997","5.26999999999997","5.26999999999997"
"86128","5.149999999999972","5.149999999999972","5.149999999999972"
"86735","5.2599999999999705","5.2599999999999705","5.2599999999999705"
"87342","4.9899999999999745","4.9899999999999745","4.9899999999999745"
"87949","4.919999999999975","4.919999999999975","4.919999999999975"
"88556","5.21999999999997","5.21999999999997","5.21999999999997"
"89163","5.229999999999971","5.229999999999971","5.229999999999971"
"89770","5.32999999999997","5.32999999999997","5.32999999999997"
"90377","5.039999999999973","5.039999999999973","5.039999999999973"
"90984","5.1699999999999715","5.1699999999999715","5.1699999999999715"
"91591","5.239999999999972","5.239999999999972","5.239999999999972"
"92198","5.049999999999972","5.049999999999972","5.049999999999972"
"92805","5.109999999999975","5.109999999999975","5.109999999999975"
"93412","5.229999999999973","5.229999999999973","5.229999999999973"
"94019","4.999999999999974","4.999999999999974","4.999999999999974"
"94626","5.229999999999973","5.229999999999973","5.229999999999973"
"95233","5.009999999999974","5.009999999999974","5.009999999999974"
"95840","5.15999999999997","5.15999999999997","5.15999999999997"
"96447","4.919999999999975","4.919999999999975","4.919999999999975"
"97054","5.139999999999973","5.139999999999973","5.139999999999973"
"97661","5.379999999999969","5.379999999999969","5.379999999999969"
"98268","5.18999999999997","5.18999999999997","5.18999999999997"
"98875","5.139999999999974","5.139999999999974","5.139999999999974"
"99482","5.25999999999997","5.25999999999997","5.25999999999997"
"100089","5.29999999999997","5.29999999999997","5.29999999999997"
"100696","5.159999999999972","5.159999999999972","5.159999999999972"
"101303","5.34999999999997","5.34999999999997","5.34999999999997"
"101910","5.259999999999971","5.259999999999971","5.259999999999971"
"102517","5.27999999999997","5.27999999999997","5.27999999999997"
"103124","5.2099999999999715","5.2099999999999715","5.2099999999999715"
"103731","5.199999999999973","5.199999999999973","5.199999999999973"
"104338","5.179999999999973","5.179999999999973","5.179999999999973"
"104945","5.339999999999969","5.339999999999969","5.339999999999969"
"105552","5.31999999999997","5.31999999999997","5.31999999999997"
"106159","5.40999999999997","5.40999999999997","5.40999999999997"
"106766","5.349999999999968","5.349999999999968","5.349999999999968"
"107373","5.369999999999971","5.369999999999971","5.369999999999971"
"107980","5.289999999999971","5.289999999999971","5.289999999999971"
"108587","5.219999999999971","5.219999999999971","5.219999999999971"
"109194","5.319999999999967","5.319999999999967","5.319999999999967"
"109801","5.319999999999969","5.319999999999969","5.319999999999969"
"110408","5.239999999999972","5.239999999999972","5.239999999999972"
"111015","5.2099999999999715","5.2099999999999715","5.2099999999999715"
"111622","5.3499999999999694","5.3499999999999694","5.3499999999999694"
"112229","5.229999999999971","5.229999999999971","5.229999999999971"
"112836","5.399999999999969","5.399999999999969","5.399999999999969"
"113443","5.289999999999971","5.289999999999971","5.289999999999971"
"114050","5.399999999999969","5.399999999999969","5.399999999999969"
"114657","5.339999999999967","5.339999999999967","5.339999999999967"
"115264","5.329999999999969","5.329999999999969","5.329999999999969"
"115871","5.4299999999999695","5.4299999999999695","5.4299999999999695"
"116478","5.359999999999968","5.359999999999968","5.359999999999968"
"117085","5.339999999999968","5.339999999999968","5.339999999999968"
"117692","5.459999999999969","5.459999999999969","5.459999999999969"
"118299","5.3399999999999705","5.3399999999999705","5.3399999999999705"
"118906","5.439999999999969","5.439999999999969","5.439999999999969"
"119513","5.399999999999968","5.399999999999968","5.399999999999968"
"120120","5.3399999999999705","5.3399999999999705","5.3399999999999705"
"120727","5.419999999999969","5.419999999999969","5.419999999999969"
"121334","5.289999999999971","5.289999999999971","5.289999999999971"
"121941","5.389999999999968","5.389999999999968","5.389999999999968"
"122548","5.31999999999997","5.31999999999997","5.31999999999997"
"123155","5.3499999999999694","5.3499999999999694","5.3499999999999694"
"123762","5.33999999999997","5.33999999999997","5.33999999999997"
"124369","5.549999999999969","5.549999999999969","5.549999999999969"
"124976","5.459999999999968","5.459999999999968","5.459999999999968"
"125583","5.399999999999969","5.399999999999969","5.399999999999969"
"126190","5.449999999999967","5.449999999999967","5.449999999999967"
"126797","5.39999999999997","5.39999999999997","5.39999999999997"
"127404","6.72999999999996","6.72999999999996","6.72999999999996"
"128011","5.409999999999967","5.409999999999967","5.409999999999967"
"128618","5.449999999999967","5.449999999999967","5.449999999999967"
"129225","5.449999999999971","5.449999999999971","5.449999999999971"
"129832","5.349999999999971","5.349999999999971","5.349999999999971"
"130439","5.3899999999999695","5.3899999999999695","5.3899999999999695"
"131046","5.3899999999999695","5.3899999999999695","5.3899999999999695"
"131653","5.489999999999967","5.489999999999967","5.489999999999967"
"132260","5.399999999999969","5.399999999999969","5.399999999999969"
"132867","5.399999999999969","5.399999999999969","5.399999999999969"
"133474","5.419999999999967","5.419999999999967","5.419999999999967"
"134081","5.559999999999967","5.559999999999967","5.559999999999967"
"134688","6.759999999999943","6.759999999999943","6.759999999999943"
"135295","5.4799999999999685","5.4799999999999685","5.4799999999999685"
"135902","5.509999999999968","5.509999999999968","5.509999999999968"
"136509","5.489999999999969","5.489999999999969","5.489999999999969"
"137116","5.60999999999997","5.60999999999997","5.60999999999997"
"137723","5.509999999999968","5.509999999999968","5.509999999999968"
"138330","5.549999999999965","5.549999999999965","5.549999999999965"
"138937","5.519999999999968","5.519999999999968","5.519999999999968"
"139544","5.499999999999967","5.499999999999967","5.499999999999967"
"140151","5.469999999999968","5.469999999999968","5.469999999999968"
"140758","5.509999999999967","5.509999999999967","5.509999999999967"
"141365","5.5699999999999665","5.5699999999999665","5.5699999999999665"
"141972","6.09999999999998","6.09999999999998","6.09999999999998"
"142579","5.529999999999967","5.529999999999967","5.529999999999967"
"143186","5.489999999999967","5.489999999999967","5.489999999999967"
"143793","5.539999999999968","5.539999999999968","5.539999999999968"
"144400","5.519999999999967","5.519999999999967","5.519999999999967"
"145007","5.619999999999965","5.619999999999965","5.619999999999965"
"145614","6.169999999999973","6.169999999999973","6.169999999999973"
"146221","5.959999999999965","5.959999999999965","5.959999999999965"
"146828","5.31999999999997","5.31999999999997","5.31999999999997"
"147435","5.539999999999968","5.539999999999968","5.539999999999968"
"148042","6.629999999999946","6.629999999999946","6.629999999999946"
"148649","5.739999999999974","5.739999999999974","5.739999999999974"
"149256","4.959999999999971","4.959999999999971","4.959999999999971"
"149863","5.639999999999964","5.639999999999964","5.639999999999964"
"150470","5.459999999999967","5.459999999999967","5.459999999999967"
"151077","5.039999999999982","5.039999999999982","5.039999999999982"
"151684","5.789999999999967","5.789999999999967","5.789999999999967"
"152291","5.559999999999966","5.559999999999966","5.559999999999966"
"152898","5.549999999999966","5.549999999999966","5.549999999999966"
"153505","5.479999999999967","5.479999999999967","5.479999999999967"
"154112","5.589999999999966","5.589999999999966","5.589999999999966"
"154719","5.479999999999969","5.479999999999969","5.479999999999969"
"155326","5.549999999999967","5.549999999999967","5.549999999999967"
"155933","5.489999999999967","5.489999999999967","5.489999999999967"
"156540","5.519999999999967","5.519999999999967","5.519999999999967"
"157147","5.599999999999965","5.599999999999965","5.599999999999965"
"157754","5.329999999999967","5.329999999999967","5.329999999999967"
"158361","5.629999999999966","5.629999999999966","5.629999999999966"
"158968","5.629999999999964","5.629999999999964","5.629999999999964"
"159575","5.539999999999967","5.539999999999967","5.539999999999967"
"160182","5.679999999999965","5.679999999999965","5.679999999999965"
"160789","5.719999999999964","5.719999999999964","5.719999999999964"
"161396","5.479999999999968","5.479999999999968","5.479999999999968"
"162003","5.579999999999966","5.579999999999966","5.579999999999966"
"162610","5.549999999999965","5.549999999999965","5.549999999999965"
"163217","5.519999999999968","5.519999999999968","5.519999999999968"
"163824","5.559999999999967","5.559999999999967","5.559999999999967"
"164431","5.449999999999969","5.449999999999969","5.449999999999969"
"165038","5.509999999999968","5.509999999999968","5.509999999999968"
"165645","5.549999999999966","5.549999999999966","5.549999999999966"
"166252","6.759999999999966","6.759999999999966","6.759999999999966"
"166859","5.679999999999964","5.679999999999964","5.679999999999964"
"167466","5.469999999999967","5.469999999999967","5.469999999999967"
"168073","5.609999999999967","5.609999999999967","5.609999999999967"
"168680","5.489999999999967","5.489999999999967","5.489999999999967"
"169287","5.459999999999966","5.459999999999966","5.459999999999966"
"169894","5.159999999999972","5.159999999999972","5.159999999999972"
"170501","5.669999999999964","5.669999999999964","5.669999999999964"
"171108","5.589999999999966","5.589999999999966","5.589999999999966"
"171715","5.6599999999999655","5.6599999999999655","5.6599999999999655"
"172322","5.609999999999965","5.609999999999965","5.609999999999965"
"172929","5.609999999999965","5.609999999999965","5.609999999999965"
"173536","5.609999999999966","5.609999999999966","5.609999999999966"
"174143","5.6199999999999655","5.6199999999999655","5.6199999999999655"
"174750","5.719999999999963","5.719999999999963","5.719999999999963"
"175357","5.539999999999966","5.539999999999966","5.539999999999966"
"175964","5.669999999999964","5.669999999999964","5.669999999999964"
"176571","5.589999999999966","5.589999999999966","5.589999999999966"
"177178","5.629999999999966","5.629999999999966","5.629999999999966"
"177785","5.599999999999966","5.599999999999966","5.599999999999966"
"178392","5.499999999999968","5.499999999999968","5.499999999999968"
"178999","5.509999999999967","5.509999999999967","5.509999999999967"
"179606","5.629999999999965","5.629999999999965","5.629999999999965"
"180213","5.459999999999969","5.459999999999969","5.459999999999969"
"180820","5.609999999999965","5.609999999999965","5.609999999999965"
"181427","5.669999999999966","5.669999999999966","5.669999999999966"
"182034","5.7099999999999635","5.7099999999999635","5.7099999999999635"
