"Step","SimpleQMIX_everything_random_blox_gamma0.95_lr0.0001_hidden64_target10__20241214_181511 - blue_player2_reward","SimpleQMIX_everything_random_blox_gamma0.95_lr0.0001_hidden64_target10__20241214_181511 - blue_player2_reward__MIN","SimpleQMIX_everything_random_blox_gamma0.95_lr0.0001_hidden64_target10__20241214_181511 - blue_player2_reward__MAX"
"272","1.9200000000000013","1.9200000000000013","1.9200000000000013"
"578","-6.600000000000001","-6.600000000000001","-6.600000000000001"
"884","20.15000000000009","20.15000000000009","20.15000000000009"
"1190","-8.089999999999991","-8.089999999999991","-8.089999999999991"
"1496","-4.819999999999982","-4.819999999999982","-4.819999999999982"
"1802","-5.259999999999998","-5.259999999999998","-5.259999999999998"
"2108","-3.71","-3.71","-3.71"
"2414","-3.5400000000000005","-3.5400000000000005","-3.5400000000000005"
"2720","-6.399999999999998","-6.399999999999998","-6.399999999999998"
"3026","-10.239999999999979","-10.239999999999979","-10.239999999999979"
"3332","8.31","8.31","8.31"
"3638","20.660000000000085","20.660000000000085","20.660000000000085"
"3944","4.4800000000000075","4.4800000000000075","4.4800000000000075"
"4250","3.639999999999987","3.639999999999987","3.639999999999987"
"4556","2.9799999999999933","2.9799999999999933","2.9799999999999933"
"4862","5.629999999999988","5.629999999999988","5.629999999999988"
"5168","6.48999999999999","6.48999999999999","6.48999999999999"
"5474","-5.609999999999998","-5.609999999999998","-5.609999999999998"
"5780","-17.590000000000035","-17.590000000000035","-17.590000000000035"
"6086","8.209999999999983","8.209999999999983","8.209999999999983"
"6392","-2.7800000000000105","-2.7800000000000105","-2.7800000000000105"
"6698","29.780000000000083","29.780000000000083","29.780000000000083"
"7004","5.57","5.57","5.57"
"7310","5.17","5.17","5.17"
"7616","15.299999999999976","15.299999999999976","15.299999999999976"
"7922","11.239999999999986","11.239999999999986","11.239999999999986"
"8228","3.019999999999992","3.019999999999992","3.019999999999992"
"8534","26.290000000000056","26.290000000000056","26.290000000000056"
"8840","-15.81000000000005","-15.81000000000005","-15.81000000000005"
"9146","17.499999999999982","17.499999999999982","17.499999999999982"
"9452","20.21000000000008","20.21000000000008","20.21000000000008"
"9758","-10.660000000000009","-10.660000000000009","-10.660000000000009"
"10064","-2.7500000000000075","-2.7500000000000075","-2.7500000000000075"
"10370","-13.450000000000038","-13.450000000000038","-13.450000000000038"
"10676","1.3899999999999924","1.3899999999999924","1.3899999999999924"
"10982","4.319999999999999","4.319999999999999","4.319999999999999"
"11288","2.009999999999999","2.009999999999999","2.009999999999999"
"11594","3.3099999999999903","3.3099999999999903","3.3099999999999903"
"11900","12.179999999999998","12.179999999999998","12.179999999999998"
"12206","40.58000000000007","40.58000000000007","40.58000000000007"
"12512","-17.040000000000042","-17.040000000000042","-17.040000000000042"
"12818","-18.190000000000012","-18.190000000000012","-18.190000000000012"
"13124","-18.950000000000035","-18.950000000000035","-18.950000000000035"
"13430","-9.470000000000004","-9.470000000000004","-9.470000000000004"
"13736","2.949999999999997","2.949999999999997","2.949999999999997"
"14042","3.0699999999999856","3.0699999999999856","3.0699999999999856"
"14348","3.3699999999999917","3.3699999999999917","3.3699999999999917"
"14654","11.1","11.1","11.1"
"14960","-1.0500000000000034","-1.0500000000000034","-1.0500000000000034"
"15266","-1.6400000000000006","-1.6400000000000006","-1.6400000000000006"
"15572","1.9900000000000015","1.9900000000000015","1.9900000000000015"
"15878","9.369999999999987","9.369999999999987","9.369999999999987"
"16184","5.139999999999986","5.139999999999986","5.139999999999986"
"16490","6.009999999999998","6.009999999999998","6.009999999999998"
"16796","3.0299999999999927","3.0299999999999927","3.0299999999999927"
"17102","4.159999999999989","4.159999999999989","4.159999999999989"
"17408","3.7499999999999916","3.7499999999999916","3.7499999999999916"
"17714","4.21999999999999","4.21999999999999","4.21999999999999"
"18020","3.199999999999984","3.199999999999984","3.199999999999984"
"18326","15.389999999999985","15.389999999999985","15.389999999999985"
"18632","4.679999999999993","4.679999999999993","4.679999999999993"
"18938","6.400000000000002","6.400000000000002","6.400000000000002"
"19244","9.36999999999997","9.36999999999997","9.36999999999997"
"19550","3.909999999999994","3.909999999999994","3.909999999999994"
"19856","7.109999999999985","7.109999999999985","7.109999999999985"
"20162","6.81999999999998","6.81999999999998","6.81999999999998"
"20468","5.379999999999989","5.379999999999989","5.379999999999989"
"20774","13.399999999999986","13.399999999999986","13.399999999999986"
"21080","-2.9299999999999966","-2.9299999999999966","-2.9299999999999966"
"21386","1.150000000000001","1.150000000000001","1.150000000000001"
"21692","18.72999999999996","18.72999999999996","18.72999999999996"
"21998","6.99","6.99","6.99"
"22304","20.19","20.19","20.19"
"22610","-4.799999999999999","-4.799999999999999","-4.799999999999999"
"22916","0.15000000000000127","0.15000000000000127","0.15000000000000127"
"23222","-0.7699999999999995","-0.7699999999999995","-0.7699999999999995"
"23528","3.0399999999999947","3.0399999999999947","3.0399999999999947"
"23834","-1.3499999999999999","-1.3499999999999999","-1.3499999999999999"
"24140","-5.489999999999997","-5.489999999999997","-5.489999999999997"
"24446","-16.930000000000025","-16.930000000000025","-16.930000000000025"
"24752","5.41999999999999","5.41999999999999","5.41999999999999"
"25058","3.379999999999996","3.379999999999996","3.379999999999996"
"25364","8.079999999999995","8.079999999999995","8.079999999999995"
"25670","4.709999999999993","4.709999999999993","4.709999999999993"
"25976","-2.58","-2.58","-2.58"
"26282","-0.09999999999999876","-0.09999999999999876","-0.09999999999999876"
"26588","-5.4799999999999995","-5.4799999999999995","-5.4799999999999995"
"26894","-3.130000000000005","-3.130000000000005","-3.130000000000005"
"27200","8.04000000000001","8.04000000000001","8.04000000000001"
"27506","1.8300000000000016","1.8300000000000016","1.8300000000000016"
"27812","-1.36","-1.36","-1.36"
"28118","5.66","5.66","5.66"
"28424","5.410000000000001","5.410000000000001","5.410000000000001"
"28730","-0.9900000000000018","-0.9900000000000018","-0.9900000000000018"
"29036","0.10000000000000095","0.10000000000000095","0.10000000000000095"
"29342","6.410000000000001","6.410000000000001","6.410000000000001"
"29648","3.6800000000000006","3.6800000000000006","3.6800000000000006"
"29954","-0.8800000000000003","-0.8800000000000003","-0.8800000000000003"
"30260","-3.1700000000000066","-3.1700000000000066","-3.1700000000000066"
"30566","8.289999999999997","8.289999999999997","8.289999999999997"
"30872","-3.0100000000000025","-3.0100000000000025","-3.0100000000000025"
"31178","4.870000000000006","4.870000000000006","4.870000000000006"
"31484","3.239999999999997","3.239999999999997","3.239999999999997"
"31790","-2.11000000000001","-2.11000000000001","-2.11000000000001"
"32096","11.059999999999972","11.059999999999972","11.059999999999972"
"32402","7.999999999999993","7.999999999999993","7.999999999999993"
"32708","2.699999999999998","2.699999999999998","2.699999999999998"
"33014","35.40000000000003","35.40000000000003","35.40000000000003"
"33320","-25.690000000000037","-25.690000000000037","-25.690000000000037"
"33626","-18.059999999999995","-18.059999999999995","-18.059999999999995"
"33932","-11.320000000000038","-11.320000000000038","-11.320000000000038"
"34238","4.459999999999989","4.459999999999989","4.459999999999989"
"34544","13.689999999999985","13.689999999999985","13.689999999999985"
"34850","2.2199999999999966","2.2199999999999966","2.2199999999999966"
"35156","0.3299999999999928","0.3299999999999928","0.3299999999999928"
"35462","8.299999999999997","8.299999999999997","8.299999999999997"
"35768","8.979999999999963","8.979999999999963","8.979999999999963"
"36074","8.339999999999996","8.339999999999996","8.339999999999996"
"36380","-16.00000000000005","-16.00000000000005","-16.00000000000005"
"36686","0.7199999999999933","0.7199999999999933","0.7199999999999933"
"36992","8.759999999999991","8.759999999999991","8.759999999999991"
"37298","2.0200000000000014","2.0200000000000014","2.0200000000000014"
"37604","1.2100000000000017","1.2100000000000017","1.2100000000000017"
"37910","1.5099999999999996","1.5099999999999996","1.5099999999999996"
"38216","0.7800000000000012","0.7800000000000012","0.7800000000000012"
"38522","-0.1699999999999988","-0.1699999999999988","-0.1699999999999988"
"38828","51.750000000000156","51.750000000000156","51.750000000000156"
"39134","-6.259999999999989","-6.259999999999989","-6.259999999999989"
"39440","10.870000000000005","10.870000000000005","10.870000000000005"
"39746","-26.840000000000032","-26.840000000000032","-26.840000000000032"
"40052","-21.699999999999996","-21.699999999999996","-21.699999999999996"
"40358","-13.489999999999974","-13.489999999999974","-13.489999999999974"
"40664","-3.9500000000000166","-3.9500000000000166","-3.9500000000000166"
"40970","-23.370000000000022","-23.370000000000022","-23.370000000000022"
"41276","-13.950000000000033","-13.950000000000033","-13.950000000000033"
"41582","4.540000000000002","4.540000000000002","4.540000000000002"
"41888","-3.4099999999999846","-3.4099999999999846","-3.4099999999999846"
"42194","-10.97","-10.97","-10.97"
"42500","-7.879999999999995","-7.879999999999995","-7.879999999999995"
"42806","1.9600000000000029","1.9600000000000029","1.9600000000000029"
"43112","2.2700000000000027","2.2700000000000027","2.2700000000000027"
"43418","-10.210000000000026","-10.210000000000026","-10.210000000000026"
"43724","-6.279999999999996","-6.279999999999996","-6.279999999999996"
"44030","-3.290000000000013","-3.290000000000013","-3.290000000000013"
"44336","11.600000000000009","11.600000000000009","11.600000000000009"
"44642","-4.630000000000016","-4.630000000000016","-4.630000000000016"
"44948","-5.1","-5.1","-5.1"
"45254","-3.770000000000016","-3.770000000000016","-3.770000000000016"
"45560","22.50000000000008","22.50000000000008","22.50000000000008"
"45866","-7.189999999999988","-7.189999999999988","-7.189999999999988"
"46172","-1.899999999999993","-1.899999999999993","-1.899999999999993"
"46478","-7.55000000000001","-7.55000000000001","-7.55000000000001"
"46784","-3.090000000000007","-3.090000000000007","-3.090000000000007"
"47090","-12.470000000000002","-12.470000000000002","-12.470000000000002"
"47396","-16.60999999999997","-16.60999999999997","-16.60999999999997"
"47702","-18.719999999999974","-18.719999999999974","-18.719999999999974"
"48008","-2.7199999999999993","-2.7199999999999993","-2.7199999999999993"
"48314","-6.140000000000012","-6.140000000000012","-6.140000000000012"
"48620","-20.790000000000006","-20.790000000000006","-20.790000000000006"
"48926","-3.469999999999989","-3.469999999999989","-3.469999999999989"
"49232","-25.150000000000002","-25.150000000000002","-25.150000000000002"
"49538","5.46999999999999","5.46999999999999","5.46999999999999"
"49844","4.129999999999996","4.129999999999996","4.129999999999996"
"50150","3.6700000000000004","3.6700000000000004","3.6700000000000004"
"50456","11.089999999999973","11.089999999999973","11.089999999999973"
"50762","8.319999999999972","8.319999999999972","8.319999999999972"
"51068","-9.280000000000049","-9.280000000000049","-9.280000000000049"
"51374","-12.68000000000003","-12.68000000000003","-12.68000000000003"
"51680","1.379999999999994","1.379999999999994","1.379999999999994"
"51986","-20.89","-20.89","-20.89"
"52292","-7.879999999999987","-7.879999999999987","-7.879999999999987"
"52598","-18.890000000000036","-18.890000000000036","-18.890000000000036"
"52904","-12.609999999999985","-12.609999999999985","-12.609999999999985"
"53210","-22.80999999999997","-22.80999999999997","-22.80999999999997"
"53516","-10.790000000000006","-10.790000000000006","-10.790000000000006"
"53822","10.659999999999982","10.659999999999982","10.659999999999982"
"54128","13.199999999999967","13.199999999999967","13.199999999999967"
"54434","10.219999999999953","10.219999999999953","10.219999999999953"
"54740","4.4200000000000035","4.4200000000000035","4.4200000000000035"
"55046","19.18000000000001","19.18000000000001","19.18000000000001"
"55352","13.550000000000002","13.550000000000002","13.550000000000002"
"55658","-0.9399999999999976","-0.9399999999999976","-0.9399999999999976"
"55964","8.999999999999966","8.999999999999966","8.999999999999966"
"56270","-27.31000000000005","-27.31000000000005","-27.31000000000005"
"56576","-20.59000000000003","-20.59000000000003","-20.59000000000003"
"56882","-25.249999999999957","-25.249999999999957","-25.249999999999957"
"57188","-8.620000000000093","-8.620000000000093","-8.620000000000093"
"57494","-5.090000000000004","-5.090000000000004","-5.090000000000004"
"57800","-0.22000000000000086","-0.22000000000000086","-0.22000000000000086"
"58106","4.899999999999996","4.899999999999996","4.899999999999996"
"58412","-2.010000000000005","-2.010000000000005","-2.010000000000005"
"58718","13.199999999999953","13.199999999999953","13.199999999999953"
"59024","-5.859999999999994","-5.859999999999994","-5.859999999999994"
"59330","-10.389999999999949","-10.389999999999949","-10.389999999999949"
"59636","-5.680000000000005","-5.680000000000005","-5.680000000000005"
"59942","-9.209999999999996","-9.209999999999996","-9.209999999999996"
"60248","4.259999999999997","4.259999999999997","4.259999999999997"
"60554","1.9899999999999973","1.9899999999999973","1.9899999999999973"
"60860","-3.7999999999999945","-3.7999999999999945","-3.7999999999999945"
"61166","-16.490000000000045","-16.490000000000045","-16.490000000000045"
