"Step","SimpleQMIX_everything_later_blox_gamma0.95_lr0.001_hidden128_target10__20241215_123751 - blue_player1_reward","SimpleQMIX_everything_later_blox_gamma0.95_lr0.001_hidden128_target10__20241215_123751 - blue_player1_reward__MIN","SimpleQMIX_everything_later_blox_gamma0.95_lr0.001_hidden128_target10__20241215_123751 - blue_player1_reward__MAX"
"302","114.45999999999997","114.45999999999997","114.45999999999997"
"608","32.06000000000007","32.06000000000007","32.06000000000007"
"914","80.06999999999998","80.06999999999998","80.06999999999998"
"1220","141.69000000000014","141.69000000000014","141.69000000000014"
"1526","115.32","115.32","115.32"
"1832","110.03000000000006","110.03000000000006","110.03000000000006"
"2138","124.78000000000009","124.78000000000009","124.78000000000009"
"2444","70.83999999999996","70.83999999999996","70.83999999999996"
"2750","22.35000000000006","22.35000000000006","22.35000000000006"
"3056","77.24000000000001","77.24000000000001","77.24000000000001"
"3362","98.03999999999999","98.03999999999999","98.03999999999999"
"3668","107.49000000000004","107.49000000000004","107.49000000000004"
"3974","12.309999999999969","12.309999999999969","12.309999999999969"
"4280","85.15999999999994","85.15999999999994","85.15999999999994"
"4586","30.620000000000033","30.620000000000033","30.620000000000033"
"4892","84.28999999999985","84.28999999999985","84.28999999999985"
"5198","122.24000000000001","122.24000000000001","122.24000000000001"
"5504","81.3699999999999","81.3699999999999","81.3699999999999"
"5810","78.5499999999999","78.5499999999999","78.5499999999999"
"6116","116.98000000000006","116.98000000000006","116.98000000000006"
"6422","27.219999999999953","27.219999999999953","27.219999999999953"
"6728","85.81000000000003","85.81000000000003","85.81000000000003"
"7034","59.8900000000002","59.8900000000002","59.8900000000002"
"7340","129.46000000000018","129.46000000000018","129.46000000000018"
"7646","99.4500000000003","99.4500000000003","99.4500000000003"
"7952","133.2399999999999","133.2399999999999","133.2399999999999"
"8258","70.28000000000007","70.28000000000007","70.28000000000007"
"8485","166.98","166.98","166.98"
"8791","142.8400000000003","142.8400000000003","142.8400000000003"
"9097","133.45000000000036","133.45000000000036","133.45000000000036"
"9403","-1.3400000000000079","-1.3400000000000079","-1.3400000000000079"
"9709","12.94999999999996","12.94999999999996","12.94999999999996"
"10015","142.4400000000003","142.4400000000003","142.4400000000003"
"10321","137.08000000000058","137.08000000000058","137.08000000000058"
"10627","116.96999999999969","116.96999999999969","116.96999999999969"
"10933","149.8500000000002","149.8500000000002","149.8500000000002"
"11239","77.52000000000014","77.52000000000014","77.52000000000014"
"11545","140.85000000000042","140.85000000000042","140.85000000000042"
"11851","76.45000000000013","76.45000000000013","76.45000000000013"
"12157","146.90000000000023","146.90000000000023","146.90000000000023"
"12463","77.19000000000011","77.19000000000011","77.19000000000011"
"12769","130.62000000000003","130.62000000000003","130.62000000000003"
"13075","73.98999999999994","73.98999999999994","73.98999999999994"
"13381","150.1100000000005","150.1100000000005","150.1100000000005"
"13687","22.94000000000013","22.94000000000013","22.94000000000013"
"13993","133.73000000000053","133.73000000000053","133.73000000000053"
"14299","139.57000000000033","139.57000000000033","139.57000000000033"
"14605","150.6000000000005","150.6000000000005","150.6000000000005"
"14911","124.02999999999992","124.02999999999992","124.02999999999992"
"15217","135.01000000000082","135.01000000000082","135.01000000000082"
"15523","159.49000000000026","159.49000000000026","159.49000000000026"
"15829","130.66000000000005","130.66000000000005","130.66000000000005"
"16135","144.57000000000033","144.57000000000033","144.57000000000033"
"16352","166.46","166.46","166.46"
"16658","136.76999999999995","136.76999999999995","136.76999999999995"
"16964","136.10000000000022","136.10000000000022","136.10000000000022"
"17270","137.38000000000005","137.38000000000005","137.38000000000005"
"17576","116.80999999999986","116.80999999999986","116.80999999999986"
"17882","137.66999999999996","137.66999999999996","137.66999999999996"
"18188","78.98999999999992","78.98999999999992","78.98999999999992"
"18494","117.30999999999973","117.30999999999973","117.30999999999973"
"18800","124.13999999999983","124.13999999999983","124.13999999999983"
"19106","131.48","131.48","131.48"
"19412","138.3600000000003","138.3600000000003","138.3600000000003"
"19718","122.16999999999997","122.16999999999997","122.16999999999997"
"20024","122.24000000000002","122.24000000000002","122.24000000000002"
"20330","125.09999999999992","125.09999999999992","125.09999999999992"
"20636","143.89000000000038","143.89000000000038","143.89000000000038"
"20942","137.11","137.11","137.11"
"21248","123.39999999999996","123.39999999999996","123.39999999999996"
"21554","135.41","135.41","135.41"
"21860","137.76000000000028","137.76000000000028","137.76000000000028"
"22166","119.32000000000009","119.32000000000009","119.32000000000009"
"22472","125.74999999999987","125.74999999999987","125.74999999999987"
"22778","134.41000000000048","134.41000000000048","134.41000000000048"
"23084","138.2500000000006","138.2500000000006","138.2500000000006"
"23390","136.4900000000004","136.4900000000004","136.4900000000004"
"23696","138.37000000000072","138.37000000000072","138.37000000000072"
"24002","145.69000000000037","145.69000000000037","145.69000000000037"
"24308","138.49000000000012","138.49000000000012","138.49000000000012"
"24614","137.3000000000001","137.3000000000001","137.3000000000001"
