"Step","SimpleQMIX_everything_random_blox_gamma0.95_lr0.001_hidden128_target10__20241215_113933 - blue_player2_reward","SimpleQMIX_everything_random_blox_gamma0.95_lr0.001_hidden128_target10__20241215_113933 - blue_player2_reward__MIN","SimpleQMIX_everything_random_blox_gamma0.95_lr0.001_hidden128_target10__20241215_113933 - blue_player2_reward__MAX"
"272","2.4999999999999982","2.4999999999999982","2.4999999999999982"
"578","31.330000000000062","31.330000000000062","31.330000000000062"
"884","4.479999999999991","4.479999999999991","4.479999999999991"
"1190","5.479999999999993","5.479999999999993","5.479999999999993"
"1496","3.5799999999999885","3.5799999999999885","3.5799999999999885"
"1802","9.639999999999992","9.639999999999992","9.639999999999992"
"2108","10.259999999999975","10.259999999999975","10.259999999999975"
"2414","3.3999999999999964","3.3999999999999964","3.3999999999999964"
"2720","-5.520000000000001","-5.520000000000001","-5.520000000000001"
"3026","-5.3100000000000325","-5.3100000000000325","-5.3100000000000325"
"3332","17.020000000000007","17.020000000000007","17.020000000000007"
"3638","-3.3500000000000014","-3.3500000000000014","-3.3500000000000014"
"3944","18.39000000000006","18.39000000000006","18.39000000000006"
"4250","9.449999999999982","9.449999999999982","9.449999999999982"
"4556","4.359999999999986","4.359999999999986","4.359999999999986"
"4862","44.31000000000002","44.31000000000002","44.31000000000002"
"5168","3.389999999999989","3.389999999999989","3.389999999999989"
"5474","3.7599999999999856","3.7599999999999856","3.7599999999999856"
"5780","0.43000000000000105","0.43000000000000105","0.43000000000000105"
"6086","12.599999999999982","12.599999999999982","12.599999999999982"
"6392","5.479999999999997","5.479999999999997","5.479999999999997"
"6698","-6.7000000000000135","-6.7000000000000135","-6.7000000000000135"
"7004","-1.9399999999999915","-1.9399999999999915","-1.9399999999999915"
"7310","2.2499999999999996","2.2499999999999996","2.2499999999999996"
"7616","7.370000000000001","7.370000000000001","7.370000000000001"
"7922","13.329999999999988","13.329999999999988","13.329999999999988"
"8228","9.569999999999956","9.569999999999956","9.569999999999956"
"8534","11.240000000000006","11.240000000000006","11.240000000000006"
"8840","18.06000000000002","18.06000000000002","18.06000000000002"
"9146","6.679999999999997","6.679999999999997","6.679999999999997"
"9452","-2.5299999999999963","-2.5299999999999963","-2.5299999999999963"
"9758","-13.870000000000042","-13.870000000000042","-13.870000000000042"
"10064","-2.0000000000000133","-2.0000000000000133","-2.0000000000000133"
"10370","5.2100000000000035","5.2100000000000035","5.2100000000000035"
"10676","10.049999999999956","10.049999999999956","10.049999999999956"
"10982","40.00000000000005","40.00000000000005","40.00000000000005"
"11288","41.86000000000001","41.86000000000001","41.86000000000001"
"11594","-2.520000000000014","-2.520000000000014","-2.520000000000014"
"11900","55.46000000000012","55.46000000000012","55.46000000000012"
"12206","13.929999999999968","13.929999999999968","13.929999999999968"
"12512","-3.1300000000000083","-3.1300000000000083","-3.1300000000000083"
"12818","43.110000000000184","43.110000000000184","43.110000000000184"
"13124","4.169999999999992","4.169999999999992","4.169999999999992"
"13430","2.2099999999999964","2.2099999999999964","2.2099999999999964"
"13736","1.0099999999999998","1.0099999999999998","1.0099999999999998"
"14042","29.280000000000022","29.280000000000022","29.280000000000022"
"14348","18.54000000000002","18.54000000000002","18.54000000000002"
"14654","0.29000000000000115","0.29000000000000115","0.29000000000000115"
"14960","17.939999999999998","17.939999999999998","17.939999999999998"
"15266","2.1300000000000017","2.1300000000000017","2.1300000000000017"
"15572","-0.4199999999999986","-0.4199999999999986","-0.4199999999999986"
"15878","29.00000000000005","29.00000000000005","29.00000000000005"
"16184","-3.899999999999987","-3.899999999999987","-3.899999999999987"
"16490","8.119999999999994","8.119999999999994","8.119999999999994"
"16796","3.799999999999997","3.799999999999997","3.799999999999997"
"17102","-3.3400000000000034","-3.3400000000000034","-3.3400000000000034"
"17408","4.459999999999984","4.459999999999984","4.459999999999984"
"17714","-2.7400000000000118","-2.7400000000000118","-2.7400000000000118"
"18020","10.759999999999968","10.759999999999968","10.759999999999968"
"18326","11.739999999999982","11.739999999999982","11.739999999999982"
"18632","33.44000000000012","33.44000000000012","33.44000000000012"
"18938","14.610000000000003","14.610000000000003","14.610000000000003"
"19244","17.79000000000002","17.79000000000002","17.79000000000002"
"19550","-1.8300000000000018","-1.8300000000000018","-1.8300000000000018"
"19856","31.450000000000014","31.450000000000014","31.450000000000014"
"20162","11.359999999999994","11.359999999999994","11.359999999999994"
"20468","33.52000000000015","33.52000000000015","33.52000000000015"
"20774","9.069999999999979","9.069999999999979","9.069999999999979"
"21080","18.980000000000057","18.980000000000057","18.980000000000057"
"21386","10.939999999999978","10.939999999999978","10.939999999999978"
"21692","21.18000000000009","21.18000000000009","21.18000000000009"
"21998","19.870000000000093","19.870000000000093","19.870000000000093"
"22304","3.1099999999999905","3.1099999999999905","3.1099999999999905"
"22610","13.429999999999945","13.429999999999945","13.429999999999945"
"22916","-1.9000000000000186","-1.9000000000000186","-1.9000000000000186"
"23222","4.0099999999999785","4.0099999999999785","4.0099999999999785"
"23528","12.90999999999994","12.90999999999994","12.90999999999994"
"23834","12.459999999999996","12.459999999999996","12.459999999999996"
"24140","19.460000000000004","19.460000000000004","19.460000000000004"
"24446","-1.6300000000000117","-1.6300000000000117","-1.6300000000000117"
"24752","-4.110000000000005","-4.110000000000005","-4.110000000000005"
"25058","5.51","5.51","5.51"
"25364","7.830000000000002","7.830000000000002","7.830000000000002"
"25670","5.900000000000001","5.900000000000001","5.900000000000001"
"25976","3.1199999999999974","3.1199999999999974","3.1199999999999974"
"26282","32.41999999999999","32.41999999999999","32.41999999999999"
