"Step","SimpleQMIX_everything_later_blox_gamma0.95_lr0.001_hidden128_target10__20241215_123751 - blue_player2_reward","SimpleQMIX_everything_later_blox_gamma0.95_lr0.001_hidden128_target10__20241215_123751 - blue_player2_reward__MIN","SimpleQMIX_everything_later_blox_gamma0.95_lr0.001_hidden128_target10__20241215_123751 - blue_player2_reward__MAX"
"303","31.000000000000078","31.000000000000078","31.000000000000078"
"609","23.850000000000072","23.850000000000072","23.850000000000072"
"915","4.920000000000019","4.920000000000019","4.920000000000019"
"1221","40.11000000000009","40.11000000000009","40.11000000000009"
"1527","35.28000000000005","35.28000000000005","35.28000000000005"
"1833","21.20000000000003","21.20000000000003","21.20000000000003"
"2139","30.870000000000147","30.870000000000147","30.870000000000147"
"2445","32.169999999999995","32.169999999999995","32.169999999999995"
"2751","45.620000000000125","45.620000000000125","45.620000000000125"
"3057","17.52999999999999","17.52999999999999","17.52999999999999"
"3363","48.080000000000034","48.080000000000034","48.080000000000034"
"3669","27.550000000000004","27.550000000000004","27.550000000000004"
"3975","10.629999999999983","10.629999999999983","10.629999999999983"
"4281","54.67999999999998","54.67999999999998","54.67999999999998"
"4587","42.25000000000006","42.25000000000006","42.25000000000006"
"4893","25.040000000000127","25.040000000000127","25.040000000000127"
"5199","32.99000000000007","32.99000000000007","32.99000000000007"
"5505","31.240000000000094","31.240000000000094","31.240000000000094"
"5811","0.7399999999999713","0.7399999999999713","0.7399999999999713"
"6117","16.769999999999996","16.769999999999996","16.769999999999996"
"6423","16.889999999999958","16.889999999999958","16.889999999999958"
"6729","9.819999999999958","9.819999999999958","9.819999999999958"
"7035","13.089999999999959","13.089999999999959","13.089999999999959"
"7341","31.789999999999985","31.789999999999985","31.789999999999985"
"7647","23.069999999999983","23.069999999999983","23.069999999999983"
"7953","34.460000000000164","34.460000000000164","34.460000000000164"
"8259","27.55999999999995","27.55999999999995","27.55999999999995"
"8486","51.5800000000001","51.5800000000001","51.5800000000001"
"8792","43.670000000000265","43.670000000000265","43.670000000000265"
"9098","20.900000000000027","20.900000000000027","20.900000000000027"
"9404","-7.450000000000004","-7.450000000000004","-7.450000000000004"
"9710","44.24000000000004","44.24000000000004","44.24000000000004"
"10016","22.960000000000033","22.960000000000033","22.960000000000033"
"10322","31.710000000000164","31.710000000000164","31.710000000000164"
"10628","18.549999999999997","18.549999999999997","18.549999999999997"
"10934","29.200000000000017","29.200000000000017","29.200000000000017"
"11240","67.0499999999999","67.0499999999999","67.0499999999999"
"11546","35.320000000000164","35.320000000000164","35.320000000000164"
"11852","17.69000000000005","17.69000000000005","17.69000000000005"
"12158","43.24000000000006","43.24000000000006","43.24000000000006"
"12464","28.96000000000004","28.96000000000004","28.96000000000004"
"12770","38.40000000000007","38.40000000000007","38.40000000000007"
"13076","19.56000000000001","19.56000000000001","19.56000000000001"
"13382","40.46000000000027","40.46000000000027","40.46000000000027"
"13688","-1.2499999999999962","-1.2499999999999962","-1.2499999999999962"
"13994","39.310000000000315","39.310000000000315","39.310000000000315"
"14300","30.59000000000009","30.59000000000009","30.59000000000009"
"14606","40.350000000000264","40.350000000000264","40.350000000000264"
"14912","29.69000000000007","29.69000000000007","29.69000000000007"
"15218","35.46000000000025","35.46000000000025","35.46000000000025"
"15524","31.720000000000056","31.720000000000056","31.720000000000056"
"15830","27.110000000000106","27.110000000000106","27.110000000000106"
"16136","29.189999999999994","29.189999999999994","29.189999999999994"
"16353","42.89000000000002","42.89000000000002","42.89000000000002"
"16659","30.700000000000138","30.700000000000138","30.700000000000138"
"16965","32.62000000000019","32.62000000000019","32.62000000000019"
"17271","34.140000000000164","34.140000000000164","34.140000000000164"
"17577","40.15000000000016","40.15000000000016","40.15000000000016"
"17883","38.48000000000014","38.48000000000014","38.48000000000014"
"18189","22.47000000000001","22.47000000000001","22.47000000000001"
"18495","20.870000000000086","20.870000000000086","20.870000000000086"
"18801","17.86000000000006","17.86000000000006","17.86000000000006"
"19107","29.840000000000128","29.840000000000128","29.840000000000128"
"19413","29.750000000000174","29.750000000000174","29.750000000000174"
"19719","18.14000000000005","18.14000000000005","18.14000000000005"
"20025","18.350000000000062","18.350000000000062","18.350000000000062"
"20331","28.48000000000016","28.48000000000016","28.48000000000016"
"20637","25.01999999999999","25.01999999999999","25.01999999999999"
"20943","24.320000000000093","24.320000000000093","24.320000000000093"
"21249","29.430000000000142","29.430000000000142","29.430000000000142"
"21555","27.130000000000127","27.130000000000127","27.130000000000127"
"21861","23.220000000000095","23.220000000000095","23.220000000000095"
"22167","21.109999999999978","21.109999999999978","21.109999999999978"
"22473","28.17000000000011","28.17000000000011","28.17000000000011"
"22779","32.920000000000165","32.920000000000165","32.920000000000165"
"23085","36.00000000000022","36.00000000000022","36.00000000000022"
"23391","21.95000000000001","21.95000000000001","21.95000000000001"
"23697","35.290000000000234","35.290000000000234","35.290000000000234"
"24003","36.90000000000018","36.90000000000018","36.90000000000018"
"24309","20.580000000000016","20.580000000000016","20.580000000000016"
"24615","32.07000000000009","32.07000000000009","32.07000000000009"
"24921","33.86000000000016","33.86000000000016","33.86000000000016"
"25227","-5.210000000000006","-5.210000000000006","-5.210000000000006"
"25533","33.98000000000027","33.98000000000027","33.98000000000027"
"25839","27.270000000000106","27.270000000000106","27.270000000000106"
"26145","7.7300000000000075","7.7300000000000075","7.7300000000000075"
"26451","32.450000000000145","32.450000000000145","32.450000000000145"
"26757","41.730000000000196","41.730000000000196","41.730000000000196"
"27063","29.360000000000127","29.360000000000127","29.360000000000127"
"27369","35.08000000000019","35.08000000000019","35.08000000000019"
"27675","47.59000000000026","47.59000000000026","47.59000000000026"
"27981","15.220000000000034","15.220000000000034","15.220000000000034"
"28287","32.300000000000225","32.300000000000225","32.300000000000225"
"28593","40.260000000000254","40.260000000000254","40.260000000000254"
"28899","37.42000000000017","37.42000000000017","37.42000000000017"
"29205","20.970000000000063","20.970000000000063","20.970000000000063"
"29511","38.740000000000265","38.740000000000265","38.740000000000265"
"29817","26.650000000000073","26.650000000000073","26.650000000000073"
"30123","6.2999999999999625","6.2999999999999625","6.2999999999999625"
"30429","-5.249999999999993","-5.249999999999993","-5.249999999999993"
