"Step","SimpleQMIX_CNN_random_blox_schedule2__20241212_184144 - blue_player1_reward","SimpleQMIX_CNN_random_blox_schedule2__20241212_184144 - blue_player1_reward__MIN","SimpleQMIX_CNN_random_blox_schedule2__20241212_184144 - blue_player1_reward__MAX"
"15315","5.299999999999987","5.299999999999987","5.299999999999987"
"15622","7.4099999999999815","7.4099999999999815","7.4099999999999815"
"15929","4.739999999999976","4.739999999999976","4.739999999999976"
"16236","4.879999999999977","4.879999999999977","4.879999999999977"
"16543","4.509999999999982","4.509999999999982","4.509999999999982"
"16850","4.759999999999979","4.759999999999979","4.759999999999979"
"17157","4.589999999999979","4.589999999999979","4.589999999999979"
"17464","4.469999999999982","4.469999999999982","4.469999999999982"
"17771","5.529999999999973","5.529999999999973","5.529999999999973"
"18078","4.61999999999998","4.61999999999998","4.61999999999998"
"18385","12.24999999999995","12.24999999999995","12.24999999999995"
"18692","15.149999999999977","15.149999999999977","15.149999999999977"
"18999","4.539999999999976","4.539999999999976","4.539999999999976"
"19306","4.959999999999986","4.959999999999986","4.959999999999986"
"19613","16.48999999999998","16.48999999999998","16.48999999999998"
"19920","4.689999999999982","4.689999999999982","4.689999999999982"
"20227","4.929999999999974","4.929999999999974","4.929999999999974"
"20534","3.98999999999998","3.98999999999998","3.98999999999998"
"20841","10.259999999999968","10.259999999999968","10.259999999999968"
"21148","11.339999999999964","11.339999999999964","11.339999999999964"
"21455","8.879999999999965","8.879999999999965","8.879999999999965"
"21762","15.38999999999993","15.38999999999993","15.38999999999993"
"22069","4.149999999999986","4.149999999999986","4.149999999999986"
"22376","10.869999999999969","10.869999999999969","10.869999999999969"
"22683","4.65999999999998","4.65999999999998","4.65999999999998"
"22990","8.069999999999927","8.069999999999927","8.069999999999927"
"23297","4.349999999999984","4.349999999999984","4.349999999999984"
"23604","4.0699999999999825","4.0699999999999825","4.0699999999999825"
"23911","2.9299999999999864","2.9299999999999864","2.9299999999999864"
"24218","4.609999999999978","4.609999999999978","4.609999999999978"
"24525","4.0599999999999925","4.0599999999999925","4.0599999999999925"
"24832","11.26999999999995","11.26999999999995","11.26999999999995"
"25139","3.1299999999999857","3.1299999999999857","3.1299999999999857"
"25446","3.949999999999984","3.949999999999984","3.949999999999984"
"25753","2.8599999999999914","2.8599999999999914","2.8599999999999914"
"26060","4.52999999999998","4.52999999999998","4.52999999999998"
"26367","8.169999999999975","8.169999999999975","8.169999999999975"
"26674","4.359999999999989","4.359999999999989","4.359999999999989"
"26981","3.3299999999999903","3.3299999999999903","3.3299999999999903"
"27288","4.8899999999999775","4.8899999999999775","4.8899999999999775"
"27595","4.709999999999981","4.709999999999981","4.709999999999981"
"27902","2.889999999999993","2.889999999999993","2.889999999999993"
"28209","4.34999999999999","4.34999999999999","4.34999999999999"
"28516","3.739999999999985","3.739999999999985","3.739999999999985"
"28823","9.99999999999997","9.99999999999997","9.99999999999997"
"29130","4.879999999999973","4.879999999999973","4.879999999999973"
"29437","7.0099999999999785","7.0099999999999785","7.0099999999999785"
"29744","3.1299999999999852","3.1299999999999852","3.1299999999999852"
"30051","9.92999999999998","9.92999999999998","9.92999999999998"
"30358","4.219999999999977","4.219999999999977","4.219999999999977"
"30665","3.3299999999999907","3.3299999999999907","3.3299999999999907"
"30972","11.399999999999974","11.399999999999974","11.399999999999974"
"31279","9.129999999999974","9.129999999999974","9.129999999999974"
"31586","4.199999999999987","4.199999999999987","4.199999999999987"
"31893","4.869999999999976","4.869999999999976","4.869999999999976"
"32200","4.639999999999977","4.639999999999977","4.639999999999977"
"32507","4.739999999999976","4.739999999999976","4.739999999999976"
"32814","4.6099999999999834","4.6099999999999834","4.6099999999999834"
"33121","4.969999999999975","4.969999999999975","4.969999999999975"
"33428","4.889999999999976","4.889999999999976","4.889999999999976"
"33735","4.839999999999975","4.839999999999975","4.839999999999975"
"34042","4.819999999999976","4.819999999999976","4.819999999999976"
"34349","5.039999999999975","5.039999999999975","5.039999999999975"
"34656","4.939999999999977","4.939999999999977","4.939999999999977"
"34963","4.909999999999975","4.909999999999975","4.909999999999975"
"35270","3.979999999999987","3.979999999999987","3.979999999999987"
"35577","1.8600000000000014","1.8600000000000014","1.8600000000000014"
"35884","3.4499999999999837","3.4499999999999837","3.4499999999999837"
"36191","3.2099999999999875","3.2099999999999875","3.2099999999999875"
"36498","4.089999999999989","4.089999999999989","4.089999999999989"
"36805","4.259999999999986","4.259999999999986","4.259999999999986"
"37112","3.2199999999999926","3.2199999999999926","3.2199999999999926"
"37419","4.689999999999979","4.689999999999979","4.689999999999979"
"37726","3.1099999999999928","3.1099999999999928","3.1099999999999928"
"38033","4.399999999999986","4.399999999999986","4.399999999999986"
"38340","5.049999999999972","5.049999999999972","5.049999999999972"
"38647","4.809999999999978","4.809999999999978","4.809999999999978"
"38954","4.999999999999973","4.999999999999973","4.999999999999973"
"39261","3.3999999999999853","3.3999999999999853","3.3999999999999853"
"39568","4.249999999999986","4.249999999999986","4.249999999999986"
"39875","4.629999999999977","4.629999999999977","4.629999999999977"
"40182","5.119999999999974","5.119999999999974","5.119999999999974"
"40489","4.929999999999974","4.929999999999974","4.929999999999974"
"40796","5.019999999999975","5.019999999999975","5.019999999999975"
"41103","4.729999999999978","4.729999999999978","4.729999999999978"
"41410","3.7499999999999876","3.7499999999999876","3.7499999999999876"
"41717","4.549999999999984","4.549999999999984","4.549999999999984"
"42024","4.589999999999978","4.589999999999978","4.589999999999978"
"42331","4.469999999999984","4.469999999999984","4.469999999999984"
"42638","3.999999999999981","3.999999999999981","3.999999999999981"
"42945","5.089999999999974","5.089999999999974","5.089999999999974"
"43252","4.679999999999975","4.679999999999975","4.679999999999975"
"43559","4.5899999999999785","4.5899999999999785","4.5899999999999785"
"43866","5.8499999999999766","5.8499999999999766","5.8499999999999766"
"44173","5.829999999999979","5.829999999999979","5.829999999999979"
"44480","7.019999999999931","7.019999999999931","7.019999999999931"
"44787","7.529999999999975","7.529999999999975","7.529999999999975"
"45094","4.74999999999998","4.74999999999998","4.74999999999998"
"45401","4.7599999999999865","4.7599999999999865","4.7599999999999865"
"45708","9.359999999999966","9.359999999999966","9.359999999999966"
"46015","11.479999999999956","11.479999999999956","11.479999999999956"
"46322","8.979999999999947","8.979999999999947","8.979999999999947"
"46629","10.129999999999978","10.129999999999978","10.129999999999978"
"46936","7.229999999999968","7.229999999999968","7.229999999999968"
"47243","6.9699999999999465","6.9699999999999465","6.9699999999999465"
"47550","5.139999999999972","5.139999999999972","5.139999999999972"
"47857","10.75999999999997","10.75999999999997","10.75999999999997"
"48164","4.539999999999977","4.539999999999977","4.539999999999977"
"48471","7.139999999999953","7.139999999999953","7.139999999999953"
"48778","5.65999999999998","5.65999999999998","5.65999999999998"
"49085","4.339999999999991","4.339999999999991","4.339999999999991"
"49392","10.729999999999958","10.729999999999958","10.729999999999958"
"49699","6.439999999999973","6.439999999999973","6.439999999999973"
"50006","21.710000000000115","21.710000000000115","21.710000000000115"
"50313","7.959999999999969","7.959999999999969","7.959999999999969"
"50620","5.309999999999969","5.309999999999969","5.309999999999969"
"50927","15.12999999999996","15.12999999999996","15.12999999999996"
"51234","7.679999999999959","7.679999999999959","7.679999999999959"
"51541","2.8899999999999895","2.8899999999999895","2.8899999999999895"
"51848","11.469999999999969","11.469999999999969","11.469999999999969"
"52155","5.58999999999998","5.58999999999998","5.58999999999998"
"52462","2.5999999999999934","2.5999999999999934","2.5999999999999934"
"52769","2.93999999999999","2.93999999999999","2.93999999999999"
"53076","10.689999999999978","10.689999999999978","10.689999999999978"
"53383","3.419999999999987","3.419999999999987","3.419999999999987"
"53690","5.439999999999987","5.439999999999987","5.439999999999987"
"53997","4.8499999999999845","4.8499999999999845","4.8499999999999845"
"54304","6.5999999999999845","6.5999999999999845","6.5999999999999845"
"54611","6.839999999999974","6.839999999999974","6.839999999999974"
"54918","15.00999999999994","15.00999999999994","15.00999999999994"
"55225","10.589999999999948","10.589999999999948","10.589999999999948"
"55532","7.599999999999974","7.599999999999974","7.599999999999974"
"55839","5.259999999999962","5.259999999999962","5.259999999999962"
"56146","4.989999999999976","4.989999999999976","4.989999999999976"
"56453","4.669999999999984","4.669999999999984","4.669999999999984"
"56760","9.809999999999976","9.809999999999976","9.809999999999976"
"57067","7.199999999999977","7.199999999999977","7.199999999999977"
"57374","5.91999999999997","5.91999999999997","5.91999999999997"
"57681","4.899999999999979","4.899999999999979","4.899999999999979"
"57988","5.329999999999972","5.329999999999972","5.329999999999972"
"58295","5.2999999999999705","5.2999999999999705","5.2999999999999705"
"58602","4.789999999999974","4.789999999999974","4.789999999999974"
"58909","4.709999999999979","4.709999999999979","4.709999999999979"
"59216","4.949999999999977","4.949999999999977","4.949999999999977"
"59523","4.029999999999995","4.029999999999995","4.029999999999995"
"59830","5.169999999999973","5.169999999999973","5.169999999999973"
"60137","5.039999999999976","5.039999999999976","5.039999999999976"
"60444","10.29999999999996","10.29999999999996","10.29999999999996"
"60751","4.899999999999976","4.899999999999976","4.899999999999976"
"61058","9.459999999999978","9.459999999999978","9.459999999999978"
"61365","3.9699999999999944","3.9699999999999944","3.9699999999999944"
"61672","5.489999999999967","5.489999999999967","5.489999999999967"
"61979","5.149999999999971","5.149999999999971","5.149999999999971"
"62286","4.659999999999974","4.659999999999974","4.659999999999974"
"62593","5.02999999999997","5.02999999999997","5.02999999999997"
"62900","5.219999999999972","5.219999999999972","5.219999999999972"
"63207","4.359999999999977","4.359999999999977","4.359999999999977"
"63514","4.669999999999978","4.669999999999978","4.669999999999978"
"63821","4.59999999999997","4.59999999999997","4.59999999999997"
"64128","4.739999999999981","4.739999999999981","4.739999999999981"
"64435","5.31999999999997","5.31999999999997","5.31999999999997"
"64742","4.899999999999972","4.899999999999972","4.899999999999972"
"65049","4.909999999999977","4.909999999999977","4.909999999999977"
"65356","5.3899999999999695","5.3899999999999695","5.3899999999999695"
"65663","4.949999999999979","4.949999999999979","4.949999999999979"
"65970","5.289999999999967","5.289999999999967","5.289999999999967"
"66277","5.199999999999969","5.199999999999969","5.199999999999969"
"66584","4.969999999999978","4.969999999999978","4.969999999999978"
"66891","4.809999999999979","4.809999999999979","4.809999999999979"
"67198","4.8499999999999766","4.8499999999999766","4.8499999999999766"
"67505","4.989999999999976","4.989999999999976","4.989999999999976"
"67812","5.24999999999997","5.24999999999997","5.24999999999997"
"68119","5.089999999999975","5.089999999999975","5.089999999999975"
"68426","5.279999999999973","5.279999999999973","5.279999999999973"
"68733","6.669999999999982","6.669999999999982","6.669999999999982"
"69040","5.309999999999968","5.309999999999968","5.309999999999968"
"69347","5.369999999999968","5.369999999999968","5.369999999999968"
"69654","4.819999999999975","4.819999999999975","4.819999999999975"
"69961","3.4699999999999833","3.4699999999999833","3.4699999999999833"
"70268","4.799999999999977","4.799999999999977","4.799999999999977"
"70575","5.319999999999968","5.319999999999968","5.319999999999968"
"70882","5.4799999999999685","5.4799999999999685","5.4799999999999685"
"71189","5.369999999999969","5.369999999999969","5.369999999999969"
"71496","4.239999999999975","4.239999999999975","4.239999999999975"
"71803","5.389999999999968","5.389999999999968","5.389999999999968"
"72110","4.989999999999979","4.989999999999979","4.989999999999979"
"72417","5.559999999999967","5.559999999999967","5.559999999999967"
"72724","5.33999999999997","5.33999999999997","5.33999999999997"
"73031","5.469999999999968","5.469999999999968","5.469999999999968"
"73338","5.349999999999969","5.349999999999969","5.349999999999969"
"73645","6.4199999999999715","6.4199999999999715","6.4199999999999715"
"73952","5.189999999999972","5.189999999999972","5.189999999999972"
"74259","5.239999999999971","5.239999999999971","5.239999999999971"
"74566","5.359999999999969","5.359999999999969","5.359999999999969"
"74873","5.119999999999973","5.119999999999973","5.119999999999973"
"75180","4.9199999999999875","4.9199999999999875","4.9199999999999875"
"75487","4.3399999999999865","4.3399999999999865","4.3399999999999865"
"75794","5.469999999999967","5.469999999999967","5.469999999999967"
"76101","5.289999999999971","5.289999999999971","5.289999999999971"
"76408","5.05999999999997","5.05999999999997","5.05999999999997"
"76715","5.1299999999999635","5.1299999999999635","5.1299999999999635"
"77022","4.499999999999977","4.499999999999977","4.499999999999977"
"77329","4.6599999999999815","4.6599999999999815","4.6599999999999815"
"77636","2.329999999999996","2.329999999999996","2.329999999999996"
"77943","2.3499999999999948","2.3499999999999948","2.3499999999999948"
"78250","3.2299999999999818","3.2299999999999818","3.2299999999999818"
"78557","3.1299999999999835","3.1299999999999835","3.1299999999999835"
"78864","2.929999999999984","2.929999999999984","2.929999999999984"
"79171","3.0799999999999845","3.0799999999999845","3.0799999999999845"
"79478","2.869999999999985","2.869999999999985","2.869999999999985"
"79785","3.1899999999999893","3.1899999999999893","3.1899999999999893"
"80092","5.049999999999978","5.049999999999978","5.049999999999978"
"80399","4.369999999999984","4.369999999999984","4.369999999999984"
"80706","4.499999999999972","4.499999999999972","4.499999999999972"
"81013","5.469999999999967","5.469999999999967","5.469999999999967"
"81320","5.089999999999977","5.089999999999977","5.089999999999977"
"81627","4.2699999999999925","4.2699999999999925","4.2699999999999925"
"81934","4.339999999999979","4.339999999999979","4.339999999999979"
"82241","4.629999999999982","4.629999999999982","4.629999999999982"
"82548","5.5699999999999665","5.5699999999999665","5.5699999999999665"
"82855","4.619999999999983","4.619999999999983","4.619999999999983"
"83162","5.00999999999997","5.00999999999997","5.00999999999997"
"83469","5.479999999999967","5.479999999999967","5.479999999999967"
"83776","5.5299999999999665","5.5299999999999665","5.5299999999999665"
"84083","5.479999999999968","5.479999999999968","5.479999999999968"
"84390","5.629999999999965","5.629999999999965","5.629999999999965"
"84697","5.609999999999966","5.609999999999966","5.609999999999966"
"85004","5.469999999999968","5.469999999999968","5.469999999999968"
"85311","5.549999999999966","5.549999999999966","5.549999999999966"
"85618","5.519999999999967","5.519999999999967","5.519999999999967"
"85925","5.599999999999968","5.599999999999968","5.599999999999968"
"86232","5.599999999999966","5.599999999999966","5.599999999999966"
"86539","5.519999999999966","5.519999999999966","5.519999999999966"
"86846","5.449999999999969","5.449999999999969","5.449999999999969"
"87153","5.489999999999968","5.489999999999968","5.489999999999968"
"87460","5.589999999999966","5.589999999999966","5.589999999999966"
"87767","5.41999999999997","5.41999999999997","5.41999999999997"
"88074","5.539999999999968","5.539999999999968","5.539999999999968"
"88381","5.539999999999966","5.539999999999966","5.539999999999966"
"88688","5.609999999999966","5.609999999999966","5.609999999999966"
"88995","5.539999999999967","5.539999999999967","5.539999999999967"
"89302","4.979999999999976","4.979999999999976","4.979999999999976"
"89609","4.089999999999985","4.089999999999985","4.089999999999985"
"89916","5.2399999999999745","5.2399999999999745","5.2399999999999745"
"90223","6.16999999999997","6.16999999999997","6.16999999999997"
"90530","5.599999999999967","5.599999999999967","5.599999999999967"
"90837","5.4699999999999696","5.4699999999999696","5.4699999999999696"
"91144","5.509999999999966","5.509999999999966","5.509999999999966"
"91451","5.489999999999967","5.489999999999967","5.489999999999967"
"91758","5.2499999999999725","5.2499999999999725","5.2499999999999725"
"92065","5.6199999999999655","5.6199999999999655","5.6199999999999655"
