"Step","SimpleQMIX_CNN_random_blox_schedule2__20241212_184144 - lr","SimpleQMIX_CNN_random_blox_schedule2__20241212_184144 - lr__MIN","SimpleQMIX_CNN_random_blox_schedule2__20241212_184144 - lr__MAX"
"41101","0.00005108493203603861","0.00005108493203603861","0.00005108493203603861"
"41408","0.00005082950737585842","0.00005082950737585842","0.00005082950737585842"
"41715","0.000050575359838979126","0.000050575359838979126","0.000050575359838979126"
"42022","0.00005032248303978423","0.00005032248303978423","0.00005032248303978423"
"42329","0.000050070870624585304","0.000050070870624585304","0.000050070870624585304"
"42636","0.000049820516271462376","0.000049820516271462376","0.000049820516271462376"
"42943","0.000049571413690105064","0.000049571413690105064","0.000049571413690105064"
"43250","0.00004932355662165454","0.00004932355662165454","0.00004932355662165454"
"43557","0.00004907693883854627","0.00004907693883854627","0.00004907693883854627"
"43864","0.00004883155414435354","0.00004883155414435354","0.00004883155414435354"
"44171","0.000048587396373631773","0.000048587396373631773","0.000048587396373631773"
"44478","0.00004834445939176361","0.00004834445939176361","0.00004834445939176361"
"44785","0.0000481027370948048","0.0000481027370948048","0.0000481027370948048"
"45092","0.00004786222340933077","0.00004786222340933077","0.00004786222340933077"
"45399","0.00004762291229228412","0.00004762291229228412","0.00004762291229228412"
"45706","0.0000473847977308227","0.0000473847977308227","0.0000473847977308227"
"46013","0.00004714787374216859","0.00004714787374216859","0.00004714787374216859"
"46320","0.00004691213437345775","0.00004691213437345775","0.00004691213437345775"
"46627","0.00004667757370159046","0.00004667757370159046","0.00004667757370159046"
"46934","0.00004644418583308251","0.00004644418583308251","0.00004644418583308251"
"47241","0.0000462119649039171","0.0000462119649039171","0.0000462119649039171"
"47548","0.00004598090507939751","0.00004598090507939751","0.00004598090507939751"
"47855","0.000045751000554000526","0.000045751000554000526","0.000045751000554000526"
"48162","0.00004552224555123052","0.00004552224555123052","0.00004552224555123052"
"48469","0.000045294634323474366","0.000045294634323474366","0.000045294634323474366"
"48776","0.00004506816115185699","0.00004506816115185699","0.00004506816115185699"
"49083","0.00004484282034609771","0.00004484282034609771","0.00004484282034609771"
"49390","0.00004461860624436722","0.00004461860624436722","0.00004461860624436722"
"49697","0.000044395513213145386","0.000044395513213145386","0.000044395513213145386"
"50004","0.00004417353564707966","0.00004417353564707966","0.00004417353564707966"
"50311","0.00004395266796884426","0.00004395266796884426","0.00004395266796884426"
"50618","0.00004373290462900004","0.00004373290462900004","0.00004373290462900004"
"50925","0.00004351424010585504","0.00004351424010585504","0.00004351424010585504"
"51232","0.00004329666890532577","0.00004329666890532577","0.00004329666890532577"
"51539","0.00004308018556079914","0.00004308018556079914","0.00004308018556079914"
"51846","0.00004286478463299515","0.00004286478463299515","0.00004286478463299515"
"52153","0.00004265046070983017","0.00004265046070983017","0.00004265046070983017"
"52460","0.000042437208406281016","0.000042437208406281016","0.000042437208406281016"
"52767","0.00004222502236424961","0.00004222502236424961","0.00004222502236424961"
"53074","0.00004201389725242836","0.00004201389725242836","0.00004201389725242836"
"53381","0.00004180382776616622","0.00004180382776616622","0.00004180382776616622"
"53688","0.00004159480862733539","0.00004159480862733539","0.00004159480862733539"
"53995","0.00004138683458419871","0.00004138683458419871","0.00004138683458419871"
"54302","0.00004117990041127772","0.00004117990041127772","0.00004117990041127772"
"54609","0.00004097400090922133","0.00004097400090922133","0.00004097400090922133"
"54916","0.000040769130904675224","0.000040769130904675224","0.000040769130904675224"
"55223","0.00004056528525015185","0.00004056528525015185","0.00004056528525015185"
"55530","0.00004036245882390109","0.00004036245882390109","0.00004036245882390109"
"55837","0.000040160646529781584","0.000040160646529781584","0.000040160646529781584"
"56144","0.000039959843297132674","0.000039959843297132674","0.000039959843297132674"
"56451","0.00003976004408064701","0.00003976004408064701","0.00003976004408064701"
"56758","0.000039561243860243775","0.000039561243860243775","0.000039561243860243775"
"57065","0.00003936343764094256","0.00003936343764094256","0.00003936343764094256"
"57372","0.00003916662045273784","0.00003916662045273784","0.00003916662045273784"
"57679","0.000038970787350474154","0.000038970787350474154","0.000038970787350474154"
"57986","0.000038775933413721784","0.000038775933413721784","0.000038775933413721784"
"58293","0.000038582053746653176","0.000038582053746653176","0.000038582053746653176"
"58600","0.00003838914347791991","0.00003838914347791991","0.00003838914347791991"
"58907","0.00003819719776053031","0.00003819719776053031","0.00003819719776053031"
"59214","0.00003800621177172766","0.00003800621177172766","0.00003800621177172766"
"59521","0.00003781618071286902","0.00003781618071286902","0.00003781618071286902"
"59828","0.00003762709980930467","0.00003762709980930467","0.00003762709980930467"
"60135","0.000037438964310258147","0.000037438964310258147","0.000037438964310258147"
"60442","0.000037251769488706857","0.000037251769488706857","0.000037251769488706857"
"60749","0.00003706551064126332","0.00003706551064126332","0.00003706551064126332"
"61056","0.000036880183088057","0.000036880183088057","0.000036880183088057"
"61363","0.000036695782172616715","0.000036695782172616715","0.000036695782172616715"
"61670","0.00003651230326175363","0.00003651230326175363","0.00003651230326175363"
"61977","0.00003632974174544486","0.00003632974174544486","0.00003632974174544486"
"62284","0.00003614809303671764","0.00003614809303671764","0.00003614809303671764"
"62591","0.00003596735257153405","0.00003596735257153405","0.00003596735257153405"
"62898","0.00003578751580867638","0.00003578751580867638","0.00003578751580867638"
"63205","0.00003560857822963299","0.00003560857822963299","0.00003560857822963299"
"63512","0.00003543053533848483","0.00003543053533848483","0.00003543053533848483"
"63819","0.000035253382661792406","0.000035253382661792406","0.000035253382661792406"
"64126","0.000035077115748483447","0.000035077115748483447","0.000035077115748483447"
"64433","0.00003490173016974103","0.00003490173016974103","0.00003490173016974103"
"64740","0.00003472722151889233","0.00003472722151889233","0.00003472722151889233"
"65047","0.00003455358541129787","0.00003455358541129787","0.00003455358541129787"
"65354","0.00003438081748424138","0.00003438081748424138","0.00003438081748424138"
"65661","0.00003420891339682017","0.00003420891339682017","0.00003420891339682017"
"65968","0.00003403786882983607","0.00003403786882983607","0.00003403786882983607"
"66275","0.00003386767948568689","0.00003386767948568689","0.00003386767948568689"
"66582","0.000033698341088258456","0.000033698341088258456","0.000033698341088258456"
"66889","0.00003352984938281716","0.00003352984938281716","0.00003352984938281716"
"67196","0.00003336220013590308","0.00003336220013590308","0.00003336220013590308"
"67503","0.000033195389135223566","0.000033195389135223566","0.000033195389135223566"
"67810","0.000033029412189547446","0.000033029412189547446","0.000033029412189547446"
"68117","0.00003286426512859971","0.00003286426512859971","0.00003286426512859971"
"68424","0.000032699943802956706","0.000032699943802956706","0.000032699943802956706"
"68731","0.00003253644408394192","0.00003253644408394192","0.00003253644408394192"
"69038","0.00003237376186352221","0.00003237376186352221","0.00003237376186352221"
"69345","0.000032211893054204596","0.000032211893054204596","0.000032211893054204596"
"69652","0.00003205083358893357","0.00003205083358893357","0.00003205083358893357"
"69959","0.000031890579420988905","0.000031890579420988905","0.000031890579420988905"
"70266","0.00003173112652388396","0.00003173112652388396","0.00003173112652388396"
"70573","0.00003157247089126454","0.00003157247089126454","0.00003157247089126454"
"70880","0.00003141460853680822","0.00003141460853680822","0.00003141460853680822"
"71187","0.00003125753549412418","0.00003125753549412418","0.00003125753549412418"
"71494","0.000031101247816653557","0.000031101247816653557","0.000031101247816653557"
"71801","0.00003094574157757029","0.00003094574157757029","0.00003094574157757029"
"72108","0.000030791012869682435","0.000030791012869682435","0.000030791012869682435"
"72415","0.000030637057805334024","0.000030637057805334024","0.000030637057805334024"
"72722","0.000030483872516307356","0.000030483872516307356","0.000030483872516307356"
"73029","0.000030331453153725818","0.000030331453153725818","0.000030331453153725818"
"73336","0.00003017979588795719","0.00003017979588795719","0.00003017979588795719"
"73643","0.000030028896908517404","0.000030028896908517404","0.000030028896908517404"
"73950","0.000029878752423974818","0.000029878752423974818","0.000029878752423974818"
"74257","0.000029729358661854945","0.000029729358661854945","0.000029729358661854945"
"74564","0.00002958071186854567","0.00002958071186854567","0.00002958071186854567"
"74871","0.000029432808309202942","0.000029432808309202942","0.000029432808309202942"
"75178","0.000029285644267656926","0.000029285644267656926","0.000029285644267656926"
"75485","0.000029139216046318642","0.000029139216046318642","0.000029139216046318642"
"75792","0.000028993519966087048","0.000028993519966087048","0.000028993519966087048"
"76099","0.00002884855236625661","0.00002884855236625661","0.00002884855236625661"
"76406","0.000028704309604425327","0.000028704309604425327","0.000028704309604425327"
"76713","0.0000285607880564032","0.0000285607880564032","0.0000285607880564032"
"77020","0.000028417984116121184","0.000028417984116121184","0.000028417984116121184"
"77327","0.00002827589419554058","0.00002827589419554058","0.00002827589419554058"
"77634","0.000028134514724562877","0.000028134514724562877","0.000028134514724562877"
"77941","0.000027993842150940063","0.000027993842150940063","0.000027993842150940063"
"78248","0.000027853872940185363","0.000027853872940185363","0.000027853872940185363"
"78555","0.000027714603575484436","0.000027714603575484436","0.000027714603575484436"
"78862","0.000027576030557607014","0.000027576030557607014","0.000027576030557607014"
"79169","0.000027438150404818978","0.000027438150404818978","0.000027438150404818978"
"79476","0.000027300959652794882","0.000027300959652794882","0.000027300959652794882"
"79783","0.000027164454854530908","0.000027164454854530908","0.000027164454854530908"
"80090","0.000027028632580258252","0.000027028632580258252","0.000027028632580258252"
"80397","0.00002689348941735696","0.00002689348941735696","0.00002689348941735696"
"80704","0.000026759021970270176","0.000026759021970270176","0.000026759021970270176"
"81011","0.000026625226860418824","0.000026625226860418824","0.000026625226860418824"
"81318","0.00002649210072611673","0.00002649210072611673","0.00002649210072611673"
"81625","0.000026359640222486147","0.000026359640222486147","0.000026359640222486147"
"81932","0.000026227842021373716","0.000026227842021373716","0.000026227842021373716"
"82239","0.000026096702811266848","0.000026096702811266848","0.000026096702811266848"
"82546","0.000025966219297210513","0.000025966219297210513","0.000025966219297210513"
"82853","0.00002583638820072446","0.00002583638820072446","0.00002583638820072446"
"83160","0.000025707206259720837","0.000025707206259720837","0.000025707206259720837"
"83467","0.000025578670228422232","0.000025578670228422232","0.000025578670228422232"
"83774","0.00002545077687728012","0.00002545077687728012","0.00002545077687728012"
"84081","0.000025323522992893717","0.000025323522992893717","0.000025323522992893717"
"84388","0.000025196905377929248","0.000025196905377929248","0.000025196905377929248"
"84695","0.0000250709208510396","0.0000250709208510396","0.0000250709208510396"
"85002","0.000024945566246784402","0.000024945566246784402","0.000024945566246784402"
"85309","0.00002482083841555048","0.00002482083841555048","0.00002482083841555048"
"85616","0.000024696734223472726","0.000024696734223472726","0.000024696734223472726"
"85923","0.000024573250552355363","0.000024573250552355363","0.000024573250552355363"
"86230","0.000024450384299593587","0.000024450384299593587","0.000024450384299593587"
"86537","0.00002432813237809562","0.00002432813237809562","0.00002432813237809562"
"86844","0.00002420649171620514","0.00002420649171620514","0.00002420649171620514"
"87151","0.00002408545925762411","0.00002408545925762411","0.00002408545925762411"
"87458","0.00002396503196133599","0.00002396503196133599","0.00002396503196133599"
"87765","0.00002384520680152931","0.00002384520680152931","0.00002384520680152931"
"88072","0.000023725980767521664","0.000023725980767521664","0.000023725980767521664"
"88379","0.000023607350863684057","0.000023607350863684057","0.000023607350863684057"
"88686","0.000023489314109365635","0.000023489314109365635","0.000023489314109365635"
"88993","0.00002337186753881881","0.00002337186753881881","0.00002337186753881881"
"89300","0.000023255008201124716","0.000023255008201124716","0.000023255008201124716"
"89607","0.000023138733160119093","0.000023138733160119093","0.000023138733160119093"
"89914","0.000023023039494318497","0.000023023039494318497","0.000023023039494318497"
"90221","0.000022907924296846905","0.000022907924296846905","0.000022907924296846905"
"90528","0.00002279338467536267","0.00002279338467536267","0.00002279338467536267"
"90835","0.000022679417751985857","0.000022679417751985857","0.000022679417751985857"
"91142","0.00002256602066322593","0.00002256602066322593","0.00002256602066322593"
"91449","0.000022453190559909798","0.000022453190559909798","0.000022453190559909798"
"91756","0.00002234092460711025","0.00002234092460711025","0.00002234092460711025"
"92063","0.0000222292199840747","0.0000222292199840747","0.0000222292199840747"
