"Step","SimpleQMIX_everything_later_blox_gamma0.95_lr0.001_hidden64_target20__20241215_143913 - blue_player2_reward","SimpleQMIX_everything_later_blox_gamma0.95_lr0.001_hidden64_target20__20241215_143913 - blue_player2_reward__MIN","SimpleQMIX_everything_later_blox_gamma0.95_lr0.001_hidden64_target20__20241215_143913 - blue_player2_reward__MAX"
"303","61.360000000000184","61.360000000000184","61.360000000000184"
"609","97.08000000000014","97.08000000000014","97.08000000000014"
"915","77.13999999999997","77.13999999999997","77.13999999999997"
"1221","56.07000000000017","56.07000000000017","56.07000000000017"
"1527","16.019999999999985","16.019999999999985","16.019999999999985"
"1833","44.190000000000225","44.190000000000225","44.190000000000225"
"2139","41.85000000000013","41.85000000000013","41.85000000000013"
"2445","41.79000000000016","41.79000000000016","41.79000000000016"
"2751","21.420000000000044","21.420000000000044","21.420000000000044"
"3057","21.23000000000012","21.23000000000012","21.23000000000012"
"3363","60.07000000000013","60.07000000000013","60.07000000000013"
"3669","23.130000000000056","23.130000000000056","23.130000000000056"
"3975","73.45000000000014","73.45000000000014","73.45000000000014"
"4281","49.57000000000013","49.57000000000013","49.57000000000013"
"4587","7.6899999999999915","7.6899999999999915","7.6899999999999915"
"4893","39.0200000000001","39.0200000000001","39.0200000000001"
"5199","74.53000000000013","74.53000000000013","74.53000000000013"
"5505","50.25000000000022","50.25000000000022","50.25000000000022"
"5811","62.170000000000286","62.170000000000286","62.170000000000286"
"6117","78.27999999999996","78.27999999999996","78.27999999999996"
"6423","78.86000000000007","78.86000000000007","78.86000000000007"
"6729","107.44000000000011","107.44000000000011","107.44000000000011"
"7035","43.33000000000011","43.33000000000011","43.33000000000011"
"7341","51.51000000000011","51.51000000000011","51.51000000000011"
"7647","69.41000000000014","69.41000000000014","69.41000000000014"
"7953","30.430000000000025","30.430000000000025","30.430000000000025"
"8259","42.96000000000017","42.96000000000017","42.96000000000017"
"8565","71.97000000000008","71.97000000000008","71.97000000000008"
"8871","2.7999999999999945","2.7999999999999945","2.7999999999999945"
"9177","60.2000000000001","60.2000000000001","60.2000000000001"
"9483","44.340000000000096","44.340000000000096","44.340000000000096"
"9789","71.1000000000003","71.1000000000003","71.1000000000003"
"10095","16.040000000000024","16.040000000000024","16.040000000000024"
"10401","71.01999999999997","71.01999999999997","71.01999999999997"
"10707","54.030000000000086","54.030000000000086","54.030000000000086"
"11013","2.0300000000000016","2.0300000000000016","2.0300000000000016"
"11319","56.15000000000023","56.15000000000023","56.15000000000023"
"11625","50.200000000000095","50.200000000000095","50.200000000000095"
"11931","55.18000000000028","55.18000000000028","55.18000000000028"
"12237","19.869999999999976","19.869999999999976","19.869999999999976"
"12543","81.98000000000012","81.98000000000012","81.98000000000012"
"12849","41.200000000000095","41.200000000000095","41.200000000000095"
"13155","75.03000000000023","75.03000000000023","75.03000000000023"
"13461","63.82000000000005","63.82000000000005","63.82000000000005"
"13767","76.25000000000014","76.25000000000014","76.25000000000014"
"14073","39.210000000000136","39.210000000000136","39.210000000000136"
"14379","53.150000000000134","53.150000000000134","53.150000000000134"
"14685","81.91000000000007","81.91000000000007","81.91000000000007"
"14991","66.3700000000004","66.3700000000004","66.3700000000004"
"15297","68.07000000000005","68.07000000000005","68.07000000000005"
"15603","22.940000000000047","22.940000000000047","22.940000000000047"
"15909","61.960000000000335","61.960000000000335","61.960000000000335"
"16215","80.73000000000009","80.73000000000009","80.73000000000009"
"16521","98.29999999999995","98.29999999999995","98.29999999999995"
"16827","69.88999999999997","69.88999999999997","69.88999999999997"
"17133","112.8699999999999","112.8699999999999","112.8699999999999"
"17439","99.47","99.47","99.47"
"17745","2.5400000000000196","2.5400000000000196","2.5400000000000196"
"18051","69.08000000000007","69.08000000000007","69.08000000000007"
"18357","60.95000000000014","60.95000000000014","60.95000000000014"
"18663","83.90999999999993","83.90999999999993","83.90999999999993"
"18969","4.1399999999999855","4.1399999999999855","4.1399999999999855"
"19275","3.819999999999986","3.819999999999986","3.819999999999986"
"19581","57.09000000000003","57.09000000000003","57.09000000000003"
"19887","118.28999999999998","118.28999999999998","118.28999999999998"
"20193","73.74000000000005","73.74000000000005","73.74000000000005"
"20499","93.11000000000001","93.11000000000001","93.11000000000001"
"20805","55.62000000000013","55.62000000000013","55.62000000000013"
"21111","70.90000000000015","70.90000000000015","70.90000000000015"
"21417","79.47999999999999","79.47999999999999","79.47999999999999"
"21723","76.13999999999997","76.13999999999997","76.13999999999997"
"22029","64.66000000000004","64.66000000000004","64.66000000000004"
"22335","98.53000000000017","98.53000000000017","98.53000000000017"
"22641","50.07000000000013","50.07000000000013","50.07000000000013"
"22947","13.879999999999937","13.879999999999937","13.879999999999937"
"23253","0.4199999999999996","0.4199999999999996","0.4199999999999996"
"23559","4.109999999999982","4.109999999999982","4.109999999999982"
"23865","69.39000000000007","69.39000000000007","69.39000000000007"
"24171","50.8900000000001","50.8900000000001","50.8900000000001"
"24477","69.72000000000004","69.72000000000004","69.72000000000004"
"24783","18.160000000000114","18.160000000000114","18.160000000000114"
"25089","17.280000000000108","17.280000000000108","17.280000000000108"
"25395","66.60000000000004","66.60000000000004","66.60000000000004"
"25701","2.8199999999999927","2.8199999999999927","2.8199999999999927"
"26007","2.480000000000002","2.480000000000002","2.480000000000002"
"26313","102.20999999999991","102.20999999999991","102.20999999999991"
"26619","89.01999999999991","89.01999999999991","89.01999999999991"
"26925","53.370000000000324","53.370000000000324","53.370000000000324"
"27231","31.819999999999936","31.819999999999936","31.819999999999936"
"27537","96.55000000000004","96.55000000000004","96.55000000000004"
"27843","57.35000000000004","57.35000000000004","57.35000000000004"
"28149","68.17000000000013","68.17000000000013","68.17000000000013"
"28455","79.25000000000007","79.25000000000007","79.25000000000007"
"28761","52.44000000000005","52.44000000000005","52.44000000000005"
"29067","-0.8700000000000003","-0.8700000000000003","-0.8700000000000003"
"29373","21.929999999999986","21.929999999999986","21.929999999999986"
"29679","95.46999999999994","95.46999999999994","95.46999999999994"
"29985","22.840000000000014","22.840000000000014","22.840000000000014"
"30291","65.8100000000001","65.8100000000001","65.8100000000001"
"30597","58.900000000000105","58.900000000000105","58.900000000000105"
