"Step","SimpleQMIX_everything_varying_blox_gamma0.95_lr0.001_hidden64_target20__20241215_150830 - blue_player2_reward","SimpleQMIX_everything_varying_blox_gamma0.95_lr0.001_hidden64_target20__20241215_150830 - blue_player2_reward__MIN","SimpleQMIX_everything_varying_blox_gamma0.95_lr0.001_hidden64_target20__20241215_150830 - blue_player2_reward__MAX"
"304","9.25","9.25","9.25"
"611","80.44000000000008","80.44000000000008","80.44000000000008"
"918","96.40999999999993","96.40999999999993","96.40999999999993"
"1225","57.220000000000084","57.220000000000084","57.220000000000084"
"1532","10.149999999999926","10.149999999999926","10.149999999999926"
"1839","22.69999999999999","22.69999999999999","22.69999999999999"
"2146","51.860000000000376","51.860000000000376","51.860000000000376"
"2453","79.58000000000011","79.58000000000011","79.58000000000011"
"2760","106.97","106.97","106.97"
"2864","-6.530000000000001","-6.530000000000001","-6.530000000000001"
"3171","71.72000000000004","71.72000000000004","71.72000000000004"
"3478","65.16999999999993","65.16999999999993","65.16999999999993"
"3643","15.380000000000006","15.380000000000006","15.380000000000006"
"3950","84.60000000000002","84.60000000000002","84.60000000000002"
"4257","73.95000000000006","73.95000000000006","73.95000000000006"
"4564","-7.390000000000003","-7.390000000000003","-7.390000000000003"
"4871","92.74000000000011","92.74000000000011","92.74000000000011"
"5178","97.70000000000019","97.70000000000019","97.70000000000019"
"5485","76.40000000000018","76.40000000000018","76.40000000000018"
"5792","3.669999999999992","3.669999999999992","3.669999999999992"
"6099","98.55999999999992","98.55999999999992","98.55999999999992"
"6406","29.08000000000003","29.08000000000003","29.08000000000003"
"6549","4.139999999999985","4.139999999999985","4.139999999999985"
"6856","22.780000000000094","22.780000000000094","22.780000000000094"
"7163","48.61000000000013","48.61000000000013","48.61000000000013"
"7470","32.82000000000002","32.82000000000002","32.82000000000002"
"7777","96.7300000000001","96.7300000000001","96.7300000000001"
"8084","1.520000000000004","1.520000000000004","1.520000000000004"
"8391","27.4300000000001","27.4300000000001","27.4300000000001"
"8698","5.399999999999995","5.399999999999995","5.399999999999995"
"8911","-12.990000000000002","-12.990000000000002","-12.990000000000002"
"9194","-10.81999999999999","-10.81999999999999","-10.81999999999999"
"9294","24.49000000000005","24.49000000000005","24.49000000000005"
"9601","8.759999999999984","8.759999999999984","8.759999999999984"
"9908","51.84000000000042","51.84000000000042","51.84000000000042"
"10215","21.73000000000004","21.73000000000004","21.73000000000004"
"10319","36.160000000000046","36.160000000000046","36.160000000000046"
"10626","139.93000000000015","139.93000000000015","139.93000000000015"
"10932","-2.7700000000000076","-2.7700000000000076","-2.7700000000000076"
