"Step","SimpleQMIX_everything_varying_blox_gamma0.95_lr0.001_hidden64_target20__20241215_150830 - blue_player1_reward","SimpleQMIX_everything_varying_blox_gamma0.95_lr0.001_hidden64_target20__20241215_150830 - blue_player1_reward__MIN","SimpleQMIX_everything_varying_blox_gamma0.95_lr0.001_hidden64_target20__20241215_150830 - blue_player1_reward__MAX"
"303","-0.8299999999999998","-0.8299999999999998","-0.8299999999999998"
"610","19.970000000000027","19.970000000000027","19.970000000000027"
"917","24.160000000000156","24.160000000000156","24.160000000000156"
"1224","18.169999999999987","18.169999999999987","18.169999999999987"
"1531","-2.5800000000000107","-2.5800000000000107","-2.5800000000000107"
"1838","24.62000000000003","24.62000000000003","24.62000000000003"
"2145","28.060000000000095","28.060000000000095","28.060000000000095"
"2452","37.92000000000015","37.92000000000015","37.92000000000015"
"2759","38.83000000000004","38.83000000000004","38.83000000000004"
"2863","6.099999999999991","6.099999999999991","6.099999999999991"
"3170","26.320000000000082","26.320000000000082","26.320000000000082"
"3477","60.37000000000009","60.37000000000009","60.37000000000009"
"3642","5.339999999999997","5.339999999999997","5.339999999999997"
"3949","20.66000000000019","20.66000000000019","20.66000000000019"
"4256","67.69000000000003","67.69000000000003","67.69000000000003"
"4563","-19.37000000000002","-19.37000000000002","-19.37000000000002"
"4870","21.420000000000073","21.420000000000073","21.420000000000073"
"5177","21.550000000000104","21.550000000000104","21.550000000000104"
"5484","23.260000000000044","23.260000000000044","23.260000000000044"
"5791","3.3499999999999948","3.3499999999999948","3.3499999999999948"
"6098","18.30000000000001","18.30000000000001","18.30000000000001"
"6405","12.13999999999997","12.13999999999997","12.13999999999997"
"6548","5.369999999999996","5.369999999999996","5.369999999999996"
"6855","33.75000000000015","33.75000000000015","33.75000000000015"
"7162","12.099999999999987","12.099999999999987","12.099999999999987"
"7469","9.73999999999999","9.73999999999999","9.73999999999999"
"7776","26.400000000000137","26.400000000000137","26.400000000000137"
"8083","5.660000000000011","5.660000000000011","5.660000000000011"
"8390","8.249999999999993","8.249999999999993","8.249999999999993"
"8697","14.30999999999996","14.30999999999996","14.30999999999996"
"8910","24.950000000000042","24.950000000000042","24.950000000000042"
"9193","25.839999999999996","25.839999999999996","25.839999999999996"
"9293","22.52000000000003","22.52000000000003","22.52000000000003"
"9600","1.6300000000000014","1.6300000000000014","1.6300000000000014"
"9907","-13.820000000000029","-13.820000000000029","-13.820000000000029"
"10214","16.089999999999996","16.089999999999996","16.089999999999996"
"10318","-0.16000000000000547","-0.16000000000000547","-0.16000000000000547"
"10625","8.939999999999984","8.939999999999984","8.939999999999984"
"10931","6.030000000000004","6.030000000000004","6.030000000000004"
"11238","40.0400000000002","40.0400000000002","40.0400000000002"
"11331","-1.3800000000000012","-1.3800000000000012","-1.3800000000000012"
"11638","24.170000000000048","24.170000000000048","24.170000000000048"
"11730","-5.3100000000000005","-5.3100000000000005","-5.3100000000000005"
"12025","14.450000000000093","14.450000000000093","14.450000000000093"
"12332","18.140000000000004","18.140000000000004","18.140000000000004"
"12639","5.529999999999992","5.529999999999992","5.529999999999992"
"12946","7.0199999999999925","7.0199999999999925","7.0199999999999925"
"13253","35.090000000000074","35.090000000000074","35.090000000000074"
"13560","67.17000000000006","67.17000000000006","67.17000000000006"
"13867","4.930000000000007","4.930000000000007","4.930000000000007"
"14174","16.200000000000017","16.200000000000017","16.200000000000017"
"14481","25.970000000000137","25.970000000000137","25.970000000000137"
"14788","22.280000000000033","22.280000000000033","22.280000000000033"
"15095","29.63000000000013","29.63000000000013","29.63000000000013"
"15402","15.059999999999935","15.059999999999935","15.059999999999935"
"15709","-5.390000000000003","-5.390000000000003","-5.390000000000003"
"16016","15.059999999999935","15.059999999999935","15.059999999999935"
"16323","21.680000000000113","21.680000000000113","21.680000000000113"
"16630","-1.7599999999999996","-1.7599999999999996","-1.7599999999999996"
"16937","1.3000000000000096","1.3000000000000096","1.3000000000000096"
"17244","25.40000000000016","25.40000000000016","25.40000000000016"
"17551","19.340000000000135","19.340000000000135","19.340000000000135"
"17858","-3.349999999999994","-3.349999999999994","-3.349999999999994"
"18165","5.68000000000001","5.68000000000001","5.68000000000001"
"18472","57.160000000000196","57.160000000000196","57.160000000000196"
"18779","4.880000000000004","4.880000000000004","4.880000000000004"
"18945","24.65","24.65","24.65"
"19252","24.080000000000144","24.080000000000144","24.080000000000144"
"19446","13.219999999999986","13.219999999999986","13.219999999999986"
"19548","3.54999999999999","3.54999999999999","3.54999999999999"
"19855","12.399999999999952","12.399999999999952","12.399999999999952"
"20162","-4.789999999999997","-4.789999999999997","-4.789999999999997"
"20336","0.23999999999996113","0.23999999999996113","0.23999999999996113"
"20643","23.640000000000057","23.640000000000057","23.640000000000057"
"20950","10.54999999999999","10.54999999999999","10.54999999999999"
"21048","36.23000000000009","36.23000000000009","36.23000000000009"
"21138","5.72999999999999","5.72999999999999","5.72999999999999"
"21445","2.7199999999999913","2.7199999999999913","2.7199999999999913"
"21752","-5.370000000000019","-5.370000000000019","-5.370000000000019"
"22059","11.689999999999971","11.689999999999971","11.689999999999971"
"22366","20.77","20.77","20.77"
"22468","-0.7000000000000028","-0.7000000000000028","-0.7000000000000028"
"22775","7.209999999999982","7.209999999999982","7.209999999999982"
"23082","4.810000000000008","4.810000000000008","4.810000000000008"
"23389","52.360000000000205","52.360000000000205","52.360000000000205"
"23696","-0.12000000000001038","-0.12000000000001038","-0.12000000000001038"
"24003","-1.2199999999999929","-1.2199999999999929","-1.2199999999999929"
"24310","10.949999999999989","10.949999999999989","10.949999999999989"
"24617","30.33000000000016","30.33000000000016","30.33000000000016"
"24924","4.8199999999999905","4.8199999999999905","4.8199999999999905"
"25231","12.279999999999982","12.279999999999982","12.279999999999982"
"25538","19.22999999999996","19.22999999999996","19.22999999999996"
"25845","13.609999999999957","13.609999999999957","13.609999999999957"
"26152","30.67000000000001","30.67000000000001","30.67000000000001"
"26459","23.620000000000108","23.620000000000108","23.620000000000108"
"26766","1.9800000000000013","1.9800000000000013","1.9800000000000013"
"27073","14.499999999999947","14.499999999999947","14.499999999999947"
"27380","22.980000000000054","22.980000000000054","22.980000000000054"
